,ID,RESTAURANT NAME,INSPECTION YEAR,NUMBER OF NON-CRITICAL VIOLATIONS,ADDRESS
6726,41366074,EE LANG,2019,1.0,3627 164 STREET QUEENS NY 11358
6728,41366152,DUNKIN' DONUTS,2019,1.0,3804 BOSTON ROAD BRONX NY 10475
6731,41366512,STARBUCKS,2019,2.0,130 FULTON STREET MANHATTAN NY 10038
6735,41366722,OSLO COFFEE ROASTERS,2019,1.0,133 ROEBLING STREET BROOKLYN NY 11211
6741,41367788,LE BON PAIN,2019,3.0,21165 JAMAICA AVENUE QUEENS NY 11428
6743,41367922,FASHION INSTITUTE OF TECHNOLOGY DAVID DUBINSKY STUDENT CENTER,2019,1.0,227 WEST   27 STREET MANHATTAN NY 10001
6745,41367985,KENNEDY FRIED CHICKEN,2019,1.0,548 EAST  138 STREET BRONX NY 10454
6753,41368569,TITA'S DONUTS AND COFFEE SHOP,2019,2.0,1930 GRAND CONCOURSE BRONX NY 10457
6756,41368920,HERMES BILLIARDS & CAFE,2019,3.0,10214 JAMAICA AVENUE QUEENS NY 11418
6758,41368950,GOTHAM PIZZA,2019,1.0,144 9 AVENUE MANHATTAN NY 10011
6759,41369239,NATIONAL BAKERY,2019,2.0,2214 WESTCHESTER AVENUE BRONX NY 10462
6761,41369411,FRANK'S PIZZA ITALIA,2019,1.0,772 CASTLE HILL AVE BRONX NY 10473
6763,41369777,LUANNE'S WILD GINGER,2019,1.0,112 SMITH STREET BROOKLYN NY 11201
6768,41370362,HOUNDSTOOTH PUB,2019,2.0,520 8 AVENUE MANHATTAN NY 10018
6770,41370414,ARTHUR AVENUE CATERS,2019,1.0,611 CRESCENT AVENUE BRONX NY 10458
6772,41370420,DUNKIN' DONUTS,2019,1.0,1300 HYLAN BOULEVARD STATEN ISLAND NY 10305
6775,41370589,DELI & GRILL,2019,1.0,5001 4 AVENUE BROOKLYN NY 11220
6779,41371241,DEAN & DELUCA,2019,1.0,620 8 AVENUE MANHATTAN NY 10018
6781,41371276,GREAT WALL,2019,1.0,219 EAST  170 STREET BRONX NY 10456
6782,41371323,HO MEI CHINESE RESTAURANT,2019,1.0,222 MALCOM X BOULEVARD BROOKLYN NY 11221
6785,41371617,GU,2019,3.0,155 EAST   52 STREET MANHATTAN NY 10022
6787,41371649,MIGUEL'S JAMAICAN WEST INDIAN RESTAURANT,2019,1.0,2315 STRAUSS STREET BROOKLYN NY 11212
6794,41372047,THE HOG PIT NEW YORK CITY,2019,1.0,37 WEST   26 STREET MANHATTAN NY 10010
6796,41372224,DIWINE,2019,1.0,4115 31 AVENUE QUEENS NY 11103
6798,41372259,ANN & TONY'S RESTAURANT,2019,2.0,2407 ARTHUR AVENUE BRONX NY 10458
6801,41372589,PALM RESTAURANT,2019,1.0,200 CHAMBERS STREET MANHATTAN NY 10007
6803,41372606,LE VEAU DOR,2019,2.0,129 EAST   60 STREET MANHATTAN NY 10022
6805,41372809,LIBERTADOR,2019,2.0,1725 2 AVENUE MANHATTAN NY 10128
6810,41373803,Z-ONE DINER & LOUNGE,2019,1.0,1821 RICHMOND AVENUE STATEN ISLAND NY 10314
6812,41373868,NOTE THAI,2019,3.0,279 BUSHWICK AVENUE BROOKLYN NY 11206
6815,41374230,BOOTLEG MANNINGS,2019,1.0,2645 FOREST AVENUE STATEN ISLAND NY 10303
6817,41374397,DUFF'S BROOKLYN,2019,1.0,168 MARCY AVENUE BROOKLYN NY 11211
6820,41374464,DOMINO'S,2019,1.0,3626 BELL BOULEVARD QUEENS NY 11361
6822,41374469,DUNKIN' DONUTS,2019,2.0,13430 ATLANTIC AVENUE QUEENS NY 11419
6824,41374557,M NOODLE SHOP,2019,1.0,549 METROPOLITAN AVENUE BROOKLYN NY 11211
6829,41374934,SKINFLINTS RESTAURANT,2019,1.0,7902 5 AVENUE BROOKLYN NY 11209
6834,41375794,SUSHI TOKYO,2019,2.0,1360 CONEY ISLAND AVE BROOKLYN NY 11230
6835,41375936,SPRING GARDEN,2019,1.0,4710 AVENUE N BROOKLYN NY 11234
6838,41376041,BAGEL BOSS,2019,2.0,263 1 AVENUE MANHATTAN NY 10003
6844,41376524,KAFFE 1668,2019,2.0,275 GREENWICH STREET MANHATTAN NY 10007
6852,41376986,WIMPYS RESTAURANT,2019,2.0,23 EAST  109 STREET MANHATTAN NY 10029
6856,41377069,CATALDO'S RESTAURANT,2019,1.0,554 VANDERBILT AVENUE BROOKLYN NY 11238
6862,41377310,IL POETA,2019,2.0,9804 METROPOLITAN AVENUE QUEENS NY 11375
6868,41377598,L.A. BURRITO,2019,1.0,67 WILSON AVENUE BROOKLYN NY 11237
6870,41377624,HERO FACTORY,2019,1.0,904 EAST  149 STREET BRONX NY 10455
6872,41377819,ATHENA MEDITERRANEAN CUISINE,2019,2.0,535 6 AVENUE BROOKLYN NY 11215
6876,41377952,DARBAR GRILL,2019,1.0,157 EAST   55 STREET MANHATTAN NY 10022
6878,41377997,RISPOLI PASTRY SHOP,2019,1.0,1184 BAY STREET STATEN ISLAND NY 10305
6880,41378141,DILEO'S PIZZERIA,2019,2.0,2491 VICTORY BOULEVARD STATEN ISLAND NY 10314
6883,41378421,NEW TOP'S CHINESE KITCHEN,2019,1.0,361 CRESCENT STREET BROOKLYN NY 11208
6885,41378691,WHITE CASTLE,2019,1.0,2238 FOREST AVENUE STATEN ISLAND NY 10303
6887,41378724,SCHNIPPER'S QUALITY KITCHEN,2019,1.0,620 8 AVENUE MANHATTAN NY 10018
6892,41379274,DADDY'S CAFE,2019,1.0,1939 MCDONALD AVENUE BROOKLYN NY 11223
6898,41380245,RED LOTUS BAKERY & CAFE,2019,1.0,25507 NORTHERN BOULEVARD QUEENS NY 11362
6900,41380595,EL PRESIDENTE # 2 RESTAURANT,2019,1.0,4-10 EAST  208 STREET BRONX NY 10467
6906,41380984,DA ANDREA,2019,1.0,35 WEST 13 STREET MANHATTAN NY 10011
6917,41381813,SUSHI TIME,2019,2.0,7242 AUSTIN STREET QUEENS NY 11375
6921,41381962,JOLLIBEE,2019,2.0,6229 ROOSEVELT AVENUE QUEENS NY 11377
6922,41382007,CASA LA FEMME,2019,1.0,140 CHARLES STREET MANHATTAN NY 10014
6926,41382168,PLANET WINGS,2019,2.0,698 ARTHUR KILL ROAD STATEN ISLAND NY 10308
6928,41382211,MOON PALACE DELI,2019,1.0,496 ATLANTIC AVENUE BROOKLYN NY 11217
6930,41382293,TISSERIE,2019,1.0,870 7 AVENUE MANHATTAN NY 10019
6931,41382526,JOEL'S BAKERY,2019,1.0,1615 PALMETTO STREET QUEENS NY 11385
6933,41382688,GUANTANAMERA,2019,2.0,939 8 AVENUE MANHATTAN NY 10019
6939,41382840,SAM'S BAGEL,2019,1.0,7715 5 AVENUE BROOKLYN NY 11209
6943,41382951,CORONA GYRO,2019,1.0,4012 104 STREET QUEENS NY 11368
6949,41383251,CARIDAD RESTAURANT,2019,1.0,2230 GRAND CONCOURSE BRONX NY 10457
6955,41383631,DUNKIN' DONUTS,2019,3.0,130 CHURCH STREET MANHATTAN NY 10007
6963,41384605,BALDOR SPECIALTY FOODS,2019,1.0,155 FOOD CENTER DRIVE BRONX NY 10474
6965,41384689,WASABI POINT,2019,1.0,7618 WOODSIDE AVENUE QUEENS NY 11373
6969,41385076,TEN TAN,2019,1.0,3507 DEKALB AVENUE BRONX NY 10467
6971,41385083,KOSHER PIZZA TIME,2019,1.0,1324 AVENUE J BROOKLYN NY 11230
6973,41385249,DRAGON GARDEN,2019,1.0,8024 18 AVENUE BROOKLYN NY 11214
6976,41385292,"DUNKIN' DONUTS, BASKIN ROBBINS",2019,1.0,140 EAST   34 STREET MANHATTAN NY 10016
6977,41385362,MCDONALD'S,2019,1.0,2630 JEROME AVENUE BRONX NY 10468
6981,41385576,AU BON PAIN,2019,1.0,27005 76 AVENUE QUEENS NY 11004
6992,41386038,773 LOUNGE,2019,2.0,773 CONEY ISLAND AVENUE BROOKLYN NY 11218
6998,41386400,KID'S FUNHOUSE,2019,2.0,6269 FRESH POND ROAD QUEENS NY 11385
7005,41387010,SARAGHINA RESTAURANT,2019,2.0,435 HALSEY STREET BROOKLYN NY 11233
7006,41387014,MALAY BAKERY,2019,2.0,6919 NEW UTRECHT AVENUE BROOKLYN NY 11228
7007,41387018,HANCO'S,2019,1.0,350 7 AVENUE BROOKLYN NY 11215
7010,41387166,B & E NEIGHBORHOOD PUB,2019,1.0,225 MAIN STREET STATEN ISLAND NY 10307
7012,41387173,LALI GURAS RESTAURANT,2019,4.0,3763 76 STREET QUEENS NY 11372
7015,41387239,EL RINCON DE LA VIEJA BAKERY AND RESTAURANT,2019,1.0,4186 BOWNE STREET QUEENS NY 11355
7021,41387458,THE FLYING PUCK,2019,3.0,364 7 AVENUE MANHATTAN NY 10001
7023,41387635,ANGELOS DELI RESTAURANT,2019,2.0,5000 GRAND AVENUE QUEENS NY 11378
7026,41387793,PAOLA'S,2019,1.0,1295 MADISON AVENUE MANHATTAN NY 10128
7028,41388342,EL REY,2019,1.0,14713 HILLSIDE AVENUE QUEENS NY 11435
7030,41388348,BROOKLYN HEIGHTS WINE BAR,2019,1.0,50 HENRY STREET BROOKLYN NY 11201
7035,41388629,CAPIZZI,2019,1.0,547 9 AVENUE MANHATTAN NY 10018
7036,41388845,OLYMPIC PITA,2019,1.0,1419 CONEY ISLAND AVENUE BROOKLYN NY 11230
7038,41388853,SUBWAY,2019,2.0,5107 CHURCH AVENUE BROOKLYN NY 11203
7044,41389072,BALBOA RESTAURANT,2019,2.0,1655 BEDFORD AVENUE BROOKLYN NY 11225
7046,41389275,OAXACA DELI AND TAQUERIA,2019,2.0,1240 CASTLETON AVENUE STATEN ISLAND NY 10310
7048,41389296,SHANDAR SWEET & RESTAURANT,2019,2.0,679 CONEY ISLAND AVENUE BROOKLYN NY 11218
7049,41389304,JOHAL DELI,2019,1.0,945 COLUMBUS AVE MANHATTAN NY 10025
7051,41389443,PETER'S ISLAND CAFE,2019,1.0,1 CROSS ISLAND PLAZA QUEENS NY 11422
7052,41389468,MELANIE'S ROTI & GRILL RESTAURANT,2019,1.0,1248 CASTLE HILL AVENUE BRONX NY 10462
7059,41390152,FIVE GUYS FAMOUS BURGERS AND FRIES,2019,2.0,7325 WOODHAVEN BOULEVARD QUEENS NY 11385
7062,41390168,THE VILLAGE LUNCHEONETTE,2019,1.0,2374 MCDONALD AVENUE BROOKLYN NY 11223
7064,41390298,MCDONALD'S,2019,2.0,1403 MERMAID AVENUE BROOKLYN NY 11224
7067,41390593,NASSAU BAR,2019,1.0,118 NASSAU STREET MANHATTAN NY 10038
7069,41390818,NAPOLI PIZZA & PASTA,2019,1.0,3302 35 AVENUE QUEENS NY 11106
7072,41390998,CAFE OLYMPIA,2019,2.0,833 2nd Avenue MANHATTAN NY 10017
7074,41391114,CAFE MOCHA,2019,1.0,116 2 AVENUE MANHATTAN NY 10003
7081,41391483,NEW FLUSHING BAKERY,2019,2.0,13545 ROOSEVELT AVENUE QUEENS NY 11354
7083,41391596,TROPICAL RESTAURANT,2019,2.0,6722 ROOSEVELT AVENUE QUEENS NY 11377
7088,41392209,LA RIOJA RESTAURANT,2019,1.0,3305 BROADWAY QUEENS NY 11106
7091,41392451,BABY GRAND,2019,2.0,161 LAFAYETTE STREET MANHATTAN NY 10013
7097,41393099,THE DUBLINER,2019,1.0,45 STONE STREET MANHATTAN NY 10004
7101,41393521,SUSHI 33,2019,1.0,6356 BOOTH STREET QUEENS NY 11374
7104,41393998,AVENUE DINER,2019,1.0,9106 JAMAICA AVENUE QUEENS NY 11421
7106,41394039,NEW GARDEN RESTAURANT,2019,3.0,1060 NOSTRAND AVENUE BROOKLYN NY 11225
7110,41394237,GOLDEN CITY CHINESE RESTAURANT,2019,2.0,423 9 AVENUE MANHATTAN NY 10001
7112,41394405,LITTLE ITALY PIZZA,2019,1.0,11 PARK PLACE MANHATTAN NY 10007
7117,41394908,DUNKIN' DONUTS,2019,2.0,2350 JEROME AVENUE BRONX NY 10468
7124,41395582,MCNALLY JACKSON CAFE,2019,1.0,52 PRINCE STREET MANHATTAN NY 10012
7130,41396345,ANGELINA'S GOURMET KITCHEN,2019,5.0,0 LAGUARDIA AIRPORT QUEENS NY 11369
7159,41396894,BURGER KING,2019,1.0,1590 HUTCHINSON RIVER PARKWAY BRONX NY 10461
7160,41396908,PRET A MANGER,2019,1.0,50 BROADWAY MANHATTAN NY 10004
7163,41397322,GOLDEN DRAGON RESTAURANT,2019,2.0,394 METROPOLITAN AVENUE BROOKLYN NY 11211
7167,41397450,DALLAS BBQ,2019,1.0,281 WEST FORDHAM ROAD BRONX NY 10468
7171,41397650,"DUNKIN' DONUTS, BASKIN ROBBINS",2019,2.0,360 WEST   31 STREET MANHATTAN NY 10001
7172,41397768,CAFE LA NOTTE,2019,1.0,2023 STILLWELL AVENUE BROOKLYN NY 11223
7174,41397825,CAFE CON PAN BAKERY II,2019,1.0,137 PORT RICHMOND AVENUE STATEN ISLAND NY 10302
7178,41398172,SATYR GRILL,2019,2.0,1109 CYPRESS AVENUE QUEENS NY 11385
7180,41398230,QUISQUEYA RESTAURANT,2019,1.0,9701 ROOSEVELT AVENUE QUEENS NY 11368
7182,41398232,VIP CLUB,2019,2.0,20 WEST   20 STREET MANHATTAN NY 10011
7184,41398322,ISLAND TASTE RESTAURANT,2019,1.0,4643 WHITE PLAINS ROAD BRONX NY 10470
7187,41398824,VARIETY CAFE,2019,1.0,145 DRIGGS AVENUE BROOKLYN NY 11222
7192,41399300,NEW YORK DINER,2019,2.0,4909 NORTHERN BOULEVARD QUEENS NY 11101
7194,41399360,NEW RONG HANG RESTAURANT,2019,2.0,38 ELDRIDGE STREET MANHATTAN NY 10002
7196,41399601,CHEUNG LEE,2019,1.0,108 KINGSTON AVENUE BROOKLYN NY 11213
7198,41399663,BENNY'S,2019,1.0,1418 AVENUE J BROOKLYN NY 11230
7200,41399771,MAREA RESTAURANT,2019,3.0,240 CENTRAL PARK SOUTH MANHATTAN NY 10019
7202,41399812,JOE:THE ART OF COFFEE,2019,1.0,514 COLUMBUS AVENUE MANHATTAN NY 10024
7204,41399837,BLACK SWAN,2019,1.0,1048 BEDFORD AVENUE BROOKLYN NY 11205
7206,41399893,LA COLOMBE,2019,1.0,270 LAFAYETTE STREET MANHATTAN NY 10012
7208,41399993,BROADWAY BAKERY,2019,1.0,9114 59 AVENUE QUEENS NY 11373
7211,41400202,SUBWAY,2019,1.0,6690 FRESH POND ROAD QUEENS NY 11385
7213,41400630,SAFFRON,2019,4.0,16150 CROSSBAY BOULEVARD QUEENS NY 11414
7217,41400734,JOHN'S FAMOUS DELI,2019,2.0,15 INNIS STREET STATEN ISLAND NY 10302
7219,41400742,BURGER KING,2019,1.0,3500 BOSTON POST ROAD BRONX NY 10469
7225,41401458,MOFONGO DEL VALLE,2019,1.0,3340 BROADWAY MANHATTAN NY 10031
7226,41401513,GINO'S PIZZA,2019,1.0,8635 BROADWAY QUEENS NY 11373
7229,41401682,CIBO EXPRESS GOURMET MARKET,2019,1.0,0 LAGUARDIA AIRPORT TERMINAL QUEENS NY 11369
7235,41402060,REGAL UNION SQUARE STADIUM 14,2019,2.0,850 BROADWAY MANHATTAN NY 10003
7238,41402310,KARAOKE WOW,2019,1.0,10 WEST   32 STREET MANHATTAN NY 10001
7243,41403075,TASTE OF HONEY,2019,1.0,3465 VICTORY BOULEVARD STATEN ISLAND NY 10314
7245,41403088,SHARLENE'S,2019,1.0,353 FLATBUSH AVENUE BROOKLYN NY 11238
7247,41403094,HIGH DIVE,2019,1.0,243 FIFTH AVENUE BROOKLYN NY 11215
7250,41403280,STARBUCKS,2019,3.0,254 - 41 HORACE HARDING EXPRESSWAY QUEENS NY 11362
7256,41403890,TOWERS CAFE,2019,2.0,760 BROADWAY BROOKLYN NY 11206
7258,41403916,KN MI DELICIA BAKERY,2019,1.0,2785 3 AVENUE BRONX NY 10455
7261,41403948,PRIMO PIZZERIA & RESTAURANT,2019,1.0,1282 RICHMOND ROAD STATEN ISLAND NY 10304
7266,41404371,BROOKLYN CREPE AND JUICE BAR,2019,2.0,274 FLATBUSH AVENUE BROOKLYN NY 11217
7268,41404956,EL COYOTE RESTAURANT,2019,1.0,8018 NORTHERN BOULEVARD QUEENS NY 11372
7271,41405007,THE CAPITAL GRILLE,2019,3.0,120 WEST   51 STREET MANHATTAN NY 10019
7272,41405042,QUEEN OF TACOS,2019,2.0,9 EAST MOSHOLU PARKWAY NORTH BRONX NY 10467
7274,41405086,REYNA RESTAURANT,2019,3.0,1969 UNIVERSITY AVENUE BRONX NY 10453
7276,41405150,ALLORA ITALIAN KITCHEN & BAR,2019,1.0,21035 26 AVENUE QUEENS NY 11360
7278,41405205,MESA COYOACAN,2019,2.0,372 GRAHAM AVENUE BROOKLYN NY 11211
7283,41405662,FARRELLS,2019,1.0,215 PROSPECT PARK WEST BROOKLYN NY 11215
7284,41405889,FISH MARKET RESTAURANT,2019,1.0,111 SOUTH STREET MANHATTAN NY 10038
7286,41406223,DAMAS FALAFEL HOUSE,2019,1.0,407 MYRTLE AVENUE BROOKLYN NY 11205
7289,41406255,"TACO BELL, KFC",2019,2.0,3645 BROADWAY MANHATTAN NY 10031
7291,41406318,EL NUEVO BOHIO TROPICAL,2019,1.0,20 WESTCHESTER SQUARE BRONX NY 10461
7294,41406532,BAKEWAY,2019,1.0,2910 30 AVENUE QUEENS NY 11102
7296,41406856,FRANCO'S,2019,1.0,295 EAST  149 STREET BRONX NY 10451
7298,41406895,SUN SAI GAI RESTAURANT,2019,1.0,220 CANAL STREET MANHATTAN NY 10013
7300,41406973,EURO PIZZA,2019,1.0,634 EAST  169 STREET BRONX NY 10456
7312,41408561,MAISONNETTE KITCHEN & EMPLOYEE CAFETERIA,2019,1.0,2 EAST 55 STREET MANHATTAN NY 10022
7317,41408773,DUNKIN' DONUTS,2019,1.0,19603 GRAND CENTRAL PARKWAY QUEENS NY 11423
7320,41409441,GOLDEN STEAMER,2019,1.5,143 MOTT STREET MANHATTAN NY 10013
7322,41409985,ROSARIO PIZZA,2019,1.0,374 CENTRAL AVENUE BROOKLYN NY 11221
7324,41410016,RALPH'S ICES,2019,1.0,2361 HYLAN BOULEVARD STATEN ISLAND NY 10306
7327,41410071,RIMINI PASTRY SHOPPE,2019,2.0,6822 BAY PARKWAY BROOKLYN NY 11204
7331,41410556,PARADOR CALENO,2019,2.0,4507 47 AVENUE QUEENS NY 11377
7332,41410895,MATAMIM TAKE OUT CATERING,2019,1.0,4302 16 AVENUE BROOKLYN NY 11204
7339,41411423,BEST PIZZA,2019,2.0,33 HAVEMEYER STREET BROOKLYN NY 11211
7344,41411833,PRET A MANGER,2019,2.0,2 PARK AVENUE MANHATTAN NY 10016
7350,41412588,WOK WOK RESTAURANT,2019,1.0,5 EAST  208 STREET BRONX NY 10467
7352,41412907,CITY ISLAND LOBSTER HOUSE,2019,1.0,691 BRIDGE STREET BRONX NY 10464
7356,41413153,MOLCAJETE,2019,1.0,9213 ROOSEVELT AVENUE QUEENS NY 11372
7358,41413288,MR. WONTON,2019,1.0,2604 JACKSON AVENUE QUEENS NY 11101
7363,41413944,HING WONG RESTAURANT,2019,1.0,721 WESTCHESTER AVENUE BRONX NY 10455
7365,41414123,SALVATORES OF SOHO,2019,1.0,3738 RIVERDALE AVENUE BRONX NY 10463
7373,41414700,BABA GHANOUGE,2019,2.0,165 CHURCH STREET MANHATTAN NY 10007
7377,41415498,LOT 2,2019,1.0,687 6 AVENUE BROOKLYN NY 11215
7379,41415537,KATI THAI CUISINE,2019,2.0,347 EAST   14 STREET MANHATTAN NY 10003
7381,41415808,FUGU JAPANESE CUISINE,2019,1.0,6804 BAY PARKWAY BROOKLYN NY 11204
7382,41415845,BRISAS DEL CARIBE,2019,1.0,1207 CASTLE HILL AVENUE BRONX NY 10462
7385,41415961,HAN SONG TING RETAURANT,2019,1.0,3702 MAIN STREET QUEENS NY 11354
7387,41416092,GUADALUPE BAR AND GRILL,2019,2.0,597 WEST 207 STREET MANHATTAN NY 10034
7390,41416234,CHINA CITY,2019,2.0,308 EAST  188 STREET BRONX NY 10458
7392,41416298,TOM'S RESTAURANT,2019,1.0,782 WASHINGTON AVENUE BROOKLYN NY 11238
7394,41416561,VANESSA'S DUMPLING,2019,1.0,220 EAST   14 STREET MANHATTAN NY 10003
7396,41416621,FIVE GUYS FAMOUS BURGERS AND FRIES,2019,1.0,25455 HORACE HARDING EXPRESSWAY QUEENS NY 11362
7397,41416726,R.C.L Enterprises inc,2019,1.0,14122 ROCKAWAY BOULEVARD QUEENS NY 11436
7402,41417111,HAMPTON INN CHELSEA,2019,1.0,108 WEST   24 STREET MANHATTAN NY 10011
7404,41417339,KAME RAMEN,2019,2.0,435 PARK AVENUE SOUTH MANHATTAN NY 10016
7406,41417417,EL PALO RESTAURANT,2019,2.0,19625 JAMAICA AVENUE QUEENS NY 11423
7415,41417952,COFFEE SPOT CAFE,2019,1.0,1617 JEROME AVENUE BROOKLYN NY 11235
7416,41418301,THE SMILE,2019,4.0,26 BOND STREET MANHATTAN NY 10012
7418,41418337,NICK'S BISTRO,2019,2.0,10420 METROPOLITAN AVENUE QUEENS NY 11375
7420,41418341,DAISY'S PIZZA WINGS & BURGERS,2019,1.0,980 LONGWOOD AVENUE BRONX NY 10459
7424,41418727,BAREBURGER,2019,1.0,3321 31 AVENUE QUEENS NY 11106
7429,41418978,BAGEL EXPRESS III,2019,1.0,340 3 AVENUE MANHATTAN NY 10010
7432,41419342,57'S ALL AMERICAN GRILL,2019,1.0,3345 FRANCIS LEWIS BOULEVARD QUEENS NY 11358
7436,41420036,SPIN NEW YORK,2019,2.0,304 PARK AVENUE SOUTH MANHATTAN NY 10010
7442,41420811,BARNES & NOBLE CAFE,2019,1.0,150 EAST   86 STREET MANHATTAN NY 10028
7443,41420952,LA CASA DE LOS ANOJITOS,2019,2.0,8108 37 AVENUE QUEENS NY 11372
7445,41421031,LANO'S COFFEE SHOP & RESTAURANT,2019,1.0,107 3 AVENUE BROOKLYN NY 11217
7447,41421128,MARY O'S,2019,2.0,32 AVENUE A MANHATTAN NY 10009
7449,41421148,SUBWAY,2019,1.0,597 BAY STREET STATEN ISLAND NY 10304
7451,41421154,SUBWAY,2019,1.0,303 PAGE AVENUE STATEN ISLAND NY 10307
7453,41421237,BILLY'S BAKERY,2019,2.0,75 FRANKLIN STREET MANHATTAN NY 10013
7456,41421764,CHECKERS,2019,1.0,8345 PARSONS BOULEVARD QUEENS NY 11432
7460,41422049,THE FACULTY HOUSE,2019,2.0,64 MORNINGSIDE DRIVE MANHATTAN NY 10027
7465,41422458,PROVINI CAFE,2019,2.0,1302 8 AVENUE BROOKLYN NY 11215
7467,41422482,PARKCHESTER FISH & CHIPS,2019,2.0,1884 ARCHER STREET BRONX NY 10462
7470,41422787,GREAT WALL,2019,3.0,25903 HILLSIDE AVENUE QUEENS NY 11004
7473,41423142,NEW YORK LAW SCHOOL,2019,2.0,185 WEST BROADWAY MANHATTAN NY 10013
7476,41423288,MAPLE GARDEN,2019,1.0,4209 MAIN STREET QUEENS NY 11355
7481,41423724,SCIENCE BUILDING - KISSENA BAGELS,2019,1.0,6330 KISSENA BOULEVARD QUEENS NY 11367
7483,41423851,CAFETERIA (USPS BLDNG),2019,3.0,14202 20 AVENUE QUEENS NY 11357
7489,41424208,AMC THEATRES,2019,1.0,2309 FREDERICK DOUGLAS BOULEVARD MANHATTAN NY 10027
7491,41424312,LA TERNURA,2019,2.0,4210 3 AVENUE BROOKLYN NY 11232
7495,41424528,NEW YORK STOCK EXCHANGE,2019,2.0,11 WALL STREET MANHATTAN NY 10005
7498,41424610,FRIENDS SPORTS BAR,2019,1.0,1448 OLMSTEAD AVENUE BRONX NY 10462
7501,41424828,DUNKIN' DONUTS,2019,1.0,542 EASTERN PARKWAY BROOKLYN NY 11225
7503,41424897,TACO BELL PIZZA HUT,2019,1.0,3078 STEINWAY STREET QUEENS NY 11103
7509,41425640,BISMILLAH KABAB & CURRY,2019,2.0,1203 LIBERTY AVENUE BROOKLYN NY 11208
7511,41425803,DONUT SHOPPE,2019,2.0,1503 AVENUE U BROOKLYN NY 11229
7513,41425805,NEW FRESCO TORTILLAS,2019,3.0,63 READE STREET MANHATTAN NY 10007
7516,41426289,GEORGINA RESTAURANT,2019,1.0,1003 EAST 163 STREET BRONX NY 10459
7520,41426727,AWASH ETHIOPIAN RESTAURANT,2019,1.0,947 AMSTERDAM AVENUE MANHATTAN NY 10025
7523,41427358,KING'S KITCHEN,2019,1.0,158 LEWIS AVENUE BROOKLYN NY 11221
7526,41427508,KING OF TANDOOR,2019,2.0,600 FLATBUSH AVENUE BROOKLYN NY 11225
7529,41427680,THE LIBRARY BAR,2019,1.0,811 7 AVENUE MANHATTAN NY 10019
7532,41427685,SHERATON NEW YORK HOTEL & TOWERS,2019,1.0,811 7 AVENUE MANHATTAN NY 10019
7534,41427688,SHERATON NEW YORK HOTEL & TOWERS,2019,2.0,811 7 AVENUE MANHATTAN NY 10019
7537,41428009,LOS FLORENCIOS,2019,1.0,1479 MYRTLE AVENUE BROOKLYN NY 11237
7539,41428049,THE ARCHIVE,2019,1.0,12 EAST   36 STREET MANHATTAN NY 10016
7541,41428096,LA ISLA RESTAURANT,2019,2.0,6 GRAHAM AVENUE BROOKLYN NY 11206
7548,41428588,DUNKIN' DONUTS,2019,1.0,4926 AVENUE K BROOKLYN NY 11234
7551,41428706,GOOD FAMILY BAKERY,2019,1.0,1317 AVENUE U BROOKLYN NY 11229
7555,41428851,POPEYES LOUISIANA KITCHEN,2019,1.0,16624 HILLSIDE AVENUE QUEENS NY 11432
7557,41428965,IGGY'S PIZZERIA,2019,1.0,173 1 AVENUE MANHATTAN NY 10003
7560,41429072,PICCOLA CUCINA,2019,1.0,184 PRINCE STREET MANHATTAN NY 10012
7563,41429207,DAE SUNG KOREAN RESTAURANT,2019,1.0,4514 162 STREET QUEENS NY 11358
7565,41429540,GROUND SUPPORT CAFE,2019,1.0,399 WEST BROADWAY MANHATTAN NY 10012
7566,41429861,SING HING RESTAURANT,2019,1.0,576 GRAND STREET BROOKLYN NY 11211
7567,41429907,MARIO'S DELI,2019,1.0,262 NASSAU AVENUE BROOKLYN NY 11222
7568,41430018,N & D PIZZA,2019,1.0,107 AVENUE U BROOKLYN NY 11223
7573,41430594,1 STOP PATTY SHOP,2019,1.0,1708 AMSTERDAM AVENUE MANHATTAN NY 10031
7577,41431051,LUCKY DOG,2019,1.0,303 BEDFORD AVENUE BROOKLYN NY 11211
7579,41431202,FEITENG CHINESE TAKE OUT KITCHEN,2019,2.0,64 LORRAINE STREET BROOKLYN NY 11231
7580,41431210,MARACUS CLUB AND RESTAURANT,2019,2.0,12108 JAMAICA AVENUE QUEENS NY 11418
7585,41432143,DALY'S PUB,2019,1.0,3186 31 STREET QUEENS NY 11106
7587,41432588,TOASTIES,2019,1.0,23 EAST   51 STREET MANHATTAN NY 10022
7590,41432714,SWEET AFTON,2019,3.0,3009 34 STREET QUEENS NY 11103
7592,41432865,SUSHI HANA,2019,1.0,111 RIVINGTON STREET MANHATTAN NY 10002
7595,41433190,SAINT ANNS,2019,1.0,26315 UNION TURNPIKE QUEENS NY 11004
7597,41433265,WA JEAL,2019,1.0,1588 2 AVENUE MANHATTAN NY 10028
7599,41433437,NICE PIZZA,2019,1.0,340 FRANKLIN AVENUE BROOKLYN NY 11238
7602,41433795,THE AVENUE,2019,1.0,7122 MYRTLE AVENUE QUEENS NY 11385
7609,41434590,620 ON CATON,2019,1.0,620 CATON AVENUE BROOKLYN NY 11218
7610,41434593,VETRO,2019,2.0,16449 CROSS BAY BOULEVARD QUEENS NY 11414
