,ID,RESTAURANT NAME,INSPECTION YEAR,NUMBER OF CRITICAL VIOLATIONS,ADDRESS
374,40376735,PJ CARNEY'S,2018,2.0,906 7 AVENUE MANHATTAN NY 10019
376,40376944,TOMOE SUSHI,2018,3.0,172 THOMPSON STREET MANHATTAN NY 10012
377,40377124,JP'S WATERSIDE RESTAURANT,2018,1.0,703 MINNIEFORD AVE BRONX NY 10464
379,40377243,JOHN & JOE PIZZERIA & RESTAURANT,2018,2.0,749 LYDIG AVENUE BRONX NY 10462
381,40377262,SUNSET PIZZERIA,2018,2.0,645 ROSSVILLE AVENUE STATEN ISLAND NY 10309
383,40377294,MCDONALD'S,2018,1.0,7002 COOPER AVENUE QUEENS NY 11385
385,40377325,JACKSON HOLE,2018,1.3333333333333333,521 THIRD AVENUE MANHATTAN NY 10016
386,40377385,NAPOLI PIZZA,2018,1.5,16402 69 AVENUE QUEENS NY 11365
387,40377506,VESUVIO RESTAURANT & PIZZA,2018,3.0,7303 3 AVENUE BROOKLYN NY 11209
389,40377560,WESTERN BAKERY,2018,1.0,22813 MERRICK BOULEVARD QUEENS NY 11413
391,40377630,JOHNS CAFE & RESTAURANT,2018,1.0,823 SECOND AVENUE MANHATTAN NY 10017
393,40377789,CAFE LUXEMBOURG,2018,2.0,200 WEST   70 STREET MANHATTAN NY 10023
395,40378035,"DUNKIN' DONUTS, BASKIN ROBBINS",2018,1.0,15367 HORACE HARDING EXPRESSWAY QUEENS NY 11367
398,40378190,NARITA JAPANESE RESTAURANT,2018,2.0,10708 70 ROAD QUEENS NY 11375
399,40378212,CUCHIFRITO,2018,1.0,168 EAST  116 STREET MANHATTAN NY 10029
400,40378571,IL CANTINORI RESTAURAUNT,2018,1.0,32 EAST   10 STREET MANHATTAN NY 10003
401,40378579,ANDREWS COFFEE SHOP,2018,1.0,463 7 AVENUE MANHATTAN NY 10018
402,40378719,THE CLUBHOUSE,2018,1.0,6121 FRESH POND ROAD QUEENS NY 11379
405,40378796,KNIGHTS OF BARON DEKALB,2018,1.0,3000 EMMONS AVENUE BROOKLYN NY 11235
406,40378827,KOSHER HUT OF BROOKLYN,2018,1.0,709 KINGS HIGHWAY BROOKLYN NY 11223
407,40378874,TERRA BLUES,2018,1.0,149 BLEEKER STREET MANHATTAN NY 10012
408,40379026,FLAMINGO,2018,1.0,8512 ROOSEVELT AVENUE QUEENS NY 11372
409,40379149,MONTE'S,2018,2.0,97 MACDOUGAL STREET MANHATTAN NY 10012
411,40379304,GOTHAM BAR & GRILL,2018,1.0,12 EAST   12 STREET MANHATTAN NY 10003
412,40379566,LONDON LENNIES,2018,2.0,6388 WOODHAVEN BOULEVARD QUEENS NY 11374
413,40379573,DUNKIN' DONUTS,2018,2.0,4090 BOSTON POST ROAD BRONX NY 10475
414,40379580,COOPER TOWN DINER,2018,1.0,339 1 AVENUE MANHATTAN NY 10003
415,40379620,DELMONICO'S KITCHEN,2018,1.0,207 WEST   36 STREET MANHATTAN NY 10018
416,40379662,MEZZALUNA,2018,2.0,1295 THIRD AVENUE MANHATTAN NY 10021
417,40379890,O'HARA'S,2018,1.0,120 CEDAR STREET MANHATTAN NY 10006
419,40379894,AQUEDUCT NORTH,2018,1.0,4277 KATONAH AVE BRONX NY 10470
420,40379920,E.A.T. CAFE,2018,1.0,1064 MADISON AVENUE MANHATTAN NY 10028
422,40379994,YANKEE CLIPPER,2018,1.0,0 LAGUARDIA AIRPORT BLDG QUEENS NY 11369
423,40380044,REX MANOR,2018,2.0,1100 60 STREET BROOKLYN NY 11219
425,40380182,CLUB 101,2018,1.0,101 PARK AVENUE MANHATTAN NY 10178
426,40380253,RIVERDALE DINER,2018,1.0,3657 KINGSBRIDGE AVENUE BRONX NY 10463
427,40380422,CARLOS PIZZA,2018,2.0,7402 METROPOLITAN AVENUE QUEENS NY 11379
429,40380432,THE BITTER END,2018,1.0,147 BLEECKER STREET MANHATTAN NY 10012
431,40380457,ARRIBA ARRIBA,2018,1.0,762 9 AVENUE MANHATTAN NY 10019
432,40380464,GEIDO RESTAURANT,2018,2.0,331 FLATBUSH AVENUE BROOKLYN NY 11217
433,40380517,BARNEY GREENGRASS,2018,1.0,541 AMSTERDAM AVENUE MANHATTAN NY 10024
434,40380520,ANNAM BRAHAM RESTAURANT,2018,1.0,8443 164 STREET QUEENS NY 11432
438,40380657,PETE'S CLAM STOP,2018,1.0,1320 SURF AVENUE BROOKLYN NY 11224
440,40380660,BURRITO LOCO,2018,1.0,166 WEST    4 STREET MANHATTAN NY 10014
441,40380826,FIT CAFETERIA (BUILDING A ) (8th ave),2018,1.0,227 WEST   27 STREET MANHATTAN NY 10001
442,40380996,SMILING PIZZA,2018,1.0,323 7 AVENUE BROOKLYN NY 11215
443,40381210,SYMPOSIUM GREEK RESTAURANT,2018,1.0,544 WEST  113 STREET MANHATTAN NY 10025
445,40381344,NINA'S RESTAURANT PIZZERIA,2018,2.0,635 MEEKER AVE BROOKLYN NY 11222
446,40381551,CLARK'S RESTAURANT,2018,1.0,80 CLARK STREET BROOKLYN NY 11201
447,40381595,PIETROS,2018,1.0,232 EAST 43RD STREET MANHATTAN NY 10017
448,40381720,MISS LILY'S 7A,2018,1.0,109 AVENUE A MANHATTAN NY 10009
449,40381797,ROSA MEXICANO,2018,1.0,1063 FIRST AVENUE MANHATTAN NY 10022
450,40381811,DUFFY'S,2018,1.0,650 FOREST AVENUE STATEN ISLAND NY 10310
452,40382052,LATOURETTE GOLF COURSE,2018,1.0,1001 RICHMOND HILL ROAD STATEN ISLAND NY 10306
453,40382395,COOGAN'S,2018,1.0,4015 BROADWAY MANHATTAN NY 10032
454,40382802,PARNELL'S PUB,2018,1.5,350 EAST   53 STREET MANHATTAN NY 10022
456,40382876,LA FE RESTAURANT,2018,1.0,941 4 AVENUE BROOKLYN NY 11232
458,40383003,COBBLESTONE PUB,2018,1.0,11718 QUEENS BOULEVARD QUEENS NY 11375
460,40383033,O'SULLIVAN'S PUB,2018,1.0,8902 3 AVENUE BROOKLYN NY 11209
461,40383044,PIZZA WAGON,2018,1.0,8606 5 AVENUE BROOKLYN NY 11209
462,40383147,IL TOSCANO RISTORANTE,2018,1.0,4205 235 STREET QUEENS NY 11363
464,40383281,GABY'S PIZZA,2018,1.0,20423 HILLSIDE AVENUE QUEENS NY 11423
465,40383284,VERDI RESTAURANT,2018,1.0,14958 CROSS ISLAND PARKWAY QUEENS NY 11357
466,40383354,THE CORNELIA STREET CAFE,2018,1.5,29 CORNELIA STREET MANHATTAN NY 10014
467,40383464,LE BERNARDIN,2018,2.0,155 W 51ST ST MANHATTAN NY 10019
469,40383511,BRANDY'S PIANO BAR,2018,2.0,235 EAST   84 STREET MANHATTAN NY 10028
470,40383609,REAL MADRID RESTAURANT,2018,1.0,2073 FOREST AVENUE STATEN ISLAND NY 10303
472,40383737,CANLON'S RESTAURANT,2018,2.0,1825 NORTH RAILROAD AVENUE STATEN ISLAND NY 10306
473,40383763,COUSIN JOHN'S CAFE AND BAKERY,2018,1.0,70 7 AVENUE BROOKLYN NY 11217
475,40383825,RUSSIAN SAMOVAR,2018,1.0,256 WEST   52 STREET MANHATTAN NY 10019
476,40383931,FLASH DANCERS,2018,1.0,1674 BROADWAY MANHATTAN NY 10019
477,40384036,MCDONALD'S,2018,1.0,819 PENNSYLVANIA AVENUE BROOKLYN NY 11207
478,40384115,PHIL & SONS RESTAURANT & PIZZERIA,2018,2.0,5729 MAIN STREET QUEENS NY 11355
480,40384222,PJ MORANS,2018,1.0,3 EAST   48 STREET MANHATTAN NY 10017
482,40384323,OMEGA COFFEE SHOP,2018,1.0,20007 32 AVENUE QUEENS NY 11361
483,40384340,FRIEND OF A FARMER,2018,3.0,77 IRVING PLACE MANHATTAN NY 10003
485,40384458,DREAM PIZZA,2018,1.5,3767 JUNCTION BOULEVARD QUEENS NY 11368
486,40384507,IRENE'S PLACE,2018,1.0,623 MANHATTAN AVENUE BROOKLYN NY 11222
487,40384525,KANES DELI DINER,2018,1.0,4415 COLLEGE POINT BOULEVARD QUEENS NY 11355
488,40384528,VESELKA RESTAURANT,2018,1.0,144 SECOND AVENUE MANHATTAN NY 10003
490,40384575,WHITE CASTLE,2018,1.0,900 PENNSYLVANIA AVENUE BROOKLYN NY 11207
491,40384662,J & R PIZZA,2018,1.5,1916 KINGS HIGHWAY BROOKLYN NY 11229
492,40384671,CHEZ JOSEPHINE,2018,2.5,414 WEST   42 STREET MANHATTAN NY 10036
493,40384820,"DUNKIN' DONUTS, BASKIN ROBBINS",2018,2.0,25420 HILLSIDE AVENUE QUEENS NY 11004
494,40384920,VICTORY SWEET SHOP,2018,1.0,2169 STEINWAY STREET QUEENS NY 11105
496,40385157,PANGEA RESTAURANT,2018,2.0,178 2 AVENUE MANHATTAN NY 10003
498,40385161,AUTOMATIC SLIMS,2018,2.0,733 WASHINGTON STREET MANHATTAN NY 10014
499,40385461,CLOISTER CAFE,2018,1.0,238 EAST    9 STREET MANHATTAN NY 10003
501,40385515,JIMBO'S HAMBURGER PLACE,2018,1.0,991 FIRST AVENUE MANHATTAN NY 10022
502,40385555,200 FIFTH AVENUE RESTAURANT & SPORTS BAR,2018,4.0,200 5 AVENUE BROOKLYN NY 11217
504,40385580,LATTANZI,2018,2.0,361 WEST   46 STREET MANHATTAN NY 10036
506,40385584,PIZZA GARDEN,2018,1.0,17101 NORTHERN BOULEVARD QUEENS NY 11358
508,40385587,ISLAND,2018,2.0,1305 MADISON AVENUE MANHATTAN NY 10128
509,40385606,SUSHIDEN,2018,2.0,19 EAST   49 STREET MANHATTAN NY 10017
510,40385680,EASTWOOD MANOR,2018,1.0,3371 EASTCHESTER ROAD BRONX NY 10469
511,40385693,SALUMERIA BEILLESE/ BIRICCHINO REST,2018,1.0,378 8 AVENUE MANHATTAN NY 10001
513,40385767,ACADEMY RESTAURAUNT,2018,1.0,69 LAFAYETTE AVENUE BROOKLYN NY 11217
514,40385774,PARK PLAZA RESTAURANT,2018,1.0,220 CADMAN PLAZA WEST BROOKLYN NY 11201
515,40385852,SAM'S PLACE,2018,1.0,132 EAST   39 STREET MANHATTAN NY 10016
517,40385885,HUNTER'S STEAK & ALE HOUSE,2018,1.0,9404 FOURTH AVENUE BROOKLYN NY 11209
518,40385974,DAKOTA DINER,2018,1.0,921 RICHMOND AVENUE STATEN ISLAND NY 10314
520,40386001,PRIMOLA RESTAURANT,2018,1.0,1226 SECOND AVENUE MANHATTAN NY 10065
522,40386058,ARIRANG HIBACHI STEAK HOUSE,2018,1.0,23 NELSON AVENUE STATEN ISLAND NY 10308
523,40386067,COUNTRY DONUTS,2018,1.0,4357 AMBOY ROAD STATEN ISLAND NY 10312
524,40386147,JACKS FIRE DEPARTMENT,2018,2.5,3946 SKILLMAN AVENUE QUEENS NY 11104
526,40386278,VENICE PIZZA,2018,2.0,1539 UNIONPORT ROAD BRONX NY 10462
527,40386303,PIZZA PLUS,2018,1.0,359 SEVENTH AVENUE BROOKLYN NY 11215
529,40386340,NILES RESTAURANT,2018,1.0,371 7 AVENUE MANHATTAN NY 10001
530,40386425,TASTY'S,2018,1.0,5802 MYRTLE AVENUE QUEENS NY 11385
531,40386428,OAKLAND CAFETERIA/QUEENSBOROUGH COMMUNITY COLLEGE,2018,1.0,22205 56 AVENUE QUEENS NY 11364
532,40386429,Q.B.COMM.COLLEGE-MAIN KITCHEN/TIGER BITES SECTION,2018,1.5,22205 56 AVENUE QUEENS NY 11364
533,40386508,NEW YORK UNIVERSITY - LAW SCHOOL,2018,1.0,110 WEST THIRD STREET MANHATTAN NY 10012
535,40386528,ERIN'S ISLE,2018,1.0,15403 CROSS ISLAND PARKWAY QUEENS NY 11357
536,40386556,WESTSIDE RESTAURANT,2018,1.0,2020 BROADWAY MANHATTAN NY 10023
538,40386569,SAL AND CARMINE PIZZA,2018,1.0,2671 BROADWAY MANHATTAN NY 10025
540,40386570,CUBBYHOLE,2018,1.0,281 WEST   12 STREET MANHATTAN NY 10014
541,40386612,WHITE CASTLE,2018,1.0,21317 NORTHERN BOULEVARD QUEENS NY 11361
543,40386619,PERIYALI,2018,1.0,35 WEST   20 STREET MANHATTAN NY 10011
544,40386672,FRANK'S SOUP BOWL,2018,1.5,3580 BRONXWOOD AVENUE BRONX NY 10469
546,40386722,SANREMO PIZZA,2018,1.0,5601 MYRTLE AVENUE QUEENS NY 11385
547,40386747,ARNO RISTORANTE,2018,1.0,141 WEST   38 STREET MANHATTAN NY 10018
549,40386793,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),2018,1.0,22205 56 AVENUE QUEENS NY 11364
551,40386976,LUPE'S EAST L.A. KITCHEN,2018,1.0,110 AVENUE OF THE AMERICAS MANHATTAN NY 10013
553,40386999,DUE,2018,1.0,1396 THIRD AVENUE MANHATTAN NY 10075
554,40387027,LA CASA DEL POLLO RESTAURANT,2018,1.0,8707 ROOSEVELT AVENUE QUEENS NY 11372
556,40387162,DA UMBERTO RESTAURANT,2018,1.0,107 WEST   17 STREET MANHATTAN NY 10011
558,40387178,WHITE CASTLE,2018,1.0,550 EAST FORDHAM ROAD BRONX NY 10458
559,40387237,FLATS FIX / TACO Y TEQUILA BAR,2018,1.0,14 EAST   23 STREET MANHATTAN NY 10010
560,40387243,JIMMY MAX RESTAURANT,2018,3.0,280 WATCHOGUE ROAD STATEN ISLAND NY 10314
562,40387277,PECULIAR PUB,2018,1.0,145 BLEECKER STREET MANHATTAN NY 10012
564,40387357,CAFE LALO,2018,4.0,201 WEST   83 STREET MANHATTAN NY 10024
565,40387399,ARTURO'S PIZZA,2018,1.5,5189A BROADWAY BRONX NY 10463
568,40387746,ROSEBANK TAVERN,2018,2.0,1258 BAY STREET STATEN ISLAND NY 10305
569,40387754,TRATTORIA DELLA ARTE,2018,1.0,900 7 AVENUE MANHATTAN NY 10106
570,40387825,GREEN PAVILION RESTAURANT & SPORTS LOUNGE,2018,1.0,4307 18 AVENUE BROOKLYN NY 11218
572,40387861,WESTWAY DINER,2018,2.0,614 9 AVENUE MANHATTAN NY 10036
574,40387876,ROCKING HORSE CAFE,2018,1.3333333333333333,182 8 AVENUE MANHATTAN NY 10011
575,40387990,T.G.I. FRIDAY'S,2018,1.0,47 BROADWAY MANHATTAN NY 10006
576,40388016,WENDY'S,2018,2.0,2140 WESTCHESTER AVENUE BRONX NY 10462
577,40388194,SOB's,2018,2.0,200 VARICK STREET MANHATTAN NY 10014
578,40388218,WALKER'S RESTAURANT,2018,1.0,16 NORTH MOORE STREET MANHATTAN NY 10013
579,40388225,HOLLAND BAR,2018,3.0,532 9 AVENUE MANHATTAN NY 10018
581,40388235,LUCKY PIZZA,2018,1.0,2714 BRIDGE PLAZA SOUTH QUEENS NY 11101
582,40388253,THE PIZZA PLACE,2018,2.0,1665 METROPOLITAN AVENUE BRONX NY 10462
584,40388260,AMNON KOSHER PIZZA,2018,1.5,4814 13 AVENUE BROOKLYN NY 11219
586,40388321,COWGIRL HALL OF FAME,2018,1.0,519 HUDSON STREET MANHATTAN NY 10014
588,40388419,FAMOUS FAMIGLIA PIZZERIA,2018,2.0,2859 BROADWAY MANHATTAN NY 10025
589,40388578,DIVE BAR,2018,1.0,732 AMSTERDAM AVENUE MANHATTAN NY 10025
590,40388639,GLENDALE PIZZA,2018,1.5,6827 MYRTLE AVENUE QUEENS NY 11385
591,40388640,THE CORNELL CENTER OF NEW YORK,2018,1.0,6 EAST   44 STREET MANHATTAN NY 10017
592,40388668,QUEEN BEE'S TAVERN,2018,1.0,3023 CHURCH AVENUE BROOKLYN NY 11226
594,40388784,2A,2018,1.0,25 AVENUE A MANHATTAN NY 10009
595,40388787,SETTE MEZZO,2018,1.0,969 LEXINGTON AVENUE MANHATTAN NY 10021
596,40388808,TERESA'S RESTURANT,2018,1.0,80 MONTAGUE STREET BROOKLYN NY 11201
597,40388818,YAMA JAPANESE RESTAURANT',2018,1.0,122 EAST   17 STREET MANHATTAN NY 10003
598,40388823,CHADWICK'S,2018,1.0,8822 3 AVENUE BROOKLYN NY 11209
599,40388863,LA RIVISTA RESTAURANT,2018,1.0,313 WEST   46 STREET MANHATTAN NY 10036
600,40388901,EL CASTILLO DE JAGUA REST,2018,1.0,113 RIVINGTON STREET MANHATTAN NY 10002
601,40388917,PAX,2018,1.0,80 WEST   40 STREET MANHATTAN NY 10018
602,40388935,SAKEBAR DECIBEL,2018,1.0,240 EAST    9 STREET MANHATTAN NY 10003
603,40389011,BAGEL CAFE,2018,1.5,2214 BARTOW AVE BRONX NY 10475
605,40389114,SACCO PIZZA,2018,2.0,819 9 AVENUE MANHATTAN NY 10019
606,40389115,SAC'S PIZZA PLACE,2018,1.0,2541 BROADWAY QUEENS NY 11106
607,40389138,RIVOLI PIZZA RESTAURANT,2018,2.0,176 7 AVENUE SOUTH MANHATTAN NY 10014
609,40389175,ROYAL PIZZA,2018,1.0,945 PENNSYLVANIA AVENUE BROOKLYN NY 11207
611,40389243,DA TOMMASSO,2018,2.0,903 EIGHTH AVENUE MANHATTAN NY 10019
614,40389455,TOWNHOUSE OF NY,2018,2.0,236 EAST   58 STREET MANHATTAN NY 10022
615,40389504,DALLAS BBQ,2018,1.0,1265 3 AVENUE MANHATTAN NY 10021
616,40389681,VILLA MONTE RESTAURANT & PIZZERIA,2018,1.0,7001 AMBOY ROAD STATEN ISLAND NY 10307
617,40389701,ROSA'S PIZZA,2018,2.0,5526 69 STREET QUEENS NY 11378
618,40389732,GIANDO,2018,2.0,412 KENT AVENUE BROOKLYN NY 11249
619,40389807,CHAMP GOURMET,2018,1.0,30 BROAD STREET MANHATTAN NY 10004
620,40389819,AUSTIN HOUSE,2018,1.0,7204 AUSTIN STREET QUEENS NY 11375
621,40389881,WHARF BAR AND GRILL,2018,1.0,416 BEACH  116 STREET QUEENS NY 11694
622,40389900,CLASSIC COFFEE SHOP,2018,1.0,56 HESTER STREET MANHATTAN NY 10002
624,40389907,O G RESTAURANT,2018,1.0,20503 LINDEN BOULEVARD QUEENS NY 11412
625,40389994,POMODORO RISTORANTE,2018,1.0,51 SPRING STREET MANHATTAN NY 10012
627,40390163,5 BURRO CAFE,2018,2.0,7205 AUSTIN STREET QUEENS NY 11375
629,40390185,TRONO DE MEXICO,2018,1.0,3819 69 STREET QUEENS NY 11377
630,40390186,CLEOPATRA'S NEEDLE,2018,1.0,2483 BROADWAY MANHATTAN NY 10025
631,40390209,HAVELI INDIAN RESTAURANT,2018,1.0,100 SECOND AVENUE MANHATTAN NY 10003
632,40390232,CHO-SEN GARDEN,2018,1.5,6443 108 STREET QUEENS NY 11375
633,40390235,O'FLANAGAN'S,2018,1.0,1215 1 AVENUE MANHATTAN NY 10065
634,40390241,PAPAZZIO RESTAURANT,2018,1.0,3938 BELL BOULEVARD QUEENS NY 11361
635,40390266,VILLA BARONE MANOR,2018,1.0,737 THROGS NECK EXPRESSWAY BRONX NY 10465
636,40390409,THE FAMOUS JIMBO'S HAMBURGER PALACE,2018,1.0,1345 AMSTERDAM AVENUE MANHATTAN NY 10027
638,40390547,STAGE DOOR DELI,2018,2.0,26 VESEY STREET MANHATTAN NY 10007
640,40390653,KUM KAU KITCHEN,2018,2.0,463 MYRTLE AVENUE BROOKLYN NY 11205
642,40390696,HAN BAT RESTAURANT,2018,1.0,53 WEST   35 STREET MANHATTAN NY 10001
644,40390729,DENNIS' PLACE,2018,1.0,1701 PITKIN AVENUE BROOKLYN NY 11212
645,40390758,WHITE CASTLE,2018,1.0,11211 SPRINGFIELD BOULEVARD QUEENS NY 11429
646,40390850,CAFE LUNA,2018,2.0,1300 HYLAN BOULEVARD STATEN ISLAND NY 10305
647,40390902,SCOTTY'S DINER,2018,2.0,336 LEXINGTON AVENUE MANHATTAN NY 10016
649,40390973,MIRACALI BAKERY,2018,1.0,7604 ROOSEVELT AVENUE QUEENS NY 11372
650,40391002,DANIEL'S BAGEL,2018,2.0,569 THIRD AVENUE MANHATTAN NY 10016
651,40391032,KABAB CAFE,2018,1.0,2512 STEINWAY STREET QUEENS NY 11103
652,40391060,LUKE'S BAR & GRILL,2018,1.0,1394 THIRD AVENUE MANHATTAN NY 10075
653,40391086,A & S PIZZERIA,2018,1.0,87 STUYVESANT PLACE STATEN ISLAND NY 10301
655,40391121,LAZZARAS PIZZA CAFE,2018,2.0,221 WEST   38 STREET MANHATTAN NY 10018
656,40391143,LITTLE PIE COMPANY,2018,1.0,424 WEST   43 STREET MANHATTAN NY 10036
658,40391154,MALACHY'S,2018,2.0,103 WEST   72 STREET MANHATTAN NY 10023
659,40391205,GROTTO AZZURA PIZZERIA,2018,1.0,8505 21 AVENUE BROOKLYN NY 11214
660,40391271,RICHER'S BAKERY & CAFE,2018,1.0,249-14 HORACE HARDING EXPRESSWAY QUEENS NY 11362
661,40391272,LINA RESTAURANT,2018,1.5,500 WEST  207 STREET MANHATTAN NY 10034
662,40391284,BAR ASSOCIATION OF THE CITY OF NY KITCHEN,2018,2.0,42 WEST   44 STREET MANHATTAN NY 10036
664,40391304,BAY RIDGE MANOR CATERING,2018,2.0,476 76 STREET BROOKLYN NY 11209
665,40391339,3 GUYS,2018,1.0,1381 MADISON AVENUE MANHATTAN NY 10029
668,40391498,PEKING RESTAURANT,2018,1.0,5811 WOODSIDE AVENUE QUEENS NY 11377
669,40391531,TEA AND SYMPATHY,2018,1.0,108 GREENWICH AVENUE MANHATTAN NY 10011
670,40391562,COLLADO RESTAURANT,2018,1.0,1310 BROADWAY BROOKLYN NY 11221
671,40391594,TAKAHACHI RESTAURANT,2018,1.0,85 AVENUE A MANHATTAN NY 10009
673,40391699,H & H MIDTOWN BAGELS EAST,2018,6.0,1551 2 AVENUE MANHATTAN NY 10028
674,40391714,WHITE CASTLE,2018,1.0,8802 NORTHERN BOULEVARD QUEENS NY 11372
675,40391745,LILY'S BAR @ ROGER SMITH HOTEL,2018,2.0,501 LEXINGTON AVENUE MANHATTAN NY 10017
677,40391808,IHOP,2018,1.0,25402 ROCKAWAY BOULEVARD QUEENS NY 11422
679,40391857,LA STRADA RESTAURANT,2018,2.0,139 NEW DORP LANE STATEN ISLAND NY 10306
681,40392162,BEYOGLU,2018,1.5,200 EAST   81 STREET MANHATTAN NY 10028
682,40392256,MCDONALD'S,2018,1.0,4018 MAIN STREET QUEENS NY 11354
684,40392285,CHARLIE'S CORNER RESTAURANT & DELI,2018,1.0,537 PARK AVENUE BROOKLYN NY 11205
686,40392313,CAFE BELLA VITA,2018,1.0,1919 HYLAN BOULEVARD STATEN ISLAND NY 10305
688,40392339,ABSOLUTE BAGELS,2018,1.0,2788 BROADWAY MANHATTAN NY 10025
690,40392384,B.Q.E. CAFE BILLIARDS,2018,2.0,7002 34 AVENUE QUEENS NY 11372
693,40392410,DUNKIN' DONUTS,2018,1.0,8777 PARSONS BOULEVARD QUEENS NY 11432
695,40392496,TARTINE,2018,1.5,253 WEST   11 STREET MANHATTAN NY 10014
696,40392685,DOJO RESTAURANT,2018,3.0,10 WEST 4 STREET MANHATTAN NY 10012
697,40392690,GABRIEL'S BAR & GRILL,2018,1.0,11 WEST   60 STREET MANHATTAN NY 10023
698,40392721,NUEVA VILLA CHINA RESTAURANT,2018,1.0,3910 103 STREET QUEENS NY 11368
700,40392724,JAIYA THAI ORIENTAL RESTAURANT,2018,5.0,396 THIRD AVENUE MANHATTAN NY 10016
703,40392834,EL CANTINERO,2018,1.0,86 UNIVERSITY PLACE MANHATTAN NY 10003
704,40392872,MOLLY'S,2018,1.0,287 3 AVENUE MANHATTAN NY 10010
705,40392895,AMELIA'S DINER,2018,1.0,110 VARICK STREET MANHATTAN NY 10013
706,40392927,NATIONAL RESTAURANT & CATERING,2018,3.0,273 BRIGHTON BEACH AVE BROOKLYN NY 11235
707,40392939,JACKSON HOUSE RESTAURANT,2018,1.0,8214 37 AVENUE QUEENS NY 11372
708,40393038,METROSTAR CAFE,2018,1.0,369 JAY STREET BROOKLYN NY 11201
709,40393044,SCALINATELLA RESTAURANT,2018,2.0,201 EAST   61 STREET MANHATTAN NY 10065
711,40393093,RINCON SALVADORENO RESTAURANT,2018,1.0,9215 149 STREET QUEENS NY 11435
712,40393118,LA NUEVA VICTORIA RESTAURANT,2018,2.0,2536 BROADWAY MANHATTAN NY 10025
713,40393154,AMSTERDAM BILLIARDS,2018,1.5,85 4 AVENUE MANHATTAN NY 10003
714,40393243,BUDDY'S BURRITO & TACO BAR,2018,2.0,260 COURT STREET BROOKLYN NY 11231
715,40393303,DEMARCHELIER RESTAURANT,2018,1.0,50 EAST   86 STREET MANHATTAN NY 10028
717,40393378,E.J LUNCHEONETTE,2018,1.0,1271 THIRD AVENUE MANHATTAN NY 10021
718,40393395,COURT SQUARE DINER,2018,1.0,4530 23 STREET QUEENS NY 11101
719,40393413,V & S PIZZERIA OF SHEAPSHEAD BAY,2018,1.0,1723 EMMONS AVENUE BROOKLYN NY 11235
720,40393427,DAVIS POLK DINING ROOM,2018,1.0,450 LEXINGTON AVENUE MANHATTAN NY 10017
721,40393488,BELLA NAPOLI,2018,2.6666666666666665,130 MADISON AVENUE MANHATTAN NY 10016
723,40393496,CODY'S ALE HOUSE GRILL,2018,2.0,154 COURT STREET BROOKLYN NY 11201
724,40393519,DOWN THE HATCH,2018,1.0,175 WEST    4 STREET MANHATTAN NY 10014
726,40393532,J.J. BUBBLES,2018,1.0,7912 THIRD AVENUE BROOKLYN NY 11209
727,40393558,FITZGERALD'S PUB,2018,2.0,336 THIRD AVENUE MANHATTAN NY 10010
729,40393561,FAROS RESTAURANT,2018,1.0,95 CHURCH AVENUE BROOKLYN NY 11218
732,40393591,DON GIOVANNI RESTAURANT,2018,1.0,214 10 AVENUE MANHATTAN NY 10011
734,40393679,LOS TOLDOS RESTAURANT,2018,1.0,8401 NORTHERN BOULEVARD QUEENS NY 11372
736,40393688,EL MOLINO ROJO RESTAURANT,2018,1.0,101 EAST  161 STREET BRONX NY 10451
738,40393712,SHABU TATSU,2018,1.0,216 EAST   10 STREET MANHATTAN NY 10003
739,40393725,TRIBECA GRILL,2018,1.0,375 GREENWICH STREET MANHATTAN NY 10013
740,40393753,C & B LUNCHEONETTE,2018,1.0,983 WYCKOFF AVENUE QUEENS NY 11385
741,40393772,INDO CHINE,2018,1.0,430 LAFAYETTE STREET MANHATTAN NY 10003
742,40393787,DUNKIN' DONUTS,2018,1.0,5615 MYRTLE AVENUE QUEENS NY 11385
744,40393832,GLEN PATRICK'S PUB,2018,1.0,5373 65 PLACE QUEENS NY 11378
745,40393855,MULDOON'S IRISH PUB & RESTAURANT,2018,1.5,692 3 AVENUE MANHATTAN NY 10017
746,40393905,GRANDSTAND TAVERN,2018,2.0,8535 GRAND AVENUE QUEENS NY 11373
748,40393977,TONY'S PIZZA II,2018,1.0,1107 RUTLAND ROAD BROOKLYN NY 11212
749,40393985,MANETTA'S RISTORANTE,2018,1.6666666666666667,1076 JACKSON AVENUE QUEENS NY 11101
750,40394007,NIAGARA/ LOVERS OF TODAY/ SISTER MIDNIGHT,2018,2.0,112 AVENUE A MANHATTAN NY 10009
751,40394028,SALVI RESTAURANT,2018,1.0,4220 QUENTIN ROAD BROOKLYN NY 11234
753,40394030,TIBBETT DINER,2018,1.0,3033 TIBBETT AVE BRONX NY 10463
755,40394037,WHITE CASTLE,2018,1.0,17528 HILLSIDE AVENUE QUEENS NY 11432
757,40394054,GARDEN OF EAT-IN,2018,1.0,1416 AVENUE J BROOKLYN NY 11230
759,40394068,JACKSON HOLE,2018,1.0,6935 ASTORIA BOULEVARD QUEENS NY 11370
760,40394110,CRONIN & PHELAN PUB & RESTAURANT,2018,1.0,3814 BROADWAY QUEENS NY 11103
762,40394176,MOONSTRUCK EAST,2018,1.3333333333333333,449 THIRD AVENUE MANHATTAN NY 10016
