,ID,RESTAURANT NAME,INSPECTION YEAR,NUMBER OF CRITICAL VIOLATIONS,ADDRESS
12820,50000930,BACK TO JOHN'S  DELI,2018,1.5,423 3  AVE BROOKLYN NY 11215
12822,50000935,CHECKERS,2018,1.0,797 PENNSYLVANIA AVENUE BROOKLYN NY 11207
12823,50000937,MIKE DADDY'S PIZZA,2018,1.0,449 7TH AVENUE BROOKLYN NY 11215
12824,50000938,DONOVAN'S PUB,2018,2.0,5724 ROOSEVELT AVE QUEENS NY 11377
12826,50000942,HOT BAGELS,2018,1.0,1594 ROCKAWAY PARKWAY BROOKLYN NY 11236
12827,50000944,YUN NAN FLAVOUR GARDEN,2018,1.0,5121 8TH AVENUE BROOKLYN NY 11220
12828,50000945,KHAN'S GYRO & FRIED CHICKEN,2018,1.0,1947 BATH AVE BROOKLYN NY 11214
12830,50000946,FRONT PAGE RESTAURANT,2018,1.0,4002 BRONXWOOD AVE BRONX NY 10466
12832,50000947,DUNKIN' DONUTS,2018,1.0,1099 1ST AVE MANHATTAN NY 10065
12833,50000950,THAI 101,2018,2.0,3915 BELL BLVD QUEENS NY 11361
12835,50000953,DTUT,2018,2.0,1744 2ND AVE MANHATTAN NY 10128
12837,50000956,LA CHOZA DEL GORDO,2018,1.5,41-05 NORTHERN BLVD QUEENS NY 11101
12839,50000963,NEW WING CHEUNG,2018,1.0,4621 AVE D BROOKLYN NY 11203
12840,50000964,AP CAFE,2018,1.0,420 TROUTMAN STREET BROOKLYN NY 11237
12841,50000967,WHEATED,2018,2.0,905 CHURCH AVE. BROOKLYN NY 11218
12842,50000971,SUBWAY,2018,1.0,3511 QUEENS BLVD QUEENS NY 11101
12844,50000973,LULA BAGEL,2018,2.0,816 NOSTRAND AVE BROOKLYN NY 11216
12845,50000974,TABLE 71 @ MARRIOTT CORTYARD,2018,1.0,71 WEST 35TH ST MANHATTAN NY 10001
12847,50000975,JEEPNEY,2018,1.0,201 FIRST AVE MANHATTAN NY 10003
12848,50000976,MADE IN MEXICO,2018,2.0,3950 10TH AVE MANHATTAN NY 10034
12849,50000980,KASUMI,2018,1.0,1870 86TH STREET BROOKLYN NY 11214
12851,50000984,MILENIO BAKERY,2018,1.0,2030 THIRD AVE MANHATTAN NY 10029
12853,50000985,COURT STREET GROCERS HERO SHOP,2018,2.0,116 SULLIVAN STREET BROOKLYN NY 11231
12855,50000988,BAGELS ON BARTOW,2018,1.0,2033 BARTOW AVE BRONX NY 10475
12857,50000989,ESTELA,2018,2.0,47 E HOUSTON STREET MANHATTAN NY 10012
12859,50000993,GOOD TASTE,2018,1.0,187 W. BURNSIDE AVE BRONX NY 10453
12860,50000995,THE MEATBALL SHOP,2018,1.0,1462 2ND AVENUE MANHATTAN NY 10075
12861,50000999,BAREBURGER,2018,1.0,1681 1ST AVE MANHATTAN NY 10128
12865,50001007,WHITE CASTLE,2018,1.0,1615 Boardwalk West BROOKLYN NY 11224
12866,50001012,SUBWAY,2018,1.0,1427 YORK AVE MANHATTAN NY 10021
12868,50001014,ANA'S BAKERY & CAFE,2018,1.0,2125-27 WILLIAMSBRIDGE RD BRONX NY 10461
12870,50001015,TRA DI NOI,2018,3.0,622 E 187TH ST BRONX NY 10458
12871,50001017,CROWN FRIED CHICKEN,2018,1.0,2333 1ST  AVE MANHATTAN NY 10035
12872,50001024,BETWEEN THE BUN,2018,1.5,131-03 101ST AVE QUEENS NY 11419
12873,50001029,EL VIEJO GRAN CAFE,2018,1.5,498 E 138TH ST BRONX NY 10454
12875,50001036,LAS DELICIAS,2018,1.5,217-19 JAMAICA AVE QUEENS NY 11428
12877,50001038,EL GRAN VALLE RESTAURANT,2018,2.0,1846 JEROME AVENUE BRONX NY 10453
12879,50001044,ULTIMATE GRILL,2018,1.0,1343 E GUN HILL RD BRONX NY 10469
12880,50001045,BEN & JERRY'S,2018,1.0,200 W. 44TH STREET MANHATTAN NY 10036
12884,50001058,EL BLOQUE DELI,2018,1.6666666666666667,13207 JAMAICA AVE QUEENS NY 11418
12885,50001060,TAQUERIA CHILA,2018,2.0,8628 ROOSEVELT AVE QUEENS NY 11372
12887,50001062,ZZ CLAM BAR,2018,2.5,169 THOMPSON ST MANHATTAN NY 10012
12888,50001063,PENNYLANE COFFEE,2018,1.0,305 E 45TH STREET MANHATTAN NY 10017
12889,50001069,UMA'S,2018,1.0,92-07 ROCKAWAY BEACH BLVD QUEENS NY 11693
12891,50001073,LE BARATIN,2018,2.0,26 GREENWICH AVE MANHATTAN NY 10011
12893,50001077,BUFFALO WILD WINGS,2018,1.0,107-16 71ST AVENUE QUEENS NY 11375
12895,50001084,SUSHIYAMA ASIAN FUSION,2018,1.0,6612 AVE U BROOKLYN NY 11234
12898,50001090,DRAGON CHINA RESTAURANT ON BAYRIDGE,2018,3.0,7917 3RD AVE BROOKLYN NY 11209
12900,50001105,STAGECOACH TAVERN,2018,2.0,834 7TH AVENUE MANHATTAN NY 10019
12901,50001107,CHINESE MUSICIAN RESTAURANT,2018,2.5,151 GREENPOINT AVE BROOKLYN NY 11222
12902,50001108,BEST DOUBLE DRAGON RESTAURANT,2018,1.0,1207 MCDONALD AVE BROOKLYN NY 11230
12904,50001109,LE BILBOQUET,2018,2.0,20 E 60TH ST MANHATTAN NY 10022
12906,50001110,OOTOYA,2018,2.0,141 W 41ST ST MANHATTAN NY 10036
12907,50001114,Pick-A-Bagel,2018,1.0,1101 LEXINGTON AVE MANHATTAN NY 10075
12909,50001115,THE GRANGE BAR & EATERY,2018,1.5,1635 AMSTERDAM AVENUE MANHATTAN NY 10031
12911,50001118,SHEN ZHOU RESTAURANT,2018,1.0,159 WILSON AVE BROOKLYN NY 11237
12912,50001122,NONNO'S PIZZA,2018,3.0,8816 3RD AVE BROOKLYN NY 11209
12913,50001124,BRAZIL BRAZIL RESTUARANT,2018,2.0,330 WEST 46 STREET MANHATTAN NY 10036
12915,50001125,AMBY'S RESTAURANT,2018,1.3333333333333333,46 RALPH AVENUE BROOKLYN NY 11221
12916,50001132,WANG JIANG RESTAURANT,2018,1.0,403 JERSEY ST STATEN ISLAND NY 10301
12917,50001148,MCDONALD'S,2018,1.0,148 WEST 125 ST MANHATTAN NY 10027
12919,50001159,MAISON KAYSER,2018,1.0,921 BROADWAY MANHATTAN NY 10010
12921,50001162,APPLEBEE'S,2018,1.0,1217 SURF AVE BROOKLYN NY 11224
12922,50001168,CHINA KING,2018,1.0,1213 E 233RD ST BRONX NY 10466
12924,50001170,THE GREEK,2018,1.5,458 GREENWICH STREET MANHATTAN NY 10013
12926,50001174,POPEYES LOUISIANA KITCHEN,2018,1.0,85-15 ROCKAWAY BEACH BLVD QUEENS NY 11693
12928,50001179,XING'S CHEF CHINESE FOOD,2018,1.0,4620B DITMARS BLVD QUEENS NY 11105
12929,50001189,CENT'ANNI,2018,4.0,742 FRANKLIN AVE BROOKLYN NY 11238
12931,50001192,88 CAFE,2018,1.5,82-79 BROADWAY QUEENS NY 11373
12933,50001193,EL NUEVO YAUCO RESTAURANT,2018,1.0,465A BUSHWICK AVE BROOKLYN NY 11206
12935,50001201,PORTO BELLO PIZZERIA & RESTAURANT,2018,1.0,43-18 DITMARS BLVD QUEENS NY 11105
12937,50001204,MON CHER MARKET,2018,2.0,339 BROADWAY MANHATTAN NY 10013
12939,50001206,LITTLE TIBET,2018,2.0,7219 ROOSEVELT AVE QUEENS NY 11372
12941,50001212,JM COFFEE SHOP & BAKERY,2018,1.5,171-06 JAMAICA AVE QUEENS NY 11432
12942,50001215,BYUNG CHUN SOON DAE,2018,3.0,15603 NORTHERN BLVD QUEENS NY 11354
12944,50001224,ZONA ROSA,2018,1.0,571 LORIMER STREET BROOKLYN NY 11211
12946,50001225,THE FLYING COCK PUB,2018,1.5,497 3RD AVE MANHATTAN NY 10016
12947,50001226,PATTIE HUT,2018,1.6666666666666667,516 NOSTRAND AVENUE BROOKLYN NY 11216
12948,50001228,MOTORINO PIZZERIA,2018,1.0,139 BROADWAY BROOKLYN NY 11211
12949,50001233,KINJO,2018,1.0,1 GREENE AVE BROOKLYN NY 11238
12950,50001236,LA GLORIA,2018,1.0,86-13 NORTHERN BOULEVARD QUEENS NY 11372
12951,50001241,SHEEZAN RESTAURANT,2018,3.0,183 CHURCH STREET MANHATTAN NY 10007
12953,50001249,TIGIN IRISH PUB/PEETS COFFEE&TEA/CANAL STREET NOODLE HOUSE,2018,1.0,NKA JFK INTERNATIONAL AIRPORT QUEENS NY 11430
12954,50001251,DON POLLO,2018,1.0,4106 GREENPOINT AVE QUEENS NY 11104
12955,50001253,XING WANG NO.1,2018,1.0,62 W BURNSIDE AVE BRONX NY 10453
12957,50001254,JUICE GENERATION,2018,1.0,2345 BROADWAY MANHATTAN NY 10024
12958,50001255,THE MILLING ROOM,2018,2.0,446 COLUMBUS AVE MANHATTAN NY 10024
12959,50001256,HAN DYNASTY,2018,2.0,90 3RD AVE MANHATTAN NY 10003
12960,50001258,LOCANDA MARIELLA,2018,2.0,492 6 AVENUE BROOKLYN NY 11215
12962,50001260,NO 8 CHINESE RESTAURANT,2018,2.0,694 THWAITES PL BRONX NY 10467
12964,50001261,TACOMBI AT FONDA NOLITA,2018,1.0,267 ELIZABETH STREET MANHATTAN NY 10012
12966,50001262,BRYANT PARK GRILL,2018,1.0,25 WEST 40TH STREET MANHATTAN NY 10018
12968,50001266,ENTHAICE THAI KITCHEN,2018,1.0,33-20 31 AVENUE QUEENS NY 11106
12969,50001277,NAGLE BAKERY,2018,1.0,121B NAGLE AVENUE MANHATTAN NY 10040
12971,50001282,WAHI DINER,2018,1.0,3915 BROADWAY MANHATTAN NY 10032
12973,50001295,CAPRICES BY SOPHIE,2018,1.0,138 N6TH STREET BROOKLYN NY 11249
12975,50001298,The Rookery,2018,1.0,425 TROUTMAN ST BROOKLYN NY 11237
12977,50001301,JS PERRY'S DINER,2018,1.0,2783 3RD AVE BRONX NY 10455
12978,50001303,PRET A MANGER,2018,1.0,319 BROADWAY MANHATTAN NY 10007
12979,50001306,PRET A MANGER,2018,1.0,303 PARK AVENUE SOUTH MANHATTAN NY 10010
12980,50001309,UP TOWN SWIRL,2018,1.0,732 7TH AVENUE MANHATTAN NY 10019
12981,50001311,BELL GARDEN,2018,2.0,39-21 BELL BLVD QUEENS NY 11361
12982,50001312,MEW,2018,2.0,53 W 35TH ST MANHATTAN NY 10001
12983,50001313,NEW GOLDEN RESTAURANT,2018,1.0,1483 FLATBUSH AVENUE BROOKLYN NY 11210
12984,50001315,FRESH & CO.,2018,1.0,127 E. 60TH ST MANHATTAN NY 10022
12985,50001317,D'LILI BAKERY,2018,2.0,526 W 207TH ST MANHATTAN NY 10034
12986,50001318,KOLMARO,2018,1.5,185 SHERMAN AVENUE MANHATTAN NY 10034
12987,50001320,SUPER SNACKS,2018,1.0,4128 MAIN ST QUEENS NY 11355
12989,50001322,BIERGARTEN,2018,1.0,NKA LAGUARDIA AIRPORT QUEENS NY 11369
12990,50001324,DUNKIN' DONUTS,2018,1.0,10711 ROCKAWAY BLVD QUEENS NY 11417
12993,50001330,El BORN,2018,1.0,651 MANHATTAN AVENUE BROOKLYN NY 11222
12994,50001340,BLUESTONE LANE COFFEE,2018,2.0,805 THIRD AVENUE MANHATTAN NY 10022
12996,50001350,NOMURA CAFE (5TH FL NOMURA CAFE),2018,2.0,309 WEST 49TH STREET MANHATTAN NY 10019
12997,50001353,SAZON'S NUNEZ,2018,2.0,96 WYCKOFF AVE BROOKLYN NY 11237
12999,50001356,HONG BAO RESTAURANT,2018,1.0,4915 8 AVE BROOKLYN NY 11220
13000,50001362,TONE AUTHENTIC GEORGIAN BAKERY & CUISINE,2018,1.5,265 NEPTUNE AVENUE BROOKLYN NY 11235
13002,50001368,TEA FLOWER BAKERY,2018,1.0,6623 FORT HAMILTON PARKWAY BROOKLYN NY 11219
13005,50001378,THIRD RAIL COFFEE,2018,1.0,159 2ND AVENUE MANHATTAN NY 10003
13006,50001381,FLATIRON HALL,2018,1.0,38 WEST 26TH ST MANHATTAN NY 10010
13008,50001385,EL RANCHO RESTAURANT,2018,1.0,1157 FLATBUSH AVE BROOKLYN NY 11226
13009,50001394,EL FOGON RESTAURANT,2018,1.0,1701 PALMETTO ST QUEENS NY 11385
13010,50001396,PIZZA PLUS,2018,1.0,2253 3RD AVE MANHATTAN NY 10035
13011,50001397,ATRIUM DUMBO,2018,3.0,15 MAIN STREET BROOKLYN NY 11201
13012,50001398,GRACE STREET,2018,1.0,17 W 32 STREET MANHATTAN NY 10001
13013,50001401,CERVECCERIA HAVEMEYER,2018,1.5,149 HAVEMEYER  ST BROOKLYN NY 11211
13014,50001406,RESERVE CUT,2018,1.0,40 BROAD ST MANHATTAN NY 10004
13015,50001427,BASKIN ROBBINS,2018,1.0,1716 VICTORY BLVD STATEN ISLAND NY 10314
13016,50001430,FOO-HING KITCHEN,2018,1.0,2895 SEDGWICK AVE BRONX NY 10468
13018,50001440,J'EATJET BAR,2018,2.0,685 5TH AVE BROOKLYN NY 11215
13020,50001443,ROW NYC/DISTRICT M,2018,1.0,270 W 45 ST MANHATTAN NY 10036
13021,50001446,BENTO SUSHI & NOODLES,2018,1.0,685 3RD AVE MANHATTAN NY 10017
13023,50001450,CARIBBEAN JERKEE'S DELIGHT,2018,1.5,932 UTICA AVE BROOKLYN NY 11203
13025,50001451,BUBBY'S HIGHLINE,2018,1.0,71 GANSEVOORT ST MANHATTAN NY 10014
13027,50001453,CAFE IGUANA,2018,1.0,178-26 JAMAICA AVE QUEENS NY 11432
13028,50001454,GENESIS PIZZA PARLOR,2018,1.0,149-09 UNION TPKE QUEENS NY 11367
13029,50001456,GOLDEN UNICORN GOURMET,2018,1.0,18 E. BROADWAY MANHATTAN NY 10002
13032,50001460,CAFE B'WAY 46,2018,1.0,146 W 46TH ST MANHATTAN NY 10036
13034,50001466,LARB UBOL,2018,1.0,480 9TH AVE MANHATTAN NY 10018
13036,50001471,ROY'S RESTAURNT & BAR,2018,2.0,880 EAST TREMONT AVE BRONX NY 10460
13038,50001473,TACI'S BEYTI RESTAURANT,2018,1.0,1955 CONEY ISLAND AVE BROOKLYN NY 11223
13039,50001483,CROWN FRIED CHICKEN,2018,1.6666666666666667,701 SENECA AVE QUEENS NY 11385
13040,50001484,TOYAMA CUISINE,2018,2.0,6001 7TH AVE BROOKLYN NY 11220
13041,50001488,MAR'S,2018,4.0,3421 34 AVE QUEENS NY 11106
13042,50001489,NEW POLODOS LOUNGE,2018,1.0,138-11 JAMAICA AVE QUEENS NY 11435
13043,50001494,"DUNKIN' DONUTS, BASKIN ROBBINS",2018,2.0,323 W 42ND ST MANHATTAN NY 10036
13045,50001495,BAMBOO SUSHI,2018,1.0,1280 1ST AVENUE MANHATTAN NY 10065
13047,50001526,EVERYDAY CHINESE RESTAURANT,2018,1.0,890 WYCKOFF AVE BROOKLYN NY 11237
13048,50001528,FU EN RESTAURANT,2018,1.0,104 MARCUS GARVEY BLVD BROOKLYN NY 11206
13050,50001531,HANE SUSHI,2018,2.0,346 1ST AVENUE MANHATTAN NY 10009
13053,50001540,SAVANN RESTAURANT,2018,2.0,2280 FREDERICK DOUGLAS BLVD MANHATTAN NY 10027
13055,50001544,FIVE GUYS FAMOUS BURGERS AND FRIES,2018,1.0,56 W 14TH ST MANHATTAN NY 10011
13056,50001546,SHALOM JAPAN,2018,2.0,310 S 4TH ST BROOKLYN NY 11211
13057,50001547,THE WINSLOW,2018,1.5,243 E 14TH ST MANHATTAN NY 10003
13058,50001549,E. SUSHI OF BROOKLYN,2018,2.0,2118 FLATBUSH AVE BROOKLYN NY 11234
13060,50001551,RAJDHANI INDIAN RESTUARANT,2018,1.0,20608 HILLSIDE AVENUE QUEENS NY 11427
13061,50001564,WAVE HILL,2018,1.0,675 W 252ND ST BRONX NY 10471
13063,50001565,PEASANT STOCK,2018,1.0,120 ESSEX STREET MANHATTAN NY 10002
13064,50001566,VERRAZANO GRILL,2018,1.0,628 MIDLAND AVENUE STATEN ISLAND NY 10306
13065,50001571,THE SANDWICH SHOP,2018,1.0,658A GRAND STREET BROOKLYN NY 11211
13066,50001580,CIRO PIZZA CAFE,2018,1.0,862 HUGUENOT AVENUE STATEN ISLAND NY 10312
13067,50001583,GREEK XPRESS,2018,1.0,263 PROSPECT PARK WEST BROOKLYN NY 11215
13069,50001584,NORTHERN TERRITORY,2018,7.0,12 FRANKLIN ST. BROOKLYN NY 11222
13071,50001588,TURNMILL BAR,2018,1.0,119 EAST 27 STREET MANHATTAN NY 10016
13072,50001589,TUNG THONG THAI RESTAURANT,2018,2.0,561 WEST 169TH STREET MANHATTAN NY 10032
13074,50001597,GRASS ROOTS JUICERY,2018,1.0,336A GRAHAM AVE BROOKLYN NY 11211
13077,50001607,CHICKEN EXPRESS,2018,2.0,582 BROADWAY BROOKLYN NY 11206
13079,50001620,SUNRISE BAKERY,2018,2.0,6208 11TH AVE BROOKLYN NY 11219
13080,50001621,MR. CHAN'S CHINESE CUISINE,2018,1.0,30-21 STRATTON STREET QUEENS NY 11354
13081,50001622,EARL'S BEER & CHEESE,2018,1.3333333333333333,1259 PARK AVE MANHATTAN NY 10029
13083,50001628,FLAT TOP,2018,1.0,1241 AMSTERDAM AVENUE MANHATTAN NY 10027
13084,50001632,4TH FLOOR CAFE,2018,2.0,221 EAST 71ST STREET MANHATTAN NY 10021
13087,50001637,YOLANDA RESTAURANT,2018,3.0,188 JAMAICA AVE BROOKLYN NY 11207
13089,50001638,KHE-YO,2018,1.0,157 DUANE STREET MANHATTAN NY 10013
13091,50001652,BUFFALO BOSS,2018,1.0,400 JAY ST BROOKLYN NY 11201
13092,50001658,KOBEYAKI,2018,2.0,110 WEST 40TH STREET MANHATTAN NY 10018
13093,50001660,MCDONALD'S,2018,1.0,26 E 23RD ST MANHATTAN NY 10010
13094,50001664,OLIVIER,2018,1.0,469-473 4TH AVE BROOKLYN NY 11215
13096,50001671,HILL AND BAY,2018,1.0,581 2ND AVENUE MANHATTAN NY 10016
13097,50001675,GINO'S CUCINA BRICK OVEN PIZZA,2018,1.0,723 WASHINGTON AVE BROOKLYN NY 11238
13099,50001677,AFGAN KEBAB AND GRILL,2018,1.0,74-16 37TH AVE QUEENS NY 11372
13100,50001693,ANKA GRILL,2018,2.25,642 LEXINGTON AVE MANHATTAN NY 10022
13101,50001699,ASTORIA TAVERN,2018,1.0,33-16 23 AVENUE QUEENS NY 11105
13102,50001702,D'ANGELO'S PIZZA,2018,1.0,82-37 164 STREET QUEENS NY 11432
13103,50001713,"BRASSIERIE 1605/BROADWAY 49 BAR & LOUNGE (MAIN KITCHEN), GRIND & CO",2018,1.0,1605 BROADWAY MANHATTAN NY 10019
13105,50001714,CROWNE PLAZA-TIMES SQUARE (BANQUET KITCHEN),2018,1.0,1605 BROADWAY MANHATTAN NY 10019
13106,50001716,GYRO CORNER CLAM BAR,2018,1.0,1205 BOWERY STREET BROOKLYN NY 11224
13107,50001719,RINTINTIN,2018,1.5,14 SPRING STREET MANHATTAN NY 10012
13109,50001728,NEW HONG KONG KITCHEN,2018,1.0,1907 LEXINGTON AVE MANHATTAN NY 10035
13110,50001732,KING WOK,2018,2.0,25-67 FRANCIS LEWIS BLVD QUEENS NY 11358
13111,50001736,TERRA,2018,2.0,222 WEST BROADWAY MANHATTAN NY 10013
13112,50001750,EL VEZ,2018,1.0,259 VESEY ST MANHATTAN NY 10282
13114,50001751,KE ZHANG,2018,1.5,45-72 KISSENA BOULEVARD QUEENS NY 11355
13115,50001754,RINCON LATINO RESTAURANT,2018,1.5,4360 WHITE PLAINS ROAD BRONX NY 10466
13116,50001761,GOOD CENTURY CAFE,2018,4.0,243 GRAND STREET MANHATTAN NY 10002
13118,50001763,TASTY DELICIOUS WEST INDIAN BAKERY & RESTAURANT,2018,1.0,1397 ROCKAWAY PARKWAY BROOKLYN NY 11236
13120,50001764,TASTY DELICIOUS WEST INDIAN BAKERY & RESTAURANT,2018,2.0,9006 AVENUE A BROOKLYN NY 11236
13122,50001773,DE LA GINA RESTAURANT,2018,1.0,155 WEST169TH STREET BRONX NY 10452
13123,50001776,THE PALM,2018,2.0,NKA JFK INTERNATIONAL AIRPORT QUEENS NY 11430
13124,50001777,AU BON PAIN,2018,1.0,NKA JFK INTERNATIONAL AIRPORT QUEENS NY 11430
13125,50001778,MI CASA CANTINA,2018,1.0,NKA JFK INTERNATIONAL AIRPORT QUEENS NY 11430
13126,50001785,LA LUNA CAFE,2018,1.0,44-01 30TH AVE QUEENS NY 11103
13128,50001789,RESTAURANTE & PANADERIA GUATELINDA,2018,1.0,170-18 JAMAICA AVE QUEENS NY 11432
13130,50001790,SWEETGREEN,2018,2.0,1164 BROADWAY MANHATTAN NY 10001
13132,50001791,AVI PIZZA,2018,1.0,1858 CORNAGA AVENUE QUEENS NY 11691
13133,50001798,CYCLONE CAFE,2018,3.0,1000 SURF AVE BROOKLYN NY 11224
13135,50001807,MONARCH,2018,1.0,960 6TH AVE MANHATTAN NY 10001
13137,50001817,NATHAN'S FAMOUS,2018,2.0,650 86TH ST BROOKLYN NY 11228
13138,50001823,HANCO'S,2018,1.0,134 SMITH STREET BROOKLYN NY 11201
13140,50001826,TAQUERIA OAXACA,2018,1.0,167 MAIN ST STATEN ISLAND NY 10307
13141,50001827,SIMON'S BBQ,2018,1.5,4823 8TH AVENUE BROOKLYN NY 11220
13142,50001829,HANGAR 11 BAR & GRILL,2018,1.0,119-11 METROPOLITAN AVE QUEENS NY 11415
13143,50001835,ANTLER BEER & WINE DISPENSARY,2018,1.0,123 ALLEN STREET MANHATTAN NY 10002
13144,50001837,THE PENINSULA NEW YORK/ CLEMENT/ THE GOTHAM LOUNGE/ SALON DE NING,2018,1.0,700 FIFTH AVE MANHATTAN NY 10019
13145,50001838,ECCO RESTAURANT,2018,2.0,124 CHAMBERS STREET MANHATTAN NY 10007
13147,50001842,AMAZE,2018,4.0,401 EAST 58 STREET MANHATTAN NY 10022
13149,50001843,RANDOLPH,2018,2.0,104 SOUTH 4TH STREET BROOKLYN NY 11249
13150,50001851,EL PALACIO DE LOS CHOLADOS,2018,1.0,8318 NORTHERN BLVD QUEENS NY 11372
13151,50001852,DUNKIN' DONUTS,2018,1.0,2258 1ST AVENUE MANHATTAN NY 10035
13152,50001854,DUNKIN' DONUTS,2018,1.0,2264 FREDERICK DOUGLASS BLVD MANHATTAN NY 10027
13153,50001857,SUNSET BAGELS,2018,2.0,4903 5 AVE BROOKLYN NY 11220
13154,50001866,THE THREE DIAMOND DOOR,2018,2.0,211 KNICKERBOCKER AVE BROOKLYN NY 11237
13155,50001869,SOCIETE GENERALE CAFETERIA,2018,1.0,245 PARK AVE MANHATTAN NY 10167
13156,50001870,THE DUMPLING COVE,2018,1.5,1530 E. 222ND STREET BRONX NY 10469
13157,50001877,RIZZO FINE PIZZA,2018,1.0,17 CLINTON STREET MANHATTAN NY 10002
13159,50001890,3 D'S LEGACY SALAD & GRILL,2018,1.0,445 MORRIS PARK AVENUE BRONX NY 10460
13161,50001896,LA BROCHETTE STEAKHOUSE.,2018,1.0,340 LEXINGTON AVE MANHATTAN NY 10016
13162,50001897,TAQUERIA GUERRERO,2018,2.0,1761 CROSBY AVENUE BRONX NY 10461
13163,50001901,"DUNKIN' DONUTS, BASKIN ROBBINS",2018,1.0,1703 THIRD AVENUE MANHATTAN NY 10128
13165,50001905,TREAT HOUSE,2018,1.0,452 AMSTERDAM AVE MANHATTAN NY 10024
13166,50001911,KUNG FU JAPANESE & CHINESE RESTAURANT,2018,1.0,1950 BATH AVENUE BROOKLYN NY 11214
13167,50001914,ATLAS SOCIAL CLUB,2018,2.0,753 9TH AVENUE MANHATTAN NY 10019
13168,50001915,REFINERY ROOFTOP,2018,1.0,63 WEST 38TH STREET MANHATTAN NY 10018
13169,50001916,REFINERY LOBBY BAR,2018,1.0,63 WEST 38TH STREET MANHATTAN NY 10018
13170,50001918,BLACK IRON BURGER,2018,1.0,540 E. 5TH STREET MANHATTAN NY 10009
13172,50001928,PRET A MANGER,2018,1.0,106 WEST 32ND STREET MANHATTAN NY 10001
13173,50001930,MAC JUICE,2018,1.0,277 PARK AVENUE MANHATTAN NY 10172
13175,50001937,TASTY CHICKEN,2018,1.0,1687 86TH STREET BROOKLYN NY 11214
13177,50001939,Panorama of My Silence-Heart,2018,2.0,84-73 PARSONS BOULEVARD QUEENS NY 11432
13178,50001940,MERILU PIZZA AL METRO,2018,1.0,791 9TH AVE MANHATTAN NY 10019
13180,50001945,OOKI SUSHI,2018,1.5,1575 3 AVENUE MANHATTAN NY 10128
13181,50001947,"DUNKIN' DONUTS, BASKIN ROBBINS",2018,1.0,113-20 BEACH CHANNEL DRIVE QUEENS NY 11694
13183,50001948,BLOOM'S TAVERN,2018,2.0,208 EAST 58 STREET MANHATTAN NY 10022
13184,50001950,WOODBINES,2018,1.0,4710 VERNON BLVD QUEENS NY 11101
13186,50001951,TOMS PIZZA,2018,1.0,104-10 JAMAICA AVE QUEENS NY 11418
13187,50001952,FORNINO,2018,2.0,PIER 6 BROOKLYN BRIDGE PARK BROOKLYN NY 11201
13190,50001961,MI OTRA CASA REST BAR,2018,1.5,91-06 43RD AVENUE QUEENS NY 11373
13192,50001962,AROME,2018,1.0,325 BROADWAY MANHATTAN NY 10007
13194,50001966,CONTRA,2018,2.0,138 ORCHARD ST MANHATTAN NY 10002
13196,50001968,SUSHI 21,2018,1.0,174 7 AVE MANHATTAN NY 10011
13197,50001969,LES CREPES & TAQUERIA,2018,1.0,25 ESSEX STREET MANHATTAN NY 10002
13200,50001976,TROPICAL ISLE CARRIBEAN RESTAURANT,2018,1.0,118-19 LIBERTY AVENUE QUEENS NY 11419
13202,50001977,IL FORNO/IRON BAR,2018,5.0,713 8TH AVENUE MANHATTAN NY 10036
13203,50001978,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,2018,1.0,3538 WHITE PLAINS ROAD BRONX NY 10467
13205,50001985,CHIFLEZ,2018,1.0,9502 ROOSEVELT AVE QUEENS NY 11372
13207,50001986,HOOTERS,2018,1.5,61-09 190TH ST QUEENS NY 11365
13209,50001994,YMC GOOD TASTE CHINESE RESTAURANT,2018,1.0,47-05 FRANCIS LEWIS BOULEVARD QUEENS NY 11361
13210,50002003,DAVIDOVICH BAKERY,2018,2.0,120 ESSEX STREET MANHATTAN NY 10002
13211,50002009,Cascalote Latin Bistro,2018,2.0,2126 2ND AVENUE MANHATTAN NY 10029
13212,50002019,HOME SWEET HARLEM,2018,1.0,1528 AMSTERDAM AVENUE MANHATTAN NY 10031
13214,50002020,THE GREAT GEORGIANA,2018,1.0,248 DEKALB AVENUE BROOKLYN NY 11205
13216,50002027,NASHEMAN GRILL & RESTAURANT,2018,1.0,3149 CONEY ISLAND AVE BROOKLYN NY 11235
13218,50002028,LA NORTENA,2018,1.0,255A GRAHAM AVE BROOKLYN NY 11206
13219,50002031,CAFFE NOI ESPRESSO BAR,2018,1.0,1465 2 AVE MANHATTAN NY 10075
13220,50002038,KABIR'S BAKERY,2018,1.0,97 CHURCH AVE BROOKLYN NY 11218
13221,50002039,KABIR'S BAKERY,2018,1.6666666666666667,1425 FOSTER AVE BROOKLYN NY 11230
13223,50002049,HK BAKERY,2018,1.0,13432 NORTHERN BLVD QUEENS NY 11354
13225,50002051,BEER CULTURE,2018,2.0,328 WEST 45TH STREET MANHATTAN NY 10036
13226,50002052,OTTO'S TACOS,2018,1.5,141 SECOND AVE MANHATTAN NY 10003
13227,50002053,THE LOCAL,2018,1.5,13-02 44TH AVENUE QUEENS NY 11101
13229,50002055,ROCKAWAY BEACH SURF CLUB,2018,1.0,302 BEACH 87TH ST QUEENS NY 11693
