,ID,RESTAURANT NAME,INSPECTION YEAR,NUMBER OF CRITICAL VIOLATIONS,ADDRESS
8278,41481099,COMPLETE BODY & SPA,2019,1.0,301 EAST   57 STREET MANHATTAN NY 10022
8280,41481377,MADERA CUBAN GRILL,2019,1.0,4729 VERNON BOULEVARD QUEENS NY 11101
8283,41481494,JACK STUDIOS,2019,2.0,601 WEST   26 STREET MANHATTAN NY 10001
8285,41481717,PJ RESTAURANT & BAKERY,2019,1.5,1339 ST JOHNS PLACE BROOKLYN NY 11213
8298,41483790,WORLD FAMOUS NEW ORLEANS CHICKEN,2019,1.0,854 SOUNDVIEW AVENUE BRONX NY 10473
8299,41483883,BIZCOCHO DE COLORES,2019,1.0,241 SHERMAN AVENUE MANHATTAN NY 10034
8304,41485097,NEW WONJO RESTAURANT,2019,1.0,23 WEST   32 STREET MANHATTAN NY 10001
8306,41485121,BOHEMIAN BEER GARDEN,2019,1.0,2919 24 AVENUE QUEENS NY 11102
8310,41485154,OUTBACK STEAKHOUSE,2019,1.0,280 MARSH AVENUE STATEN ISLAND NY 10314
8312,41485450,SUBWAY,2019,1.0,4319 QUEENS BOULEVARD QUEENS NY 11104
8316,41485818,MARINE PARK GOLF COURSE,2019,1.0,2880 FLATBUSH AVENUE BROOKLYN NY 11234
8321,41486386,UMAMI BURGER,2019,2.0,356 WEST   58 STREET MANHATTAN NY 10019
8323,41486399,TAQUERIA Y FONDA LA MEXICANA,2019,2.0,968 AMSTERDAM AVENUE MANHATTAN NY 10025
8331,41486945,REGINA'S CAFE & PIZZERIA,2019,1.0,17649 UNION TURNPIKE QUEENS NY 11366
8334,41486983,TOWNHOUSE 275,2019,1.0,275 94 STREET BROOKLYN NY 11209
8339,41487247,PICK A BAGEL,2019,1.0,891 8 AVENUE MANHATTAN NY 10019
8341,41487277,AUGURS WELL,2019,1.0,115 ST MARKS PLACE MANHATTAN NY 10009
8343,41487281,GOLDEN TERRACE BANQUET HALL,2019,2.0,12023 ATLANTIC AVENUE QUEENS NY 11418
8345,41487544,NANOOSH,2019,1.0,173 MADISON AVENUE MANHATTAN NY 10016
8350,41488055,GUACUCO,2019,1.0,44 IRVING AVENUE BROOKLYN NY 11237
8353,41488442,CHARACTERS NYC BAR & GRILL,2019,1.0,243 WEST   54 STREET MANHATTAN NY 10019
8359,41488716,CENTRO VIVA FELIZ,2019,1.0,780 LYDIG AVENUE BRONX NY 10462
8362,41488846,INTERCONTINENTAL NEW YORK TIMES SQUARE/TODD ENGLISH THE STINGER,2019,1.0,306 WEST   44 STREET MANHATTAN NY 10036
8366,41489207,CAFE MARTIN,2019,1.0,355 5 AVENUE BROOKLYN NY 11215
8372,41489806,MASALA TIMES,2019,2.0,194 BLEECKER STREET MANHATTAN NY 10012
8374,41490112,VICKI'S RESTAURANT AND BAKERY,2019,1.0,10216 43 AVENUE QUEENS NY 11368
8377,41490282,LE PARISIEN,2019,2.0,163 EAST   33 STREET MANHATTAN NY 10016
8379,41490406,KING HOUSE,2019,2.0,2381 WESTCHESTER AVENUE BRONX NY 10461
8382,41490544,BAR PITTI,2019,1.0,268 6 AVENUE MANHATTAN NY 10014
8385,41490991,LIPS RESTAURANT,2019,1.0,227 EAST   56 STREET MANHATTAN NY 10022
8390,41491151,TINY'S GIANT SANDWICH SHOP,2019,3.0,129 RIVINGTON STREET MANHATTAN NY 10002
8394,41491314,MARIA COFFEE SHOP & RESTAURANT,2019,1.0,1185 ROCKAWAY AVENUE BROOKLYN NY 11236
8397,41491419,ITAL FUSION,2019,3.0,4705 CHURCH AVENUE BROOKLYN NY 11203
8398,41491524,LADY JAY'S,2019,1.0,633 GRAND STREET BROOKLYN NY 11211
8399,41491686,JOSE SEAFOOD,2019,1.0,8104 ROOSEVELT AVENUE QUEENS NY 11372
8406,41492306,UNCLE MARIO'S,2019,2.0,739 9 AVENUE MANHATTAN NY 10019
8408,41492331,SANDRO'S LATIN FOOD RESTAURANT,2019,3.0,2703 23 AVENUE QUEENS NY 11105
8412,41492690,KENNEDY FRIED CHICKEN,2019,2.0,2788 FULTON STREET BROOKLYN NY 11207
8416,41493226,SKY ROOM,2019,2.0,330 WEST   40 STREET MANHATTAN NY 10018
8421,41493832,BONCHON,2019,1.0,207 WEST   38 STREET MANHATTAN NY 10018
8426,41494274,ORIENTAL CHINESE KITCHEN,2019,1.0,390 NEPTUNE AVENUE BROOKLYN NY 11235
8429,41494299,ASTORIA BOWL,2019,1.0,1945 49 STREET QUEENS NY 11105
8432,41494383,LEMON LIFE,2019,1.0,255 EAST  110 STREET MANHATTAN NY 10029
8435,41494987,BROOKLYN FARMACY AND SODA FOUNTAIN,2019,1.0,513 HENRY STREET BROOKLYN NY 11231
8439,41495497,DUNKIN',2019,1.0,1410 AVENUE J BROOKLYN NY 11230
8442,41495573,TERAKAWA RAMEN,2019,2.0,885 9 AVENUE MANHATTAN NY 10019
8445,41495866,SUBWAY,2019,1.0,1024 LONGWOOD AVENUE BRONX NY 10459
8451,41496204,ALITALIA PIZZA RESTAURANT,2019,1.0,1138 EAST TREMONT AVENUE BRONX NY 10460
8456,41497079,WEN GEE HOUSE,2019,1.0,287 VAN BRUNT STREET BROOKLYN NY 11231
8458,41497089,EL NUEVO TAINO,2019,1.0,2228 AMSTERDAM AVENUE MANHATTAN NY 10032
8462,41497254,D NAPOLI PIZZA,2019,1.0,906 3 AVENUE MANHATTAN NY 10022
8465,41497405,COTTA BENE,2019,5.0,291 3 AVENUE BROOKLYN NY 11215
8469,41497741,DONNA MARGHERITIA,2019,1.0,1304A 2 AVENUE MANHATTAN NY 10065
8473,41498197,MACARON CAFE,2019,1.0,44 EAST   59 STREET MANHATTAN NY 10022
8476,41498611,MUSSELS & MORE,2019,1.0,510 80 STREET BROOKLYN NY 11209
8478,41498672,LEE CHUNG CAFE,2019,2.0,82 MADISON STREET MANHATTAN NY 10002
8480,41498777,TIFFANY'S KARIB BAKERY,2019,1.0,23109 LINDEN BOULEVARD QUEENS NY 11411
8483,41499185,BURGER & BARREL,2019,1.0,25 WEST HOUSTON STREET MANHATTAN NY 10012
8489,41500338,MCDONALD'S,2019,1.0,15901 JAMAICA AVENUE QUEENS NY 11432
8491,41500601,NANOOSH,2019,1.0,111 UNIVERSITY PLACE MANHATTAN NY 10003
8492,41500641,DUNKIN' DONUTS,2019,1.0,1351 FOREST AVENUE STATEN ISLAND NY 10302
8496,41501088,SOUTH JAMAICA PORTUGUESE SPORTING CLUB,2019,1.0,9523 SUTPHIN BOULEVARD QUEENS NY 11435
8499,41501500,GOLDEN CITY CHINESE KITCHEN,2019,1.0,805 SOUNDVIEW AVENUE BRONX NY 10473
8501,41501688,GENTLEMAN FARMER,2019,1.0,40 RIVINGTON STREET MANHATTAN NY 10002
8502,41501822,BLUE HAVEN,2019,2.0,108 WEST HOUSTON STREET MANHATTAN NY 10012
8506,41502489,ISAACS JAMAICAN CUISINE,2019,3.0,1060 RUTLAND ROAD BROOKLYN NY 11212
8508,41502571,CHIFA RESTAURANT,2019,1.0,7320 NORTHERN BOULEVARD QUEENS NY 11372
8514,41502750,MICHAEL & PING'S MODERN CHINESE TAKE-OUT,2019,1.0,437 3 AVENUE BROOKLYN NY 11215
8516,41502775,POPEYES LOUISIANA KITCHEN,2019,1.0,4006 MAIN STREET QUEENS NY 11354
8518,41502782,BLUE AGAVE,2019,1.0,7215 3 AVENUE BROOKLYN NY 11209
8522,41503136,THE HILLS RESTAURANT AND BAR,2019,1.0,4706 CHURCH AVENUE BROOKLYN NY 11203
8524,41503140,VIP COFFEE,2019,2.0,6714 BAY PARKWAY BROOKLYN NY 11204
8527,41503209,NYONYA,2019,1.0,2322 86 STREET BROOKLYN NY 11214
8532,41503714,MISS KOREA,2019,2.0,10 WEST   32 STREET MANHATTAN NY 10001
8533,41504220,LE PAIN QUOTIDIEN,2019,1.0,1271 6 AVENUE MANHATTAN NY 10020
8538,41504490,LA FLACA COFFEE SHOP RESTAURANT AND BAR,2019,1.0,4217 102 STREET QUEENS NY 11368
8540,41504498,TASTE DELI AND GRILL,2019,1.0,10702 101 AVENUE QUEENS NY 11416
8541,41504558,WONG GOOD HAND PULL NOODLE,2019,1.0,5924 8 AVENUE BROOKLYN NY 11220
8544,41504648,BLUE SKY,2019,1.0,7843 SPRINGFIELD BOULEVARD QUEENS NY 11364
8548,41504873,JOSHUE DELI & JUICE BAR,2019,1.0,173 WEST BURNSIDE AVENUE BRONX NY 10453
8552,41505165,WINE BAR & RISTORANTE,2019,2.0,1742 2 AVENUE MANHATTAN NY 10128
8558,41505364,NEW HONG CHEONG RESTAURANT,2019,1.0,143 GREENE AVENUE BROOKLYN NY 11238
8560,41505393,LITE DELITE CAFE (EQUINOX),2019,1.0,2465 BROADWAY MANHATTAN NY 10025
8562,41505456,DAY BREAK CAFE RESTAURANT,2019,2.0,4501 34 AVENUE QUEENS NY 11101
8569,41505961,CARIBBEAN CABANA RESTAURANT & LOUNGE,2019,1.0,11602 JAMAICA AVENUE QUEENS NY 11418
8571,41505982,TROPICAL JADE GARDEN RESTAURANT,2019,1.0,10801 LIBERTY AVENUE QUEENS NY 11419
8572,41506337,POPEYES LOUISIANA KITCHEN,2019,1.0,14202 ROCKAWAY BOULEVARD QUEENS NY 11436
8573,41507371,LE PAIN QUOTIDIEN,2019,1.0,2 RIVER TERRACE MANHATTAN NY 10282
8575,41507398,GRIFF'S PLACE,2019,2.0,702 NEW DORP LANE STATEN ISLAND NY 10306
8578,41507777,SUSHI YASUDA,2019,1.0,204 EAST   43 STREET MANHATTAN NY 10017
8581,41508109,PURE THAI RESTAURANT,2019,1.0,766 9 AVENUE MANHATTAN NY 10019
8586,41508258,BELLA MAMA ROSE,2019,1.0,264 MORNINGSTAR ROAD STATEN ISLAND NY 10303
8588,41508862,FARINELLA,2019,1.0,1132 LEXINGTON AVENUE MANHATTAN NY 10075
8597,41509909,BILL'S BAR & BURGER ROCKEFELLER CENTER,2019,1.0,45 ROCKEFELLER CENTER MANHATTAN NY 10111
8599,41510014,EL CANELAZO BAR RESTAURANT,2019,1.0,8004 ROOSEVELT AVENUE QUEENS NY 11372
8601,41510203,MOMO SUSHI,2019,1.0,43 BOGART STREET BROOKLYN NY 11206
8603,41510637,YI LAN HALAL RESTAURANT,2019,1.0,4279A MAIN STREET QUEENS NY 11355
8605,41510816,OUTBACK STEAKHOUSE,2019,1.0,60 WEST   23 STREET MANHATTAN NY 10010
8607,41510896,PAERDEGAT ATHLETIC CLUB,2019,1.0,1500 PAERDEGAT AVENUE NORTH BROOKLYN NY 11236
8608,41510938,AFTER 8,2019,1.0,2587 STEINWAY STREET QUEENS NY 11103
8612,41511300,BABYLON,2019,1.0,208 EAST   34 STREET MANHATTAN NY 10016
8613,41511329,DUNKIN' DONUTS,2019,1.0,6000 SHORE PARKWAY BROOKLYN NY 11234
8618,41511573,BETTER GOURMET HEALTH KITCHEN,2019,2.0,2333 HYLAN BOULEVARD STATEN ISLAND NY 10306
8620,41511660,EL ECONOMICO RESTAURANT,2019,2.0,5589 BROADWAY BRONX NY 10463
8624,41511781,LE PAIN QUOTIDIEN,2019,1.0,65 BLEECKER STREET MANHATTAN NY 10012
8626,41511789,SAVOY BAKERY,2019,1.0,883 39 STREET BROOKLYN NY 11232
8627,41512057,LA BERGAMOTE,2019,3.0,177 9 AVENUE MANHATTAN NY 10011
8632,41512842,CHECKERS,2019,1.0,277 BROADWAY BROOKLYN NY 11211
8633,41512878,LA SLOWTERIA,2019,1.0,548 COURT STREET BROOKLYN NY 11231
8635,41512888,LASANI RESTAURANT,2019,1.0,15 WEST   29 STREET MANHATTAN NY 10001
8638,41512992,BAY RIDGE DINER,2019,1.0,8017 5 AVENUE BROOKLYN NY 11209
8641,41513165,VARIETY BAKERY,2019,2.0,8028 NORTHERN BOULEVARD QUEENS NY 11372
8642,41513313,SCHNITZI,2019,1.0,5326 NEW UTRECHT AVENUE BROOKLYN NY 11219
8644,41513747,PRET A MANGER,2019,1.0,179 BROADWAY MANHATTAN NY 10007
8649,41514254,ELIM DELI CAFE,2019,1.0,851 LEXINGTON AVENUE MANHATTAN NY 10065
8651,41514395,ESMERALDO BAKERY,2019,1.0,538 WEST  181 STREET MANHATTAN NY 10033
8654,41514541,ATLANTIC GRILL WEST,2019,1.0,49 WEST   64 STREET MANHATTAN NY 10023
8661,41515019,BISOUX RESTAURANT,2019,1.0,0 LAGUARDIA AIRPORT QUEENS NY 11369
8663,41515470,NARUTO RAMEN,2019,1.0,276 5 AVENUE BROOKLYN NY 11215
8667,41515676,KYOTO,2019,1.0,115 SMITH STREET BROOKLYN NY 11201
8673,41515868,BAR BRACE,2019,1.0,0 LAGUARDIA AIRPORT QUEENS NY 11369
8675,41516309,GREAT WALL KITCHEN,2019,1.0,991 PROSPECT AVENUE BRONX NY 10459
8678,41516689,THE JUICE BAR,2019,1.0,2655 RICHMOND AVENUE STATEN ISLAND NY 10314
8680,41516864,MISO SUSHI,2019,2.0,40 MAIN STREET BROOKLYN NY 11201
8683,41517331,FIVE GUYS FAMOUS BURGERS AND FRIES,2019,1.0,316 WEST   34 STREET MANHATTAN NY 10001
8684,41517801,CHINA GARDEN RESTAURANT,2019,1.0,1157 BROADWAY BROOKLYN NY 11221
8686,41519256,BENJYS KOSHER PIZZA & DAIRY RESTAURANT,2019,1.0,7272 MAIN STREET QUEENS NY 11367
8689,41519373,BUNGALO,2019,1.0,3203 BROADWAY QUEENS NY 11106
8692,41519403,BROOKLYN WINERY,2019,1.0,213 NORTH    8 STREET BROOKLYN NY 11211
8699,41519688,TOASTIES,2019,1.0,148 WEST   49 STREET MANHATTAN NY 10019
8702,41519872,SUBWAY,2019,1.0,563 LENOX AVENUE MANHATTAN NY 10037
8703,41519888,NONO,2019,1.0,4223 BELL BOULEVARD QUEENS NY 11361
8706,41520417,INDUSTRY,2019,2.0,355 WEST   52 STREET MANHATTAN NY 10019
8708,41520477,SABOR A MEXICO TAQUERIA,2019,1.0,160 1 AVENUE MANHATTAN NY 10009
8711,41520658,V-NAM CAFE,2019,2.0,18-20 1 AVENUE MANHATTAN NY 10009
8714,41520844,POP'S COFFEE DINER,2019,2.0,4429B KISSENA BOULEVARD QUEENS NY 11355
8715,41520872,KIKU SUSHI,2019,1.0,453 7 AVENUE BROOKLYN NY 11215
8717,41520990,WORLD BEAN,2019,1.0,0 LAGUARDIA AIRPORT QUEENS NY 11369
8719,41521154,LE PAIN QUOTIDIEN,2019,1.0,52 9 AVENUE MANHATTAN NY 10011
8724,41521810,VIVE LA CREPE!,2019,2.0,51 SPRING STREET MANHATTAN NY 10012
8726,41522082,LINCOLN RISTORANTE,2019,1.0,142 WEST   65 STREET MANHATTAN NY 10023
8730,41522848,MANNA'S RESTAURANT,2019,1.0,2353 8 AVENUE MANHATTAN NY 10027
8734,41523349,STEVEN RESTAURANT,2019,2.0,2233 BOSTON ROAD BRONX NY 10467
8739,41523649,OUR PLACE CHINA CHALET,2019,5.0,242 EAST   79 STREET MANHATTAN NY 10075
8742,41523665,PARSON'S DINER,2019,1.0,2527 PARSONS BOULEVARD QUEENS NY 11354
8744,41524468,STARBUCKS,2019,1.0,1491 LEXINGTON AVENUE MANHATTAN NY 10029
8746,41524567,SWEETNESS,2019,3.0,1150 CONEY ISLAND AVENUE BROOKLYN NY 11230
8748,41524599,OFICINA LATINA,2019,4.0,24 PRINCE STREET MANHATTAN NY 10012
8751,41524723,DUNKIN' DONUTS,2019,2.0,13541 ROOSEVELT AVENUE QUEENS NY 11354
8753,41524734,UMI SUSHI BAR & TERIYAKI GRILL,2019,1.0,9605 METROPOLITAN AVENUE QUEENS NY 11375
8758,41525131,IL BACCO RISTORANTE,2019,1.0,25324 NORTHERN BOULEVARD QUEENS NY 11362
8761,41525152,"DUNKIN' DONUTS, BASKIN ROBBINS",2019,1.0,17915 HILLSIDE AVENUE QUEENS NY 11432
8763,41525351,PASTELES CAPY,2019,1.0,4110 29 STREET QUEENS NY 11101
8765,41525379,BAR ITALIA,2019,2.0,768 MADISON AVENUE MANHATTAN NY 10065
8770,41525768,THE WEST CAFE,2019,1.0,379 UNION AVENUE BROOKLYN NY 11211
8772,41525880,BEDAWI CAFE,2019,1.0,266 PROSPECT PARK WEST BROOKLYN NY 11215
8776,41527379,KAM WAH RESTAURANT,2019,1.0,208 LEWIS AVENUE BROOKLYN NY 11221
8778,41527419,SURYA SWEETS & SNACKS,2019,1.0,25018 HILLSIDE AVENUE QUEENS NY 11426
8780,41528054,CRIF DOGS,2019,1.0,555 DRIGGS AVENUE BROOKLYN NY 11211
8782,41528086,MOTTSU,2019,1.0,285 MOTT STREET MANHATTAN NY 10012
8785,41528851,GOOD TASTE RESTAURANT,2019,1.0,3801 29 STREET QUEENS NY 11101
8788,41529002,BELL BOOK & CANDLE,2019,1.0,141 WEST   10 STREET MANHATTAN NY 10014
8790,41529148,THE ORIGINAL VINCENT'S ESTABLISH 1904,2019,1.0,119 MOTT STREET MANHATTAN NY 10013
8792,41529391,CHINA WOK,2019,1.0,5813 AVENUE T BROOKLYN NY 11234
8797,41529624,MAY FLOWER NO.1 CHINESE RESTAURANT,2019,1.0,1116 CASTLETON AVENUE STATEN ISLAND NY 10310
8799,41529658,DE LILLO PASTRY SHOP,2019,1.0,610 EAST  187 STREET BRONX NY 10458
8803,41529719,WING HUA II,2019,1.0,223 CHURCH AVENUE BROOKLYN NY 11218
8805,41529756,CHIQUITA'S RESTAURANT,2019,1.0,6059 MYRTLE AVENUE QUEENS NY 11385
8809,41529941,SUNSHINE BAKERY & CAFE,2019,1.0,8402 QUEENS BOULEVARD QUEENS NY 11373
8812,41530056,TACO KING,2019,4.0,6405 108 STREET QUEENS NY 11375
8814,41530089,BROOKLYNEER,2019,1.0,220 WEST HOUSTON STREET MANHATTAN NY 10014
8818,41530529,SABOR LATINO,2019,1.0,347 UNION AVENUE BROOKLYN NY 11211
8822,41530741,NATIONAL,2019,3.0,723 FULTON STREET BROOKLYN NY 11217
8825,41530881,MARCO POLO PIZZA & DELI,2019,1.0,1289 MADISON AVENUE MANHATTAN NY 10128
8836,41532018,DANNY'S TASTY DELIGHT BAKERY/RESTAURANT,2019,1.0,778 LENOX ROAD BROOKLYN NY 11203
8839,41532069,RUBIROSA PIZZA & RISTORANTE,2019,1.0,235 MULBERRY STREET MANHATTAN NY 10012
8845,41532259,COURTNEY'S ROTISSERIE & GRILL,2019,1.0,2175 RALPH AVENUE BROOKLYN NY 11234
8847,41532448,UP AND DOWN,2019,1.0,244 WEST   14 STREET MANHATTAN NY 10011
8849,41532568,NICOLE KELLY PUB,2019,1.0,6210 WOODHAVEN BOULEVARD QUEENS NY 11374
8851,41532612,LUNA ROSSA,2019,1.0,347 EAST   85 STREET MANHATTAN NY 10028
8853,41532740,EXQUISITE RESTAURANT,2019,1.0,2905 GLENWOOD ROAD BROOKLYN NY 11210
8854,41532937,COLOMBIA FAMA BAKERY,2019,1.0,6017 ROOSEVELT AVENUE QUEENS NY 11377
8858,41533145,SAL'S PIZZERIA,2019,2.0,119 WYCKOFF AVENUE BROOKLYN NY 11237
8860,41533306,99 CENT EXPRESS PIZZA,2019,1.0,301 WEST   43 STREET MANHATTAN NY 10036
8862,41533970,DUNKIN' DONUTS,2019,3.0,2370 GRAND CONCOURSE ROAD BRONX NY 10458
8866,41534086,LA PIZZA & CONVENIENCE,2019,1.0,887 MANHATTAN AVENUE BROOKLYN NY 11222
8868,41534110,CHANG HONG,2019,2.0,409 IRVING AVENUE BROOKLYN NY 11237
8870,41534242,MCMURRAY HALL (SUNY MARITIME),2019,1.0,6 PENNYFIELD AVENUE BRONX NY 10465
8878,41535378,ELIEZER KITCHEN,2019,1.0,100 CHURCH STREET MANHATTAN NY 10007
8882,41535706,AFGHAN KEBOB HOUSE,2019,1.0,25911 HILLSIDE AVENUE QUEENS NY 11004
8886,41536484,ANITA'S LUNCHEONETTE,2019,1.0,6100 16 AVENUE BROOKLYN NY 11204
8888,41536647,HAVANA CAFE,2019,1.0,3151 EAST TREMONT AVENUE BRONX NY 10461
8890,41536710,CHIKURIN,2019,6.0,1105 QUENTIN ROAD BROOKLYN NY 11229
8896,41537422,SALERNO PIZZA,2019,1.0,2924 30 AVENUE QUEENS NY 11102
8898,41537594,TAKE AWAY CAFE in REBEKAH REHAB EXTENDED CARE CENTER,2019,1.0,1072 HAVEMEYER AVENUE BRONX NY 10462
8899,41537807,LIBERTY DINER,2019,1.0,2059 WILLIAMSBRIDGE ROAD BRONX NY 10461
8903,41538119,HANSON DRY,2019,1.0,925 FULTON STREET BROOKLYN NY 11238
8905,41538121,SLICE & CO. BRICK OVEN PIZZA,2019,2.0,527 6 AVENUE MANHATTAN NY 10011
8911,41538728,BOWLMOR LANE,2019,1.0,222 WEST   44 STREET MANHATTAN NY 10036
8916,41539016,SUBWAY,2019,1.0,610 GATEWAY CENTER BLVD BRONX NY 10451
8918,41539151,DUNKIN' DONUTS,2019,1.0,2317 RALPH AVENUE BROOKLYN NY 11234
8921,41539256,WINGSTOP,2019,1.0,3114 STEINWAY STREET QUEENS NY 11103
8924,41539265,LA CAVA,2019,1.0,939 2 AVENUE MANHATTAN NY 10022
8926,41539269,LOMA COFFEE SHOP II,2019,3.0,1571 BROADWAY BROOKLYN NY 11207
8929,41539580,LAS AMERICAS BAKERY,2019,1.0,9304 37 AVENUE QUEENS NY 11372
8932,41539593,COATZINGO RESTAURANT,2019,2.0,7911 ROOSEVELT AVENUE QUEENS NY 11372
8933,41539722,BOB'S DISCOUNT FURNITURE,2019,1.0,7225 WOODHAVEN BOULEVARD QUEENS NY 11385
8937,41539993,FU MUN LOU,2019,1.0,5405 8 AVENUE BROOKLYN NY 11220
8943,41540355,LITTLE CAESARS,2019,1.0,119 WEST KINGSBRIDGE ROAD BRONX NY 10468
8948,41540924,TOWER CAFE (HUTCH METRO CENTER),2019,1.0,1250 WATERS PLACE BRONX NY 10461
8950,41540996,MEDI WINEBAR,2019,2.0,811 9 AVENUE MANHATTAN NY 10019
8952,41541049,CHINA DRAGON,2019,2.0,1944A 37 STREET QUEENS NY 11105
8955,41541376,CALEXICO,2019,1.0,645 MANHATTAN AVENUE BROOKLYN NY 11222
8960,41541674,IHOP,2019,1.0,11000 FLATLANDS AVENUE BROOKLYN NY 11207
8962,41541676,SKY ICE,2019,1.0,63 5 AVENUE BROOKLYN NY 11217
8965,41541793,SOPHIE'S CUBAN CUISINE,2019,1.0,21 WEST   45 STREET MANHATTAN NY 10036
8974,41542492,FAR EAST SZECHUAN KITCHEN,2019,1.0,7104 KISSENA BOULEVARD QUEENS NY 11367
8979,41542821,HARNEY & SONS TEA,2019,1.0,433 BROOME STREET MANHATTAN NY 10013
8981,41543097,RUBBY PIZZERIA RESTAURANT,2019,1.0,862 10 AVENUE MANHATTAN NY 10019
8984,41543275,EL CACTO,2019,1.0,54 EAST   13 STREET MANHATTAN NY 10003
8988,41543410,RED ROOSTER HARLEM,2019,1.0,310 LENOX AVENUE MANHATTAN NY 10027
8990,41543465,Konditori,2019,1.0,186 5 AVENUE BROOKLYN NY 11217
8994,41543811,BIG JOHN'S COFFEE SHOP & GRILL,2019,1.0,865 4 AVENUE BROOKLYN NY 11232
8999,41543885,THE DUTCH,2019,1.0,131 SULLIVAN STREET MANHATTAN NY 10012
9005,41544542,PRET A MANGER,2019,1.0,389 5 AVENUE MANHATTAN NY 10016
9007,41544554,U LIKE CHINESE RESTAURANT,2019,2.0,602 MARCY AVENUE BROOKLYN NY 11206
9011,41544844,MANGIA,2019,2.0,50 WEST   57 STREET MANHATTAN NY 10019
9016,41545583,GAIA ITALIAN CAFE,2019,1.0,251 EAST HOUSTON STREET MANHATTAN NY 10002
9021,41545605,KAVA CAFE,2019,1.0,803 WASHINGTON STREET MANHATTAN NY 10014
9028,41546229,JOE'S PIZZA,2019,1.0,3009A MIDDLETOWN ROAD BRONX NY 10461
9029,41546338,BBQ CHICKEN,2019,2.0,25116 NORTHERN BOULEVARD QUEENS NY 11362
9032,41546741,JUNIPER,2019,1.0,112 BERRY STREET BROOKLYN NY 11249
9034,41546775,MURPHY'S TAVERN,2019,1.0,6 STONE STREET MANHATTAN NY 10004
9036,41546871,GOODFELLA'S,2019,2.0,1817 VICTORY BOULEVARD STATEN ISLAND NY 10314
9038,41546986,BEDLAM,2019,2.0,40 AVENUE C MANHATTAN NY 10009
9042,41547117,PICCOLI,2019,1.0,157 PROSPECT PARK SOUTH WEST BROOKLYN NY 11218
9045,41547298,FRAUNCES TAVERN,2019,3.0,54 PEARL STREET MANHATTAN NY 10004
9047,41547472,MAOZ Falafel & Grill,2019,1.0,683 8 AVENUE MANHATTAN NY 10036
9050,41547596,FUJI SUSHI BEDFORD,2019,2.0,1185 BEDFORD AVENUE BROOKLYN NY 11216
9052,41547684,PLANET WINGS,2019,2.0,480 FOREST AVENUE STATEN ISLAND NY 10310
9055,41547909,OISHII SUSHI JAPAN`,2019,3.0,3704 DITMARS BOULEVARD QUEENS NY 11105
9060,41548238,TOP CHOICE JAMAICAN RESTAURANT,2019,6.0,686 NEREID AVENUE BRONX NY 10470
9062,41548334,55 THOMAS CAFE,2019,1.0,55 THOMAS STREET MANHATTAN NY 10013
9065,41548430,MESA AZTECA,2019,4.0,91 WYCKOFF AVENUE BROOKLYN NY 11237
9067,41548669,FOOD LIN,2019,2.0,399 5 AVENUE BROOKLYN NY 11215
9069,41548686,ABA TURKISH RESTAURANT,2019,2.0,325 WEST   57 STREET MANHATTAN NY 10019
9074,41548819,B & R SPICE WEST INDIAN FOOD,2019,1.0,11106 FARMERS BOULEVARD QUEENS NY 11412
9086,41549885,GOOD TASTE CHINESE RESTAURANT,2019,1.0,3416 BOSTON ROAD BRONX NY 10469
9090,41550291,TERRACE INN,2019,1.0,2005 FRANCIS LEWIS BOULEVARD QUEENS NY 11357
9093,41550532,SUNY MARITIME UNIVERSITY (S AND E CAFE),2019,2.0,6 PENNYFIELD AVENUE BRONX NY 10465
9094,41550602,THE PIT AT PEOPLES IMPROV THEATER,2019,2.0,123 EAST   24 STREET MANHATTAN NY 10010
9095,41550609,DOUGHNUT PLANT,2019,1.0,220 WEST   23 STREET MANHATTAN NY 10011
9099,41551304,THE COUNTER,2019,1.0,7 TIMES SQUARE MANHATTAN NY 10036
9101,41551354,PREMIUM SWEETS & RESTAURANT,2019,2.0,3714 73 STREET QUEENS NY 11372
9103,41551369,CHA PA'S VIETNAMESE EATERY,2019,2.0,314 WEST   52 STREET MANHATTAN NY 10019
9105,41551620,VAPIANO,2019,1.0,113 UNIVERSITY PLACE MANHATTAN NY 10003
9110,41552160,NAGOYA GOURMET,2019,2.0,2573 FRANCIS LEWIS BOULEVARD QUEENS NY 11358
9113,41552184,NOM WAH TEA/DIM SUM PARLOR,2019,1.0,13 DOYERS STREET MANHATTAN NY 10013
9116,41552224,BARNES & NOBLE CAFE,2019,1.0,33 EAST   17 STREET MANHATTAN NY 10003
9117,41552243,APPLEBEE'S,2019,1.0,3801 35 AVENUE QUEENS NY 11101
9122,41552659,YIP SZECHUAN RESTAURANT,2019,1.0,6541 MYRTLE AVENUE QUEENS NY 11385
9124,41553265,MARIA'S,2019,1.0,3811 BELL BOULEVARD QUEENS NY 11361
9128,41553745,HOP SHING RESTAURANT,2019,3.0,9 CHATHAM SQUARE MANHATTAN NY 10038
9143,41555573,CHINATOWN RESTAURANT,2019,2.0,2306 VOORHIES AVENUE BROOKLYN NY 11235
9146,41555596,JACQUES TORRES CHOCOLATE,2019,1.0,30 ROCKEFELLER PLAZA MANHATTAN NY 10112
9149,41555612,KINGSTON PIZZA,2019,2.0,395 KINGSTON AVENUE BROOKLYN NY 11225
9150,41555685,COLONIE,2019,1.0,127 ATLANTIC AVENUE BROOKLYN NY 11201
