,ID,RESTAURANT NAME,BOROUGH,BUILDING,STREET,ZIPCODE,INSPECTION YEAR,GRADE,NUMBER OF CRITICAL VIOLATIONS
8204,41476586,LUCKY 11 BAKERY,BROOKLYN,6322,11 AVENUE,11219,2019,0,1.0
8205,41476602,PARIS BAGUETTE,QUEENS,15624,NORTHERN BOULEVARD,11354,2018,0,1.6666666666666667
8206,41476932,POPBAR,MANHATTAN,5,CARMINE STREET,10014,2018,0,1.0
8207,41476932,POPBAR,MANHATTAN,5,CARMINE STREET,10014,2019,0,1.0
8208,41476982,JOHNNY'S BAKERY,BRONX,1365,PROSPECT AVENUE,10459,2018,0,1.0
8209,41477010,DUTCH KILLS,QUEENS,2724,JACKSON AVENUE,11101,2018,0,2.5
8210,41477055,PAPASITO MEXICAN GRILL,MANHATTAN,223,DYCKMAN STREET,10034,2018,0,1.0
8211,41477087,LE GAMIN,BROOKLYN,108,FRANKLIN STREET,11222,2018,0,2.0
8212,41477087,LE GAMIN,BROOKLYN,108,FRANKLIN STREET,11222,2019,0,4.0
8213,41477231,DINO,BROOKLYN,222,DEKALB AVENUE,11205,2018,0,1.0
8214,41477315,MEL'S BURGER BAR,MANHATTAN,2850,BROADWAY,10025,2018,0,2.0
8215,41477315,MEL'S BURGER BAR,MANHATTAN,2850,BROADWAY,10025,2019,0,1.0
8216,41477406,CIBAO RESTAURANT,QUEENS,10422B,NORTHERN BOULEVARD,11368,2018,0,1.0
8217,41477406,CIBAO RESTAURANT,QUEENS,10422B,NORTHERN BOULEVARD,11368,2019,0,1.0
8218,41477434,LITTLE CAESARS,BRONX,4,WEST MOUNT EDEN AVENUE,10452,2019,0,1.0
8219,41477483,HOLIDAY INN EXPRESS - MANHATTAN,MANHATTAN,232,WEST   29 STREET,10001,2018,0,1.0
8220,41477498,SWEET SWEET SUE'S,STATEN ISLAND,895,ANNADALE ROAD,10312,2019,0,1.0
8221,41477524,AMERICAN LEGION VETERANS POST,MANHATTAN,248,WEST  132 STREET,10027,2018,0,1.0
8222,41477524,AMERICAN LEGION VETERANS POST,MANHATTAN,248,WEST  132 STREET,10027,2019,0,2.0
8223,41477654,THE HORSEBOX,MANHATTAN,218,AVENUE A,10009,2018,0,1.0
8224,41477814,2 BROS PIZZA/ CORVO COFFEE,MANHATTAN,542,9 AVENUE,10018,2018,0,1.0
8225,41477830,RESIDENCE INN TIMES SQUARE,MANHATTAN,1033,6 AVENUE,10018,2018,0,1.0
8226,41477830,RESIDENCE INN TIMES SQUARE,MANHATTAN,1033,6 AVENUE,10018,2019,0,1.0
8227,41477872,BANC CAFE,MANHATTAN,431,3 AVENUE,10016,2018,0,1.0
8228,41477872,BANC CAFE,MANHATTAN,431,3 AVENUE,10016,2019,0,2.0
8229,41477916,PIZZA BY CERTE,MANHATTAN,132,EAST   56 STREET,10022,2018,0,2.0
8230,41477916,PIZZA BY CERTE,MANHATTAN,132,EAST   56 STREET,10022,2019,0,1.0
8231,41477944,RARE BAR  AND  GRILL,MANHATTAN,152,WEST   26 STREET,10001,2018,0,2.0
8232,41477944,RARE BAR  AND  GRILL,MANHATTAN,152,WEST   26 STREET,10001,2019,0,2.0
8233,41477995,RJC FAMILY'S CAFE,BRONX,2378,JEROME AVENUE,10468,2019,0,1.0
8234,41478014,SUBWAY,BRONX,1490,BOSTON ROAD,10460,2019,0,1.0
8235,41478031,GUY & GALLARD,MANHATTAN,240,WEST   40 STREET,10018,2018,0,1.0
8236,41478388,18 RESTAURANT,MANHATTAN,240,EAST   81 STREET,10028,2018,0,2.0
8237,41478393,THE DISTILLERY,MANHATTAN,785,9 AVENUE,10019,2018,0,1.0
8238,41478428,BARD BASEMENT FACULTY KITCHEN,MANHATTAN,50,HAVEN AVENUE,10032,2018,0,1.0
8239,41478516,LOWLANDS BAR,BROOKLYN,543,3 AVENUE,11215,2018,0,1.0
8240,41478531,THE RED LION,MANHATTAN,151,BLEECKER STREET,10012,2019,0,1.0
8241,41478586,JJ'S COFFEE SHOP AND RESTAURANT FRITAILLE,BROOKLYN,4021,GLENWOOD ROAD,11210,2018,0,1.0
8242,41478736,EXCLUSIVE PIZZA,MANHATTAN,810,WEST  181 STREET,10033,2018,0,1.0
8243,41478736,EXCLUSIVE PIZZA,MANHATTAN,810,WEST  181 STREET,10033,2019,0,1.0
8244,41478828,LITTLE LUZZO'S,MANHATTAN,119,EAST   96 STREET,10128,2018,0,1.0
8245,41478974,BIG DADDY'S,MANHATTAN,2454,BROADWAY,10024,2018,0,1.0
8246,41478979,SUBWAY,MANHATTAN,666,5 AVENUE,10103,2018,0,2.0
8247,41479049,MARGHERITA'S PIZZA,BRONX,945,EAST  163 STREET,10459,2018,0,1.0
8248,41479157,CHEAP SHOTS SPORTS BAR  and  LOUNGE,QUEENS,14905,UNION TURNPIKE,11367,2018,0,1.0
8249,41479157,CHEAP SHOTS SPORTS BAR  and  LOUNGE,QUEENS,14905,UNION TURNPIKE,11367,2019,0,1.0
8250,41479185,PENNY FARTHING RESTAURANT,MANHATTAN,103,3 AVENUE,10003,2018,0,2.0
8251,41479185,PENNY FARTHING RESTAURANT,MANHATTAN,103,3 AVENUE,10003,2019,0,1.0
8252,41479209,MAI THAI,BROOKLYN,4618,8 AVENUE,11220,2018,0,1.5
8253,41479209,MAI THAI,BROOKLYN,4618,8 AVENUE,11220,2019,0,1.0
8254,41479303,GOTHAM PIZZA,MANHATTAN,1667,1 AVENUE,10028,2018,0,2.0
8255,41479685,FISH BONE,BROOKLYN,4525,CHURCH AVENUE,11203,2018,0,1.0
8256,41479685,FISH BONE,BROOKLYN,4525,CHURCH AVENUE,11203,2019,0,1.0
8257,41479922,KENNEDY FRIED CHICKEN,BRONX,495,EAST  138 STREET,10454,2018,0,1.0
8258,41479967,BAB ALHARA,BROOKLYN,376,86 STREET,11209,2018,0,1.0
8259,41479967,BAB ALHARA,BROOKLYN,376,86 STREET,11209,2019,0,1.0
8260,41479993,ROTI EXPRESS,QUEENS,17321,JAMAICA AVENUE,11432,2018,0,1.0
8261,41480022,LAVO NEW YORK,MANHATTAN,39,EAST 58TH STREET,10022,2018,0,1.0
8262,41480022,LAVO NEW YORK,MANHATTAN,39,EAST 58TH STREET,10022,2019,0,1.0
8263,41480070,ROYAL FRIED CHICKEN,BROOKLYN,496,ROCKAWAY PARKWAY,11212,2018,0,2.0
8264,41480070,ROYAL FRIED CHICKEN,BROOKLYN,496,ROCKAWAY PARKWAY,11212,2019,0,1.0
8265,41480215,PECTOPAH TYPMAH (GURMAN RESTAURANT),BROOKLYN,2402,CONEY ISLAND AVENUE,11223,2018,0,1.0
8266,41480255,CHARLEY'S PHILLY STEAKS,BROOKLYN,5100,KINGS PLAZA,11234,2018,0,2.3333333333333335
8267,41480255,CHARLEY'S PHILLY STEAKS,BROOKLYN,5100,KINGS PLAZA,11234,2019,0,1.0
8268,41480283,CONNIE'S DELI,BRONX,240,EAST  204 STREET,10458,2018,0,1.0
8269,41480332,CASCADE CAFE,MANHATTAN,900,8 AVENUE,10019,2018,0,1.0
8270,41480432,GINO'S PIZZA,MANHATTAN,81,CATHERINE STREET,10038,2018,0,3.0
8271,41480432,GINO'S PIZZA,MANHATTAN,81,CATHERINE STREET,10038,2019,0,1.0
8272,41480442,ATLANTICA,MANHATTAN,PIER 62,CHELSEA PIERS,10014,2018,0,1.0
8273,41480500,BLACK GOLD,BROOKLYN,461,COURT STREET,11231,2018,0,1.0
8274,41480580,RANDY'S CHINESE RESTAURANT,QUEENS,1693,PUTNAM AVENUE,11385,2018,0,1.0
8275,41480930,THE CAFE AT BOB'S,QUEENS,13107,40 ROAD,11354,2018,0,1.0
8276,41480930,THE CAFE AT BOB'S,QUEENS,13107,40 ROAD,11354,2019,0,1.0
8277,41481099,COMPLETE BODY & SPA,MANHATTAN,301,EAST   57 STREET,10022,2018,0,1.0
8278,41481099,COMPLETE BODY & SPA,MANHATTAN,301,EAST   57 STREET,10022,2019,0,1.0
8279,41481377,MADERA CUBAN GRILL,QUEENS,4729,VERNON BOULEVARD,11101,2018,0,1.0
8280,41481377,MADERA CUBAN GRILL,QUEENS,4729,VERNON BOULEVARD,11101,2019,0,1.0
8281,41481394,GRAMERCY GRILL,MANHATTAN,32,LEXINGTON AVENUE,10010,2018,0,1.0
8282,41481494,JACK STUDIOS,MANHATTAN,601,WEST   26 STREET,10001,2018,0,1.0
8283,41481494,JACK STUDIOS,MANHATTAN,601,WEST   26 STREET,10001,2019,0,2.0
8284,41481717,PJ RESTAURANT & BAKERY,BROOKLYN,1339,ST JOHNS PLACE,11213,2018,0,2.0
8285,41481717,PJ RESTAURANT & BAKERY,BROOKLYN,1339,ST JOHNS PLACE,11213,2019,0,1.5
8286,41481734,AVE'S COFFEE,MANHATTAN,23,WEST   47 STREET,10036,2018,0,1.0
8287,41481812,99 CENT FRESH PIZZA,MANHATTAN,201,EAST   34 STREET,10016,2018,0,1.0
8288,41482047,MUSCLE MAKER GRILL,BRONX,4041,EAST TREMONT AVENUE,10465,2018,0,1.0
8289,41482120,LOTUS LUCKY EXPRESS,MANHATTAN,4840,BROADWAY,10034,2018,0,1.0
8290,41482441,GOLDEN MANNA BAKERY,MANHATTAN,16,BOWERY ST,10013,2018,0,2.0
8291,41482610,VAMOS AL TEQUILA,BROOKLYN,162,FRANKLIN STREET,11222,2018,0,1.0
8292,41482806,DUNKIN' DONUTS,BROOKLYN,809,GRAND STREET,11211,2018,0,1.0
8293,41482939,NUEVO SABOR RESTAURANT,MANHATTAN,4032,10 AVENUE,10034,2018,0,1.0
8294,41483265,CHARLYS,MANHATTAN,110,TRINITY PLACE,10006,2018,0,3.0
8295,41483297,CO BA RESTAURANT,MANHATTAN,110,9TH AVE,10011,2018,0,2.0
8296,41483427,TIELLA RESTAURANT,MANHATTAN,1109,1 AVENUE,10065,2018,0,1.0
8297,41483790,WORLD FAMOUS NEW ORLEANS CHICKEN,BRONX,854,SOUNDVIEW AVENUE,10473,2018,0,1.0
8298,41483790,WORLD FAMOUS NEW ORLEANS CHICKEN,BRONX,854,SOUNDVIEW AVENUE,10473,2019,0,1.0
8299,41483883,BIZCOCHO DE COLORES,MANHATTAN,241,SHERMAN AVENUE,10034,2019,0,1.0
8300,41484282,THE PURPLE ROSE BAR,BROOKLYN,7217,8 AVENUE,11228,2018,0,1.0
8301,41484499,FIAT CAFE,MANHATTAN,203,MOTT STREET,10012,2018,0,1.0
8302,41485041,FULTON GRAND,BROOKLYN,1011,FULTON STREET,11238,2018,0,1.0
8303,41485091,BRAVO PIZZA,MANHATTAN,115,EAST   14 STREET,10003,2018,0,1.0
8304,41485097,NEW WONJO RESTAURANT,MANHATTAN,23,WEST   32 STREET,10001,2019,0,1.0
8305,41485121,BOHEMIAN BEER GARDEN,QUEENS,2919,24 AVENUE,11102,2018,0,1.0
8306,41485121,BOHEMIAN BEER GARDEN,QUEENS,2919,24 AVENUE,11102,2019,0,1.0
8307,41485123,OUTBACK STEAKHOUSE,QUEENS,2348,BELL BOULEVARD,11360,2018,0,2.0
8308,41485126,OUTBACK STEAKHOUSE,BROOKLYN,1475,86 STREET,11228,2018,0,1.0
8309,41485154,OUTBACK STEAKHOUSE,STATEN ISLAND,280,MARSH AVENUE,10314,2018,0,1.0
8310,41485154,OUTBACK STEAKHOUSE,STATEN ISLAND,280,MARSH AVENUE,10314,2019,0,1.0
8311,41485450,SUBWAY,QUEENS,4319,QUEENS BOULEVARD,11104,2018,0,1.0
8312,41485450,SUBWAY,QUEENS,4319,QUEENS BOULEVARD,11104,2019,0,1.0
8313,41485509,SABLE,MANHATTAN,1489,2 AVENUE,10075,2018,0,1.0
8314,41485711,MANHATTAN BEACH CONCESSION STAND,BROOKLYN,760,ORIENTAL BOULEVARD,11235,2018,0,1.0
8315,41485818,MARINE PARK GOLF COURSE,BROOKLYN,2880,FLATBUSH AVENUE,11234,2018,0,2.0
8316,41485818,MARINE PARK GOLF COURSE,BROOKLYN,2880,FLATBUSH AVENUE,11234,2019,0,1.0
8317,41486145,AMBER STEAK HOUSE,BROOKLYN,119,NASSAU AVENUE,11222,2018,0,1.0
8318,41486182,TAKE AWAY & CAFE,BROOKLYN,7006,3 AVENUE,11209,2018,0,1.3333333333333333
8319,41486332,IL TRIANGOLO,QUEENS,9601,CORONA AVENUE,11368,2018,0,1.0
8320,41486386,UMAMI BURGER,MANHATTAN,356,WEST   58 STREET,10019,2018,0,5.0
8321,41486386,UMAMI BURGER,MANHATTAN,356,WEST   58 STREET,10019,2019,0,2.0
8322,41486399,TAQUERIA Y FONDA LA MEXICANA,MANHATTAN,968,AMSTERDAM AVENUE,10025,2018,0,1.0
8323,41486399,TAQUERIA Y FONDA LA MEXICANA,MANHATTAN,968,AMSTERDAM AVENUE,10025,2019,0,2.0
8324,41486451,GROM,MANHATTAN,1796,BROADWAY,10019,2018,0,1.0
8325,41486522,BOXERS NYC,MANHATTAN,37,WEST   20 STREET,10011,2018,0,1.0
8326,41486575,L&Y WING HING CHINESE RESTAURANT,BRONX,1661,METROPOLITAN AVE,10462,2018,0,1.0
8327,41486645,EXECUTIVE DINNING ROOM,MANHATTAN,1,BRYANT PARK,10036,2018,0,1.0
8328,41486672,CHIPOTLE MEXICAN GRILL,MANHATTAN,101,FULTON STREET,10038,2018,0,1.5
8329,41486693,KENNEDY CHICKEN & GYROS,MANHATTAN,158,NAGLE AVENUE,10040,2018,0,1.0
8330,41486945,REGINA'S CAFE & PIZZERIA,QUEENS,17649,UNION TURNPIKE,11366,2018,0,1.0
8331,41486945,REGINA'S CAFE & PIZZERIA,QUEENS,17649,UNION TURNPIKE,11366,2019,0,1.0
8332,41486961,PINK LOTUS GOURMET,BROOKLYN,229,5 AVENUE,11215,2018,0,1.0
8333,41486983,TOWNHOUSE 275,BROOKLYN,275,94 STREET,11209,2018,0,1.0
8334,41486983,TOWNHOUSE 275,BROOKLYN,275,94 STREET,11209,2019,0,1.0
8335,41486993,BLACK MOUNTAIN,BROOKLYN,415,UNION STREET,11231,2018,0,1.0
8336,41487020,SUBWAY,BRONX,5670,RIVERDALE AVENUE,10471,2018,0,1.0
8337,41487239,HOLIDAY INN EXPRESS,QUEENS,5940,55 ROAD,11378,2018,0,1.0
8338,41487247,PICK A BAGEL,MANHATTAN,891,8 AVENUE,10019,2018,0,1.0
8339,41487247,PICK A BAGEL,MANHATTAN,891,8 AVENUE,10019,2019,0,1.0
8340,41487277,AUGURS WELL,MANHATTAN,115,ST MARKS PLACE,10009,2018,0,1.0
8341,41487277,AUGURS WELL,MANHATTAN,115,ST MARKS PLACE,10009,2019,0,1.0
8342,41487281,GOLDEN TERRACE BANQUET HALL,QUEENS,12023,ATLANTIC AVENUE,11418,2018,0,1.5
8343,41487281,GOLDEN TERRACE BANQUET HALL,QUEENS,12023,ATLANTIC AVENUE,11418,2019,0,2.0
8344,41487544,NANOOSH,MANHATTAN,173,MADISON AVENUE,10016,2018,0,1.0
8345,41487544,NANOOSH,MANHATTAN,173,MADISON AVENUE,10016,2019,0,1.0
8346,41487602,THE CAFE AT BOB,MANHATTAN,517,EAST  117 STREET,10035,2018,0,2.0
8347,41487738,MEXICAN RESTAURANT,MANHATTAN,1779,LEXINGTON AVENUE,10029,2018,0,1.0
8348,41487847,TASTE OF ITALY PIZZERIA,QUEENS,2916,CRESCENT STREET,11102,2018,0,1.0
8349,41488028,APPLEBEE'S,BROOKLYN,139,FLATBUSH AVENUE,11217,2018,0,1.0
8350,41488055,GUACUCO,BROOKLYN,44,IRVING AVENUE,11237,2019,0,1.0
8351,41488065,BOCA CHICA QUEENS,QUEENS,9620,37 AVENUE,11368,2018,0,1.0
8352,41488338,388 CAFE & DELI,MANHATTAN,1-3,ELDRIDGE STREET,10002,2018,0,1.0
8353,41488442,CHARACTERS NYC BAR & GRILL,MANHATTAN,243,WEST   54 STREET,10019,2019,0,1.0
8354,41488494,BURGOS RESTAURANT,MANHATTAN,206,DYCKMAN STREET,10040,2018,0,2.0
8355,41488530,HANG LEE RESTAURANT,MANHATTAN,666,WEST  204 STREET,10034,2018,0,1.0
8356,41488532,THE COMMODORE,BROOKLYN,366,METROPOLITAN AVENUE,11211,2018,0,4.0
8357,41488616,LIN'S GOURMET,MANHATTAN,1097,2 AVENUE,10022,2018,0,1.0
8358,41488662,PONTE EN FORMA,BRONX,2168A,ELLIS AVENUE,10462,2018,0,1.0
8359,41488716,CENTRO VIVA FELIZ,BRONX,780,LYDIG AVENUE,10462,2019,0,1.0
8360,41488795,BRISAS DEL MAR SEAFOOD MARKET,MANHATTAN,1785-1787,LEXINGTON AVENUE,10029,2018,0,1.0
8361,41488846,INTERCONTINENTAL NEW YORK TIMES SQUARE/TODD ENGLISH THE STINGER,MANHATTAN,306,WEST   44 STREET,10036,2018,0,1.0
8362,41488846,INTERCONTINENTAL NEW YORK TIMES SQUARE/TODD ENGLISH THE STINGER,MANHATTAN,306,WEST   44 STREET,10036,2019,0,1.0
8363,41488860,CARVEL ICE CREAM,QUEENS,24900,HORACE HARDING EXPRESSWAY,11362,2018,0,1.0
8364,41488981,PICCOLA STRADA RESTAURANT,MANHATTAN,77,EAST 4 STREET,10003,2018,0,1.0
8365,41489207,CAFE MARTIN,BROOKLYN,355,5 AVENUE,11215,2018,0,1.0
8366,41489207,CAFE MARTIN,BROOKLYN,355,5 AVENUE,11215,2019,0,1.0
8367,41489230,GRAND CENTRAL STAR CAFE,MANHATTAN,463,LEXINGTON AVENUE,10017,2018,0,1.0
8368,41489737,PATSY'S PIZZERIA,MANHATTAN,1279,1 AVENUE,10065,2018,0,1.5
8369,41489741,FLYNNS GARDEN INN,QUEENS,4608,SKILLMAN AVENUE,11104,2018,0,1.0
8370,41489751,HUDSON CLEARWATER,MANHATTAN,447,HUDSON STREET,10014,2018,0,1.3333333333333333
8371,41489806,MASALA TIMES,MANHATTAN,194,BLEECKER STREET,10012,2018,0,2.0
8372,41489806,MASALA TIMES,MANHATTAN,194,BLEECKER STREET,10012,2019,0,2.0
8373,41490112,VICKI'S RESTAURANT AND BAKERY,QUEENS,10216,43 AVENUE,11368,2018,0,1.0
8374,41490112,VICKI'S RESTAURANT AND BAKERY,QUEENS,10216,43 AVENUE,11368,2019,0,1.0
8375,41490195,CORNER CAFE,MANHATTAN,2518,BROADWAY,10025,2018,0,1.0
8376,41490282,LE PARISIEN,MANHATTAN,163,EAST   33 STREET,10016,2018,0,1.0
8377,41490282,LE PARISIEN,MANHATTAN,163,EAST   33 STREET,10016,2019,0,2.0
8378,41490406,KING HOUSE,BRONX,2381,WESTCHESTER AVENUE,10461,2018,0,1.0
8379,41490406,KING HOUSE,BRONX,2381,WESTCHESTER AVENUE,10461,2019,0,2.0
8380,41490493,LE PAIN QUOTIDIEN,MANHATTAN,1309,LEXINGTON AVENUE,10128,2018,0,1.0
8381,41490544,BAR PITTI,MANHATTAN,268,6 AVENUE,10014,2018,0,1.0
8382,41490544,BAR PITTI,MANHATTAN,268,6 AVENUE,10014,2019,0,1.0
8383,41490788,MIDWAY BAR,BROOKLYN,272,GRAND STREET,11211,2018,0,2.0
8384,41490991,LIPS RESTAURANT,MANHATTAN,227,EAST   56 STREET,10022,2018,0,2.0
8385,41490991,LIPS RESTAURANT,MANHATTAN,227,EAST   56 STREET,10022,2019,0,1.0
8386,41491093,HAAGEN-DAZS,MANHATTAN,55,EAST    8 STREET,10003,2018,0,2.0
8387,41491097,SUBWAY,MANHATTAN,716,3 AVENUE,10017,2018,0,1.5
8388,41491144,ANFORA,MANHATTAN,34,8 AVENUE,10014,2018,0,1.0
8389,41491151,TINY'S GIANT SANDWICH SHOP,MANHATTAN,129,RIVINGTON STREET,10002,2018,0,3.5
8390,41491151,TINY'S GIANT SANDWICH SHOP,MANHATTAN,129,RIVINGTON STREET,10002,2019,0,3.0
8391,41491173,EVE ULTRA LOUNGE,STATEN ISLAND,2354,ARTHUR KILL ROAD,10309,2018,0,2.0
8392,41491217,RIVIERA RISTORANTE,QUEENS,1712,UTOPIA PARKWAY,11357,2018,0,1.0
8393,41491314,MARIA COFFEE SHOP & RESTAURANT,BROOKLYN,1185,ROCKAWAY AVENUE,11236,2018,0,1.0
8394,41491314,MARIA COFFEE SHOP & RESTAURANT,BROOKLYN,1185,ROCKAWAY AVENUE,11236,2019,0,1.0
8395,41491315,DIG INN,MANHATTAN,17,East 17th Street,10003,2018,0,1.0
8396,41491419,ITAL FUSION,BROOKLYN,4705,CHURCH AVENUE,11203,2018,0,1.0
8397,41491419,ITAL FUSION,BROOKLYN,4705,CHURCH AVENUE,11203,2019,0,3.0
8398,41491524,LADY JAY'S,BROOKLYN,633,GRAND STREET,11211,2019,0,1.0
8399,41491686,JOSE SEAFOOD,QUEENS,8104,ROOSEVELT AVENUE,11372,2019,0,1.0
8400,41491905,HILL COUNTRY CHICKEN,MANHATTAN,1123,BROADWAY,10010,2018,0,2.0
8401,41491940,MALAPARTE,MANHATTAN,753,WASHINGTON STREET,10014,2018,0,1.0
8402,41491955,WEST SIDE STEAKHOUSE,MANHATTAN,597,10 AVENUE,10036,2018,0,1.0
8403,41492028,KING ROYAL FRIED CHICKEN,BROOKLYN,590,5 AVENUE,11215,2018,0,1.0
8404,41492204,CORCHO WINE ROOM,MANHATTAN,227,DYCKMAN STREET,10034,2018,0,3.0
8405,41492306,UNCLE MARIO'S,MANHATTAN,739,9 AVENUE,10019,2018,0,1.0
8406,41492306,UNCLE MARIO'S,MANHATTAN,739,9 AVENUE,10019,2019,0,2.0
8407,41492331,SANDRO'S LATIN FOOD RESTAURANT,QUEENS,2703,23 AVENUE,11105,2018,0,1.5
8408,41492331,SANDRO'S LATIN FOOD RESTAURANT,QUEENS,2703,23 AVENUE,11105,2019,0,3.0
8409,41492556,THE BURGER BISTRO,BROOKLYN,7217,3 AVENUE,11209,2018,0,2.0
8410,41492592,SOHO CAFE & GRILL,BROOKLYN,215,CHURCH AVENUE,11218,2018,0,1.0
8411,41492690,KENNEDY FRIED CHICKEN,BROOKLYN,2788,FULTON STREET,11207,2018,0,1.5
8412,41492690,KENNEDY FRIED CHICKEN,BROOKLYN,2788,FULTON STREET,11207,2019,0,2.0
8413,41492701,FIVE GUYS FAMOUS BURGERS AND FRIES,MANHATTAN,36,WEST   48 STREET,10036,2018,0,1.0
8414,41493180,ARTICHOKE BASILLE'S PIZZA & BAR,MANHATTAN,457,WEST   17 STREET,10011,2018,0,1.0
8415,41493226,SKY ROOM,MANHATTAN,330,WEST   40 STREET,10018,2018,0,1.0
8416,41493226,SKY ROOM,MANHATTAN,330,WEST   40 STREET,10018,2019,0,2.0
8417,41493340,TOKYO HOUSE JAPANESE RESTAURANT,BRONX,5648,RIVERDALE AVENUE,10471,2018,0,1.0
8418,41493707,SUSHI CHOSI,MANHATTAN,77,IRVING PLACE,10003,2018,0,1.0
8419,41493787,ORIENT EXPRESS,MANHATTAN,325,WEST   11 STREET,10014,2018,0,1.0
8420,41493832,BONCHON,MANHATTAN,207,WEST   38 STREET,10018,2018,0,1.0
8421,41493832,BONCHON,MANHATTAN,207,WEST   38 STREET,10018,2019,0,1.0
8422,41494100,CAFE LAFAYETTE,MANHATTAN,80,LAFAYETTE STREET,10013,2018,0,1.0
8423,41494135,LE PAIN QUOTiDIEN,MANHATTAN,2,WEST   69 STREET,10023,2018,0,1.0
8424,41494201,GUAYACAN BAR & LOUNGE,QUEENS,18417,JAMAICA AVENUE,11423,2018,0,1.0
8425,41494274,ORIENTAL CHINESE KITCHEN,BROOKLYN,390,NEPTUNE AVENUE,11235,2018,0,1.0
8426,41494274,ORIENTAL CHINESE KITCHEN,BROOKLYN,390,NEPTUNE AVENUE,11235,2019,0,1.0
8427,41494286,BANH MI SAIGON BAKERY,MANHATTAN,198,GRAND STREET,10013,2018,0,1.0
8428,41494299,ASTORIA BOWL,QUEENS,1945,49 STREET,11105,2018,0,1.0
8429,41494299,ASTORIA BOWL,QUEENS,1945,49 STREET,11105,2019,0,1.0
8430,41494322,SANS,BROOKLYN,329,SMITH STREET,11231,2018,0,1.0
8431,41494383,LEMON LIFE,MANHATTAN,255,EAST  110 STREET,10029,2018,0,2.0
8432,41494383,LEMON LIFE,MANHATTAN,255,EAST  110 STREET,10029,2019,0,1.0
8433,41494911,NAPOLI PIZZERIA,STATEN ISLAND,1206,VICTORY BOULEVARD,10301,2018,0,1.5
8434,41494987,BROOKLYN FARMACY AND SODA FOUNTAIN,BROOKLYN,513,HENRY STREET,11231,2018,0,2.0
8435,41494987,BROOKLYN FARMACY AND SODA FOUNTAIN,BROOKLYN,513,HENRY STREET,11231,2019,0,1.0
8436,41495114,THE NARROWS,BROOKLYN,1037,FLUSHING AVENUE,11237,2018,0,1.0
8437,41495492,"DUNKIN' DONUTS, BASKIN ROBBINS",BROOKLYN,3015,MERMAID AVENUE,11224,2018,0,1.0
8438,41495497,DUNKIN',BROOKLYN,1410,AVENUE J,11230,2018,0,1.0
8439,41495497,DUNKIN',BROOKLYN,1410,AVENUE J,11230,2019,0,1.0
8440,41495525,SINGAS FAMOUS PIZZA,BROOKLYN,512,GRAND STREET,11211,2018,0,1.0
8441,41495573,TERAKAWA RAMEN,MANHATTAN,885,9 AVENUE,10019,2018,0,2.0
8442,41495573,TERAKAWA RAMEN,MANHATTAN,885,9 AVENUE,10019,2019,0,2.0
8443,41495778,ORIGINAL MAMA'S EMPANADAS,QUEENS,7617,ROOSEVELT AVENUE,11372,2018,0,1.0
8444,41495866,SUBWAY,BRONX,1024,LONGWOOD AVENUE,10459,2018,0,1.0
8445,41495866,SUBWAY,BRONX,1024,LONGWOOD AVENUE,10459,2019,0,1.0
8446,41495887,REVIVE (NORTH CONCOURSE) GATE 25,QUEENS,0,JFK INT'L AIRPORT,11430,2018,0,1.0
8447,41495911,ARIA,MANHATTAN,117,PERRY STREET,10014,2018,0,3.0
8448,41495962,LIC MARKET,QUEENS,2152,44 DRIVE,11101,2018,0,2.0
8449,41496092,STARBUCKS,MANHATTAN,45,WEST    4 STREET,10012,2018,0,1.0
8450,41496204,ALITALIA PIZZA RESTAURANT,BRONX,1138,EAST TREMONT AVENUE,10460,2018,0,3.0
8451,41496204,ALITALIA PIZZA RESTAURANT,BRONX,1138,EAST TREMONT AVENUE,10460,2019,0,1.0
8452,41496435,PAPAYA KING,MANHATTAN,179,EAST   86 STREET,10028,2018,0,1.0
8453,41496506,WHITMAN'S,MANHATTAN,406,EAST    9 STREET,10009,2018,0,2.0
8454,41496664,CLINTON PARK CAFE,BROOKLYN,274,HALL STREET,11205,2018,0,1.0
8455,41497079,WEN GEE HOUSE,BROOKLYN,287,VAN BRUNT STREET,11231,2018,0,1.0
8456,41497079,WEN GEE HOUSE,BROOKLYN,287,VAN BRUNT STREET,11231,2019,0,1.0
8457,41497089,EL NUEVO TAINO,MANHATTAN,2228,AMSTERDAM AVENUE,10032,2018,0,1.0
8458,41497089,EL NUEVO TAINO,MANHATTAN,2228,AMSTERDAM AVENUE,10032,2019,0,1.0
8459,41497107,MYUNG SAN RESTAURANT,QUEENS,16221,DEPOT ROAD,11358,2018,0,1.0
8460,41497122,XI'AN FAMOUS FOODS,MANHATTAN,81,ST MARKS PLACE,10003,2018,0,1.0
8461,41497254,D NAPOLI PIZZA,MANHATTAN,906,3 AVENUE,10022,2018,0,1.0
8462,41497254,D NAPOLI PIZZA,MANHATTAN,906,3 AVENUE,10022,2019,0,1.0
8463,41497403,BASICS CAFETERIA,BRONX,1064,FRANKLIN AVENUE,10456,2018,0,1.0
8464,41497405,COTTA BENE,BROOKLYN,291,3 AVENUE,11215,2018,0,2.0
8465,41497405,COTTA BENE,BROOKLYN,291,3 AVENUE,11215,2019,0,5.0
8466,41497410,SALAAM BOMBAY,MANHATTAN,319,GREENWICH STREET,10013,2018,0,1.0
