,ID,RESTAURANT NAME,INSPECTION YEAR,NUMBER OF NON-CRITICAL VIOLATIONS,ADDRESS
12770,50001014,ANA'S BAKERY & CAFE,2018,1.0,2125-27 WILLIAMSBRIDGE RD BRONX NY 10461
12772,50001015,TRA DI NOI,2018,2.0,622 E 187TH ST BRONX NY 10458
12773,50001017,CROWN FRIED CHICKEN,2018,2.0,2333 1ST  AVE MANHATTAN NY 10035
12775,50001024,BETWEEN THE BUN,2018,1.0,131-03 101ST AVE QUEENS NY 11419
12777,50001029,EL VIEJO GRAN CAFE,2018,2.0,498 E 138TH ST BRONX NY 10454
12779,50001036,LAS DELICIAS,2018,1.0,217-19 JAMAICA AVE QUEENS NY 11428
12780,50001038,EL GRAN VALLE RESTAURANT,2018,2.0,1846 JEROME AVENUE BRONX NY 10453
12782,50001044,ULTIMATE GRILL,2018,1.0,1343 E GUN HILL RD BRONX NY 10469
12783,50001045,BEN & JERRY'S,2018,1.0,200 W. 44TH STREET MANHATTAN NY 10036
12784,50001048,99 CENTS BEST & FRESH PIZZA,2018,1.0,166 WEST 27 STREET MANHATTAN NY 10001
12786,50001049,COMFORT INN,2018,1.0,548 WEST 48TH STREET MANHATTAN NY 10036
12787,50001054,HOLIDAY INN EXPRESS,2018,1.0,538 WEST 48TH STREET MANHATTAN NY 10036
12788,50001058,EL BLOQUE DELI,2018,2.5,13207 JAMAICA AVE QUEENS NY 11418
12789,50001060,TAQUERIA CHILA,2018,1.0,8628 ROOSEVELT AVE QUEENS NY 11372
12791,50001062,ZZ CLAM BAR,2018,1.0,169 THOMPSON ST MANHATTAN NY 10012
12792,50001063,PENNYLANE COFFEE,2018,2.0,305 E 45TH STREET MANHATTAN NY 10017
12793,50001069,UMA'S,2018,1.0,92-07 ROCKAWAY BEACH BLVD QUEENS NY 11693
12795,50001072,HI-COLLAR,2018,2.0,214 EAST 10 STREET MANHATTAN NY 10003
12796,50001073,LE BARATIN,2018,1.0,26 GREENWICH AVE MANHATTAN NY 10011
12798,50001076,MILK & HONEY CAFE,2018,1.0,1119 NEWKIRK AVE BROOKLYN NY 11230
12799,50001077,BUFFALO WILD WINGS,2018,1.0,107-16 71ST AVENUE QUEENS NY 11375
12801,50001084,SUSHIYAMA ASIAN FUSION,2018,1.3333333333333333,6612 AVE U BROOKLYN NY 11234
12802,50001085,DUNKIN' DONUTS,2018,1.0,49 NASSAU ST MANHATTAN NY 10038
12803,50001090,DRAGON CHINA RESTAURANT ON BAYRIDGE,2018,1.0,7917 3RD AVE BROOKLYN NY 11209
12806,50001105,STAGECOACH TAVERN,2018,1.0,834 7TH AVENUE MANHATTAN NY 10019
12808,50001107,CHINESE MUSICIAN RESTAURANT,2018,1.5,151 GREENPOINT AVE BROOKLYN NY 11222
12809,50001108,BEST DOUBLE DRAGON RESTAURANT,2018,2.0,1207 MCDONALD AVE BROOKLYN NY 11230
12811,50001109,LE BILBOQUET,2018,1.0,20 E 60TH ST MANHATTAN NY 10022
12813,50001114,Pick-A-Bagel,2018,2.0,1101 LEXINGTON AVE MANHATTAN NY 10075
12815,50001115,THE GRANGE BAR & EATERY,2018,1.0,1635 AMSTERDAM AVENUE MANHATTAN NY 10031
12817,50001118,SHEN ZHOU RESTAURANT,2018,2.0,159 WILSON AVE BROOKLYN NY 11237
12818,50001122,NONNO'S PIZZA,2018,1.0,8816 3RD AVE BROOKLYN NY 11209
12820,50001125,AMBY'S RESTAURANT,2018,1.5,46 RALPH AVENUE BROOKLYN NY 11221
12821,50001132,WANG JIANG RESTAURANT,2018,1.0,403 JERSEY ST STATEN ISLAND NY 10301
12822,50001148,MCDONALD'S,2018,2.0,148 WEST 125 ST MANHATTAN NY 10027
12825,50001162,APPLEBEE'S,2018,1.0,1217 SURF AVE BROOKLYN NY 11224
12826,50001168,CHINA KING,2018,2.0,1213 E 233RD ST BRONX NY 10466
12828,50001170,THE GREEK,2018,1.0,458 GREENWICH STREET MANHATTAN NY 10013
12829,50001172,POPEYES LOUISIANA KITCHEN,2018,1.0,11725 FARMERS BLVD QUEENS NY 11412
12831,50001174,POPEYES LOUISIANA KITCHEN,2018,1.0,85-15 ROCKAWAY BEACH BLVD QUEENS NY 11693
12833,50001179,XING'S CHEF CHINESE FOOD,2018,1.0,4620B DITMARS BLVD QUEENS NY 11105
12834,50001189,CENT'ANNI,2018,2.0,742 FRANKLIN AVE BROOKLYN NY 11238
12835,50001192,88 CAFE,2018,1.0,82-79 BROADWAY QUEENS NY 11373
12837,50001193,EL NUEVO YAUCO RESTAURANT,2018,2.0,465A BUSHWICK AVE BROOKLYN NY 11206
12839,50001201,PORTO BELLO PIZZERIA & RESTAURANT,2018,1.0,43-18 DITMARS BLVD QUEENS NY 11105
12841,50001204,MON CHER MARKET,2018,1.0,339 BROADWAY MANHATTAN NY 10013
12844,50001212,JM COFFEE SHOP & BAKERY,2018,1.5,171-06 JAMAICA AVE QUEENS NY 11432
12845,50001215,BYUNG CHUN SOON DAE,2018,2.0,15603 NORTHERN BLVD QUEENS NY 11354
12847,50001225,THE FLYING COCK PUB,2018,1.0,497 3RD AVE MANHATTAN NY 10016
12848,50001226,PATTIE HUT,2018,1.5,516 NOSTRAND AVENUE BROOKLYN NY 11216
12849,50001228,MOTORINO PIZZERIA,2018,1.5,139 BROADWAY BROOKLYN NY 11211
12850,50001233,KINJO,2018,3.0,1 GREENE AVE BROOKLYN NY 11238
12851,50001236,LA GLORIA,2018,1.5,86-13 NORTHERN BOULEVARD QUEENS NY 11372
12852,50001241,SHEEZAN RESTAURANT,2018,2.0,183 CHURCH STREET MANHATTAN NY 10007
12853,50001249,TIGIN IRISH PUB/PEETS COFFEE&TEA/CANAL STREET NOODLE HOUSE,2018,1.5,NKA JFK INTERNATIONAL AIRPORT QUEENS NY 11430
12854,50001251,DON POLLO,2018,1.0,4106 GREENPOINT AVE QUEENS NY 11104
12855,50001253,XING WANG NO.1,2018,1.0,62 W BURNSIDE AVE BRONX NY 10453
12857,50001255,THE MILLING ROOM,2018,1.0,446 COLUMBUS AVE MANHATTAN NY 10024
12858,50001256,HAN DYNASTY,2018,1.0,90 3RD AVE MANHATTAN NY 10003
12859,50001258,LOCANDA MARIELLA,2018,1.0,492 6 AVENUE BROOKLYN NY 11215
12861,50001260,NO 8 CHINESE RESTAURANT,2018,1.0,694 THWAITES PL BRONX NY 10467
12863,50001261,TACOMBI AT FONDA NOLITA,2018,1.0,267 ELIZABETH STREET MANHATTAN NY 10012
12865,50001262,BRYANT PARK GRILL,2018,2.0,25 WEST 40TH STREET MANHATTAN NY 10018
12867,50001266,ENTHAICE THAI KITCHEN,2018,1.0,33-20 31 AVENUE QUEENS NY 11106
12868,50001270,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,2018,1.0,1706 ATLANTIC AVE BROOKLYN NY 11213
12869,50001277,NAGLE BAKERY,2018,2.0,121B NAGLE AVENUE MANHATTAN NY 10040
12871,50001282,WAHI DINER,2018,1.0,3915 BROADWAY MANHATTAN NY 10032
12873,50001295,CAPRICES BY SOPHIE,2018,1.0,138 N6TH STREET BROOKLYN NY 11249
12875,50001298,The Rookery,2018,1.0,425 TROUTMAN ST BROOKLYN NY 11237
12877,50001301,JS PERRY'S DINER,2018,1.5,2783 3RD AVE BRONX NY 10455
12878,50001303,PRET A MANGER,2018,1.0,319 BROADWAY MANHATTAN NY 10007
12880,50001311,BELL GARDEN,2018,1.0,39-21 BELL BLVD QUEENS NY 11361
12882,50001313,NEW GOLDEN RESTAURANT,2018,1.0,1483 FLATBUSH AVENUE BROOKLYN NY 11210
12883,50001315,FRESH & CO.,2018,2.0,127 E. 60TH ST MANHATTAN NY 10022
12884,50001318,KOLMARO,2018,1.0,185 SHERMAN AVENUE MANHATTAN NY 10034
12887,50001324,DUNKIN' DONUTS,2018,1.0,10711 ROCKAWAY BLVD QUEENS NY 11417
12890,50001330,El BORN,2018,1.0,651 MANHATTAN AVENUE BROOKLYN NY 11222
12891,50001340,BLUESTONE LANE COFFEE,2018,1.0,805 THIRD AVENUE MANHATTAN NY 10022
12892,50001347,Nomura Cafe,2018,2.0,309 W 49 ST MANHATTAN NY 10019
12893,50001348,Nomura cafeteria( 25 th floor),2018,2.0,309 W 49 ST MANHATTAN NY 10019
12895,50001350,NOMURA CAFE (5TH FL NOMURA CAFE),2018,1.0,309 WEST 49TH STREET MANHATTAN NY 10019
12896,50001353,SAZON'S NUNEZ,2018,2.5,96 WYCKOFF AVE BROOKLYN NY 11237
12897,50001356,HONG BAO RESTAURANT,2018,1.0,4915 8 AVE BROOKLYN NY 11220
12899,50001368,TEA FLOWER BAKERY,2018,2.0,6623 FORT HAMILTON PARKWAY BROOKLYN NY 11219
12901,50001372,SAYRAS WINE BAR,2018,2.0,9111 ROCKAWAY BEACH BLVD QUEENS NY 11693
12903,50001378,THIRD RAIL COFFEE,2018,1.0,159 2ND AVENUE MANHATTAN NY 10003
12904,50001381,FLATIRON HALL,2018,2.0,38 WEST 26TH ST MANHATTAN NY 10010
12905,50001385,EL RANCHO RESTAURANT,2018,1.5,1157 FLATBUSH AVE BROOKLYN NY 11226
12906,50001394,EL FOGON RESTAURANT,2018,2.0,1701 PALMETTO ST QUEENS NY 11385
12907,50001396,PIZZA PLUS,2018,2.0,2253 3RD AVE MANHATTAN NY 10035
12909,50001398,GRACE STREET,2018,1.3333333333333333,17 W 32 STREET MANHATTAN NY 10001
12910,50001399,SUBWAY,2018,1.0,8005 BROADWAY QUEENS NY 11373
12911,50001401,CERVECCERIA HAVEMEYER,2018,3.0,149 HAVEMEYER  ST BROOKLYN NY 11211
12912,50001406,RESERVE CUT,2018,2.5,40 BROAD ST MANHATTAN NY 10004
12913,50001427,BASKIN ROBBINS,2018,1.0,1716 VICTORY BLVD STATEN ISLAND NY 10314
12914,50001430,FOO-HING KITCHEN,2018,2.0,2895 SEDGWICK AVE BRONX NY 10468
12916,50001438,INSOMNIA COOKIES,2018,1.0,1030 AMSTERDAM AVE MANHATTAN NY 10025
12917,50001439,DAI HING GARDEN,2018,2.0,171-11 JAMAICA AVE QUEENS NY 11432
12919,50001443,ROW NYC/DISTRICT M,2018,1.0,270 W 45 ST MANHATTAN NY 10036
12920,50001446,BENTO SUSHI & NOODLES,2018,1.0,685 3RD AVE MANHATTAN NY 10017
12921,50001450,CARIBBEAN JERKEE'S DELIGHT,2018,1.0,932 UTICA AVE BROOKLYN NY 11203
12923,50001451,BUBBY'S HIGHLINE,2018,1.0,71 GANSEVOORT ST MANHATTAN NY 10014
12925,50001453,CAFE IGUANA,2018,1.0,178-26 JAMAICA AVE QUEENS NY 11432
12926,50001454,GENESIS PIZZA PARLOR,2018,1.5,149-09 UNION TPKE QUEENS NY 11367
12927,50001456,GOLDEN UNICORN GOURMET,2018,1.0,18 E. BROADWAY MANHATTAN NY 10002
12929,50001458,BASSANOVA RAMEN,2018,2.0,76 MOTT ST MANHATTAN NY 10013
12931,50001460,CAFE B'WAY 46,2018,2.5,146 W 46TH ST MANHATTAN NY 10036
12933,50001466,LARB UBOL,2018,1.5,480 9TH AVE MANHATTAN NY 10018
12934,50001468,BLUE RIBBON FRIED CHICKEN,2018,1.0,28 east 1 street MANHATTAN NY 10003
12936,50001473,TACI'S BEYTI RESTAURANT,2018,1.0,1955 CONEY ISLAND AVE BROOKLYN NY 11223
12938,50001483,CROWN FRIED CHICKEN,2018,1.5,701 SENECA AVE QUEENS NY 11385
12939,50001484,TOYAMA CUISINE,2018,1.5,6001 7TH AVE BROOKLYN NY 11220
12940,50001488,MAR'S,2018,2.0,3421 34 AVE QUEENS NY 11106
12941,50001489,NEW POLODOS LOUNGE,2018,2.0,138-11 JAMAICA AVE QUEENS NY 11435
12943,50001495,BAMBOO SUSHI,2018,1.0,1280 1ST AVENUE MANHATTAN NY 10065
12946,50001500,DOMINO'S,2018,1.0,109-64 FRANCIS LEWIS BLVD QUEENS NY 11429
12947,50001505,HEALTHY LIFESTYLE,2018,1.0,2593B ST RAYMONDS AVE BRONX NY 10461
12948,50001520,FRIEDMAN'S,2018,1.0,132 WEST 31 STREET MANHATTAN NY 10001
12949,50001526,EVERYDAY CHINESE RESTAURANT,2018,2.0,890 WYCKOFF AVE BROOKLYN NY 11237
12950,50001528,FU EN RESTAURANT,2018,2.0,104 MARCUS GARVEY BLVD BROOKLYN NY 11206
12951,50001535,FISHERMAN'S COVE,2018,2.0,218 PARKSIDE AVE BROOKLYN NY 11226
12952,50001539,KOBE SUSHI,2018,3.0,1472 YORK AVE MANHATTAN NY 10075
12954,50001540,SAVANN RESTAURANT,2018,1.0,2280 FREDERICK DOUGLAS BLVD MANHATTAN NY 10027
12956,50001544,FIVE GUYS FAMOUS BURGERS AND FRIES,2018,1.0,56 W 14TH ST MANHATTAN NY 10011
12957,50001547,THE WINSLOW,2018,2.333333333333333,243 E 14TH ST MANHATTAN NY 10003
12959,50001551,RAJDHANI INDIAN RESTUARANT,2018,2.0,20608 HILLSIDE AVENUE QUEENS NY 11427
12960,50001564,WAVE HILL,2018,1.0,675 W 252ND ST BRONX NY 10471
12962,50001566,VERRAZANO GRILL,2018,1.0,628 MIDLAND AVENUE STATEN ISLAND NY 10306
12963,50001571,THE SANDWICH SHOP,2018,1.0,658A GRAND STREET BROOKLYN NY 11211
12964,50001580,CIRO PIZZA CAFE,2018,1.5,862 HUGUENOT AVENUE STATEN ISLAND NY 10312
12965,50001583,GREEK XPRESS,2018,1.0,263 PROSPECT PARK WEST BROOKLYN NY 11215
12967,50001584,NORTHERN TERRITORY,2018,2.0,12 FRANKLIN ST. BROOKLYN NY 11222
12969,50001588,TURNMILL BAR,2018,2.0,119 EAST 27 STREET MANHATTAN NY 10016
12970,50001597,GRASS ROOTS JUICERY,2018,2.0,336A GRAHAM AVE BROOKLYN NY 11211
12973,50001620,SUNRISE BAKERY,2018,2.0,6208 11TH AVE BROOKLYN NY 11219
12974,50001621,MR. CHAN'S CHINESE CUISINE,2018,3.0,30-21 STRATTON STREET QUEENS NY 11354
12976,50001622,EARL'S BEER & CHEESE,2018,1.0,1259 PARK AVE MANHATTAN NY 10029
12977,50001627,JEONG YOOK,2018,1.0,152-12 NORTHERN BLVD QUEENS NY 11354
12979,50001632,4TH FLOOR CAFE,2018,1.0,221 EAST 71ST STREET MANHATTAN NY 10021
12981,50001633,MARYMOUNT COLLEGE NUGENTS CAFE,2018,1.0,221 EAST 71ST STREET MANHATTAN NY 10021
12983,50001634,VIVI BUBBLE TEA,2018,2.0,2 EAST BROADWAY MANHATTAN NY 10038
12984,50001637,YOLANDA RESTAURANT,2018,1.0,188 JAMAICA AVE BROOKLYN NY 11207
12986,50001638,KHE-YO,2018,1.0,157 DUANE STREET MANHATTAN NY 10013
12988,50001658,KOBEYAKI,2018,1.0,110 WEST 40TH STREET MANHATTAN NY 10018
12989,50001660,MCDONALD'S,2018,1.0,26 E 23RD ST MANHATTAN NY 10010
12990,50001664,OLIVIER,2018,1.0,469-473 4TH AVE BROOKLYN NY 11215
12992,50001671,HILL AND BAY,2018,1.5,581 2ND AVENUE MANHATTAN NY 10016
12993,50001675,GINO'S CUCINA BRICK OVEN PIZZA,2018,1.0,723 WASHINGTON AVE BROOKLYN NY 11238
12995,50001677,AFGAN KEBAB AND GRILL,2018,2.0,74-16 37TH AVE QUEENS NY 11372
12996,50001689,DREDSURFER GRILL,2018,2.0,16-27 SEAGIRT BLVD QUEENS NY 11691
12997,50001693,ANKA GRILL,2018,2.25,642 LEXINGTON AVE MANHATTAN NY 10022
13000,50001699,ASTORIA TAVERN,2018,1.0,33-16 23 AVENUE QUEENS NY 11105
13002,50001700,DARYL ROTH THEATRE,2018,1.0,101 EAST 15TH STREET MANHATTAN NY 10003
13003,50001702,D'ANGELO'S PIZZA,2018,1.0,82-37 164 STREET QUEENS NY 11432
13004,50001704,NEW LIN WANG,2018,1.0,9417 AVENUE L BROOKLYN NY 11236
13005,50001713,"BRASSIERIE 1605/BROADWAY 49 BAR & LOUNGE (MAIN KITCHEN), GRIND & CO",2018,1.0,1605 BROADWAY MANHATTAN NY 10019
13006,50001714,CROWNE PLAZA-TIMES SQUARE (BANQUET KITCHEN),2018,1.0,1605 BROADWAY MANHATTAN NY 10019
13007,50001716,GYRO CORNER CLAM BAR,2018,2.0,1205 BOWERY STREET BROOKLYN NY 11224
13008,50001719,RINTINTIN,2018,1.5,14 SPRING STREET MANHATTAN NY 10012
13010,50001728,NEW HONG KONG KITCHEN,2018,1.0,1907 LEXINGTON AVE MANHATTAN NY 10035
13012,50001750,EL VEZ,2018,1.0,259 VESEY ST MANHATTAN NY 10282
13014,50001751,KE ZHANG,2018,1.0,45-72 KISSENA BOULEVARD QUEENS NY 11355
13015,50001754,RINCON LATINO RESTAURANT,2018,1.0,4360 WHITE PLAINS ROAD BRONX NY 10466
13016,50001761,GOOD CENTURY CAFE,2018,1.0,243 GRAND STREET MANHATTAN NY 10002
13018,50001763,TASTY DELICIOUS WEST INDIAN BAKERY & RESTAURANT,2018,1.5,1397 ROCKAWAY PARKWAY BROOKLYN NY 11236
13020,50001764,TASTY DELICIOUS WEST INDIAN BAKERY & RESTAURANT,2018,2.0,9006 AVENUE A BROOKLYN NY 11236
13022,50001773,DE LA GINA RESTAURANT,2018,1.0,155 WEST169TH STREET BRONX NY 10452
13023,50001777,AU BON PAIN,2018,1.0,NKA JFK INTERNATIONAL AIRPORT QUEENS NY 11430
13024,50001778,MI CASA CANTINA,2018,1.0,NKA JFK INTERNATIONAL AIRPORT QUEENS NY 11430
13025,50001785,LA LUNA CAFE,2018,2.0,44-01 30TH AVE QUEENS NY 11103
13027,50001786,DAG'S THE PATIO,2018,1.0,342 E 47TH ST MANHATTAN NY 10017
13028,50001789,RESTAURANTE & PANADERIA GUATELINDA,2018,1.3333333333333333,170-18 JAMAICA AVE QUEENS NY 11432
13030,50001791,AVI PIZZA,2018,1.0,1858 CORNAGA AVENUE QUEENS NY 11691
13031,50001796,WHITE CASTLE,2018,2.0,1205 BOARDWALK WEST BROOKLYN NY 11224
13032,50001798,CYCLONE CAFE,2018,2.0,1000 SURF AVE BROOKLYN NY 11224
13034,50001807,MONARCH,2018,1.0,960 6TH AVE MANHATTAN NY 10001
13035,50001817,NATHAN'S FAMOUS,2018,1.0,650 86TH ST BROOKLYN NY 11228
13037,50001820,STARBUCKS,2018,2.0,NKA JFK INTERNATIONAL AIRPORT QUEENS NY 11430
13038,50001823,HANCO'S,2018,1.0,134 SMITH STREET BROOKLYN NY 11201
13039,50001827,SIMON'S BBQ,2018,1.0,4823 8TH AVENUE BROOKLYN NY 11220
13040,50001829,HANGAR 11 BAR & GRILL,2018,1.0,119-11 METROPOLITAN AVE QUEENS NY 11415
13041,50001837,THE PENINSULA NEW YORK/ CLEMENT/ THE GOTHAM LOUNGE/ SALON DE NING,2018,1.0,700 FIFTH AVE MANHATTAN NY 10019
13044,50001842,AMAZE,2018,2.0,401 EAST 58 STREET MANHATTAN NY 10022
13046,50001851,EL PALACIO DE LOS CHOLADOS,2018,1.0,8318 NORTHERN BLVD QUEENS NY 11372
13047,50001852,DUNKIN' DONUTS,2018,1.0,2258 1ST AVENUE MANHATTAN NY 10035
13048,50001854,DUNKIN' DONUTS,2018,1.0,2264 FREDERICK DOUGLASS BLVD MANHATTAN NY 10027
13049,50001855,MANGIA,2018,2.0,422 MADISON AVE MANHATTAN NY 10017
13050,50001856,DUNKIN' DONUTS/BR EXPRESS,2018,1.0,2103 FREDERICK DOUGLASS BLVD MANHATTAN NY 10026
13051,50001861,"DUNKIN' DONUTS, BASKIN ROBBINS",2018,1.0,201 MADISON STREET MANHATTAN NY 10002
13052,50001867,SOCIETE GENERAL,2018,1.0,245 PARK AVE MANHATTAN NY 10167
13053,50001869,SOCIETE GENERALE CAFETERIA,2018,1.0,245 PARK AVE MANHATTAN NY 10167
13054,50001870,THE DUMPLING COVE,2018,1.0,1530 E. 222ND STREET BRONX NY 10469
13055,50001877,RIZZO FINE PIZZA,2018,2.0,17 CLINTON STREET MANHATTAN NY 10002
13056,50001886,Wing Luck Restaurant,2018,1.0,252 LIVONIA AVENUE BROOKLYN NY 11212
13057,50001890,3 D'S LEGACY SALAD & GRILL,2018,1.5,445 MORRIS PARK AVENUE BRONX NY 10460
13058,50001895,JAMBA JUICE,2018,1.0,30 ROCKEFELLER PLAZA MANHATTAN NY 10112
13059,50001896,LA BROCHETTE STEAKHOUSE.,2018,2.0,340 LEXINGTON AVE MANHATTAN NY 10016
13060,50001897,TAQUERIA GUERRERO,2018,1.5,1761 CROSBY AVENUE BRONX NY 10461
13061,50001901,"DUNKIN' DONUTS, BASKIN ROBBINS",2018,1.0,1703 THIRD AVENUE MANHATTAN NY 10128
13062,50001902,PELHAM BAY CAFE,2018,1.0,1738 EDISON AVE BRONX NY 10461
13064,50001905,TREAT HOUSE,2018,2.0,452 AMSTERDAM AVE MANHATTAN NY 10024
13065,50001911,KUNG FU JAPANESE & CHINESE RESTAURANT,2018,2.0,1950 BATH AVENUE BROOKLYN NY 11214
13066,50001914,ATLAS SOCIAL CLUB,2018,1.0,753 9TH AVENUE MANHATTAN NY 10019
13067,50001918,BLACK IRON BURGER,2018,1.0,540 E. 5TH STREET MANHATTAN NY 10009
13069,50001925,BANTAM BAGELS,2018,2.0,283 BLEECKER ST MANHATTAN NY 10014
13070,50001928,PRET A MANGER,2018,1.0,106 WEST 32ND STREET MANHATTAN NY 10001
13072,50001930,MAC JUICE,2018,1.0,277 PARK AVENUE MANHATTAN NY 10172
13074,50001933,GREEN GENERATION NYC INC,2018,2.0,2490 BROADWAY MANHATTAN NY 10025
13076,50001937,TASTY CHICKEN,2018,2.0,1687 86TH STREET BROOKLYN NY 11214
13078,50001939,Panorama of My Silence-Heart,2018,1.0,84-73 PARSONS BOULEVARD QUEENS NY 11432
13079,50001940,MERILU PIZZA AL METRO,2018,1.0,791 9TH AVE MANHATTAN NY 10019
13081,50001945,OOKI SUSHI,2018,1.0,1575 3 AVENUE MANHATTAN NY 10128
13082,50001947,"DUNKIN' DONUTS, BASKIN ROBBINS",2018,1.0,113-20 BEACH CHANNEL DRIVE QUEENS NY 11694
13084,50001950,WOODBINES,2018,1.0,4710 VERNON BLVD QUEENS NY 11101
13086,50001951,TOMS PIZZA,2018,1.0,104-10 JAMAICA AVE QUEENS NY 11418
13090,50001962,AROME,2018,1.0,325 BROADWAY MANHATTAN NY 10007
13093,50001968,SUSHI 21,2018,1.0,174 7 AVE MANHATTAN NY 10011
13094,50001969,LES CREPES & TAQUERIA,2018,1.5,25 ESSEX STREET MANHATTAN NY 10002
13096,50001973,CASCATA,2018,1.0,NKA JFK INTL AIRPORT QUEENS NY 11430
13097,50001976,TROPICAL ISLE CARRIBEAN RESTAURANT,2018,1.5,118-19 LIBERTY AVENUE QUEENS NY 11419
13100,50001978,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,2018,2.0,3538 WHITE PLAINS ROAD BRONX NY 10467
13102,50001985,CHIFLEZ,2018,1.0,9502 ROOSEVELT AVE QUEENS NY 11372
13104,50001986,HOOTERS,2018,3.0,61-09 190TH ST QUEENS NY 11365
13106,50001994,YMC GOOD TASTE CHINESE RESTAURANT,2018,3.0,47-05 FRANCIS LEWIS BOULEVARD QUEENS NY 11361
13108,50002003,DAVIDOVICH BAKERY,2018,1.5,120 ESSEX STREET MANHATTAN NY 10002
13109,50002009,Cascalote Latin Bistro,2018,1.0,2126 2ND AVENUE MANHATTAN NY 10029
13110,50002019,HOME SWEET HARLEM,2018,1.0,1528 AMSTERDAM AVENUE MANHATTAN NY 10031
13112,50002020,THE GREAT GEORGIANA,2018,1.0,248 DEKALB AVENUE BROOKLYN NY 11205
13114,50002024,AZIZA 7 CAFE,2018,2.0,2113 AVENUE Z BROOKLYN NY 11235
13115,50002026,RAINBOW BERRY,2018,1.0,8001 37TH AVE QUEENS NY 11372
13116,50002027,NASHEMAN GRILL & RESTAURANT,2018,1.0,3149 CONEY ISLAND AVE BROOKLYN NY 11235
13118,50002028,LA NORTENA,2018,2.0,255A GRAHAM AVE BROOKLYN NY 11206
13119,50002031,CAFFE NOI ESPRESSO BAR,2018,2.0,1465 2 AVE MANHATTAN NY 10075
13120,50002039,KABIR'S BAKERY,2018,1.6666666666666667,1425 FOSTER AVE BROOKLYN NY 11230
13122,50002049,HK BAKERY,2018,1.0,13432 NORTHERN BLVD QUEENS NY 11354
13124,50002051,BEER CULTURE,2018,1.3333333333333333,328 WEST 45TH STREET MANHATTAN NY 10036
13125,50002052,OTTO'S TACOS,2018,2.0,141 SECOND AVE MANHATTAN NY 10003
13126,50002053,THE LOCAL,2018,1.0,13-02 44TH AVENUE QUEENS NY 11101
13128,50002055,ROCKAWAY BEACH SURF CLUB,2018,1.0,302 BEACH 87TH ST QUEENS NY 11693
13129,50002057,GRITO MEXICAN GRILL,2018,2.0,1555 ST NICHOLAS AVENUE MANHATTAN NY 10040
13130,50002061,ROTI MEDITERRANEAN GRILL,2018,1.0,142 EAST 43 STREET MANHATTAN NY 10017
13132,50002062,K & L RESTAURANT AND CATERING SERVICE,2018,1.0,3204 3RD AVENUE BRONX NY 10451
13133,50002064,PRIMAVERA RESTAURANT,2018,1.0,623 CHURCH AVE BROOKLYN NY 11218
13134,50002065,VACCA GRILL & LOUNGE,2018,1.0,420 WEST 203RD ST MANHATTAN NY 10034
13135,50002067,GOLDEN STAR,2018,1.0,2110 CLOVE RD STATEN ISLAND NY 10305
13136,50002068,RMM LOUNGE,2018,2.0,658 DAWSON ST BRONX NY 10455
13137,50002070,JACKBAR,2018,1.0,143 HAVEMEYER STREET BROOKLYN NY 11211
13138,50002071,DELIS 48,2018,2.0,48 W 48 STREET MANHATTAN NY 10036
13140,50002074,RECUERDO RESTAURANT,2018,1.3333333333333333,14605 34TH AVE QUEENS NY 11354
13142,50002081,YANG'S HAPPY GARDEN,2018,1.0,2414 WILLIAMSBRIDGE RD BRONX NY 10469
13144,50002085,OASIS RESTAURANT,2018,2.0,4002 QUEENS BLVD QUEENS NY 11104
13146,50002092,LA LAMPARA CAFE,2018,2.0,54-18 FLUSHING AVE QUEENS NY 11378
13148,50002097,PANINO RUSTICO,2018,2.0,8222 17 AVENUE BROOKLYN NY 11214
13150,50002099,A & C COFFEE SHOP AND PIZZERIA,2018,2.0,9002 AVENUE B BROOKLYN NY 11236
13152,50002105,ENERGY FUEL,2018,2.0,926 FULTON STREET BROOKLYN NY 11238
13153,50002106,PYRAMIDS HOOKAH AND BAR,2018,2.0,40-19 BELL BOULEVARD QUEENS NY 11361
13154,50002109,DUNKIN' DONUTS,2018,1.0,4030 BROADWAY MANHATTAN NY 10032
13156,50002110,DUNKIN' DONUTS,2018,2.0,1930 BARTOW AVENUE BRONX NY 10469
13157,50002113,THAI KITCHEN BY THE SEA,2018,2.0,67-20 ROCKAWAY BEACH BLVD QUEENS NY 11692
13158,50002114,POPEYES LOUISIANA KITCHEN,2018,1.0,6013 7TH AVENUE BROOKLYN NY 11220
13159,50002115,NONA'S PIZZA,2018,2.0,6100 RIVERDALE AVE BRONX NY 10471
13160,50002119,STARBUCKS,2018,2.0,151 WEST 34TH STREET MANHATTAN NY 10001
13161,50002120,STARBUCKS,2018,1.5,99 WALL STREET MANHATTAN NY 10005
13162,50002130,FRESH & CO,2018,1.0,425 PARK AVENUE SOUTH MANHATTAN NY 10016
13164,50002133,BIZARRE,2018,1.0,12 JEFFERSON STREET BROOKLYN NY 11206
13165,50002135,HALAL FRIED CHICKEN & PIZZA,2018,1.0,141 PENNSYLVANIA AVE BROOKLYN NY 11207
13167,50002138,IL GATTOPARDO,2018,2.0,13-15 WEST 54TH STREET MANHATTAN NY 10019
13168,50002139,YUMMY TACO,2018,1.0,774 WASHINGTON AVE BROOKLYN NY 11238
