,ID,RESTAURANT NAME,INSPECTION YEAR,NUMBER OF NON-CRITICAL VIOLATIONS,ADDRESS
362,40376029,MOMS LUNCHEONETTE,2018,2.0,10102 103 AVENUE QUEENS NY 11417
364,40376077,FONTANA FAMOUS PIZZA & GYRO,2018,2.5,20002 NORTHERN BOULEVARD QUEENS NY 11361
365,40376204,PORTOFINO,2018,1.5,10932 ASCAN AVENUE QUEENS NY 11375
366,40376290,KING'S ARMS RESTAURANT,2018,1.5,500 FOREST AVENUE STATEN ISLAND NY 10310
368,40376352,BLUE NOTE JAZZ,2018,1.0,131 WEST    3 STREET MANHATTAN NY 10012
370,40376495,MARCO POLO RISTORANTE,2018,3.0,345 COURT STREET BROOKLYN NY 11231
372,40376496,MANHATTAN MONSTER,2018,1.5,80 GROVE STREET MANHATTAN NY 10014
373,40376635,TRIPOLI RESTAURANT/SWALLOW CAFE,2018,1.5,156 ATLANTIC AVENUE BROOKLYN NY 11201
374,40376718,PJ BERNSTEIN DELI & RESTAURANT,2018,2.333333333333333,1215 THIRD AVENUE MANHATTAN NY 10021
376,40376944,TOMOE SUSHI,2018,1.0,172 THOMPSON STREET MANHATTAN NY 10012
379,40377294,MCDONALD'S,2018,1.0,7002 COOPER AVENUE QUEENS NY 11385
381,40377325,JACKSON HOLE,2018,1.0,521 THIRD AVENUE MANHATTAN NY 10016
382,40377385,NAPOLI PIZZA,2018,1.0,16402 69 AVENUE QUEENS NY 11365
383,40377506,VESUVIO RESTAURANT & PIZZA,2018,1.5,7303 3 AVENUE BROOKLYN NY 11209
385,40377560,WESTERN BAKERY,2018,1.0,22813 MERRICK BOULEVARD QUEENS NY 11413
387,40377630,JOHNS CAFE & RESTAURANT,2018,1.0,823 SECOND AVENUE MANHATTAN NY 10017
388,40377789,CAFE LUXEMBOURG,2018,1.0,200 WEST   70 STREET MANHATTAN NY 10023
390,40378035,"DUNKIN' DONUTS, BASKIN ROBBINS",2018,1.0,15367 HORACE HARDING EXPRESSWAY QUEENS NY 11367
392,40378136,BROADWAY RESTAURANT,2018,3.0,2664 BROADWAY MANHATTAN NY 10025
394,40378212,CUCHIFRITO,2018,1.0,168 EAST  116 STREET MANHATTAN NY 10029
396,40378571,IL CANTINORI RESTAURAUNT,2018,1.0,32 EAST   10 STREET MANHATTAN NY 10003
397,40378579,ANDREWS COFFEE SHOP,2018,1.0,463 7 AVENUE MANHATTAN NY 10018
399,40378719,THE CLUBHOUSE,2018,1.0,6121 FRESH POND ROAD QUEENS NY 11379
401,40378774,FAME DINER,2018,2.0,6967 GRAND AVENUE QUEENS NY 11378
403,40378796,KNIGHTS OF BARON DEKALB,2018,1.0,3000 EMMONS AVENUE BROOKLYN NY 11235
404,40378822,WEST CORK-UNION HALL,2018,1.0,502 HENDERSON AVE STATEN ISLAND NY 10310
405,40378827,KOSHER HUT OF BROOKLYN,2018,1.6666666666666667,709 KINGS HIGHWAY BROOKLYN NY 11223
406,40378874,TERRA BLUES,2018,1.0,149 BLEEKER STREET MANHATTAN NY 10012
407,40379026,FLAMINGO,2018,2.0,8512 ROOSEVELT AVENUE QUEENS NY 11372
408,40379149,MONTE'S,2018,2.0,97 MACDOUGAL STREET MANHATTAN NY 10012
409,40379304,GOTHAM BAR & GRILL,2018,1.5,12 EAST   12 STREET MANHATTAN NY 10003
410,40379566,LONDON LENNIES,2018,1.0,6388 WOODHAVEN BOULEVARD QUEENS NY 11374
412,40379580,COOPER TOWN DINER,2018,1.6666666666666667,339 1 AVENUE MANHATTAN NY 10003
413,40379620,DELMONICO'S KITCHEN,2018,1.0,207 WEST   36 STREET MANHATTAN NY 10018
415,40379890,O'HARA'S,2018,2.0,120 CEDAR STREET MANHATTAN NY 10006
417,40379894,AQUEDUCT NORTH,2018,1.0,4277 KATONAH AVE BRONX NY 10470
418,40379920,E.A.T. CAFE,2018,1.0,1064 MADISON AVENUE MANHATTAN NY 10028
419,40379994,YANKEE CLIPPER,2018,1.0,0 LAGUARDIA AIRPORT BLDG QUEENS NY 11369
420,40380044,REX MANOR,2018,1.0,1100 60 STREET BROOKLYN NY 11219
421,40380253,RIVERDALE DINER,2018,3.0,3657 KINGSBRIDGE AVENUE BRONX NY 10463
423,40380432,THE BITTER END,2018,1.0,147 BLEECKER STREET MANHATTAN NY 10012
425,40380457,ARRIBA ARRIBA,2018,3.0,762 9 AVENUE MANHATTAN NY 10019
426,40380517,BARNEY GREENGRASS,2018,1.0,541 AMSTERDAM AVENUE MANHATTAN NY 10024
427,40380520,ANNAM BRAHAM RESTAURANT,2018,1.0,8443 164 STREET QUEENS NY 11432
430,40380628,PISA PIZZERIA,2018,2.0,6568 MYRTLE AVENUE QUEENS NY 11385
432,40380657,PETE'S CLAM STOP,2018,1.0,1320 SURF AVENUE BROOKLYN NY 11224
434,40380660,BURRITO LOCO,2018,2.0,166 WEST    4 STREET MANHATTAN NY 10014
435,40380826,FIT CAFETERIA (BUILDING A ) (8th ave),2018,1.0,227 WEST   27 STREET MANHATTAN NY 10001
436,40380996,SMILING PIZZA,2018,1.0,323 7 AVENUE BROOKLYN NY 11215
437,40381210,SYMPOSIUM GREEK RESTAURANT,2018,1.0,544 WEST  113 STREET MANHATTAN NY 10025
439,40381551,CLARK'S RESTAURANT,2018,1.0,80 CLARK STREET BROOKLYN NY 11201
441,40381595,PIETROS,2018,1.0,232 EAST 43RD STREET MANHATTAN NY 10017
442,40381720,MISS LILY'S 7A,2018,1.0,109 AVENUE A MANHATTAN NY 10009
443,40381797,ROSA MEXICANO,2018,2.0,1063 FIRST AVENUE MANHATTAN NY 10022
444,40381811,DUFFY'S,2018,2.0,650 FOREST AVENUE STATEN ISLAND NY 10310
446,40382052,LATOURETTE GOLF COURSE,2018,1.0,1001 RICHMOND HILL ROAD STATEN ISLAND NY 10306
447,40382057,DYKER BEACH GOLF (GRILL ROOM),2018,2.0,1020 86th Street BROOKLYN NY 11228
448,40382395,COOGAN'S,2018,1.0,4015 BROADWAY MANHATTAN NY 10032
449,40382652,TOMMY'S PIZZA,2018,2.0,4033 EAST TREMONT AVENUE BRONX NY 10465
450,40382802,PARNELL'S PUB,2018,1.5,350 EAST   53 STREET MANHATTAN NY 10022
451,40382876,LA FE RESTAURANT,2018,1.0,941 4 AVENUE BROOKLYN NY 11232
453,40383033,O'SULLIVAN'S PUB,2018,2.0,8902 3 AVENUE BROOKLYN NY 11209
454,40383044,PIZZA WAGON,2018,1.0,8606 5 AVENUE BROOKLYN NY 11209
455,40383067,RUSSIAN TURKISH BATHS,2018,3.0,268 EAST   10 STREET MANHATTAN NY 10009
456,40383147,IL TOSCANO RISTORANTE,2018,2.0,4205 235 STREET QUEENS NY 11363
458,40383281,GABY'S PIZZA,2018,1.0,20423 HILLSIDE AVENUE QUEENS NY 11423
460,40383284,VERDI RESTAURANT,2018,1.0,14958 CROSS ISLAND PARKWAY QUEENS NY 11357
461,40383354,THE CORNELIA STREET CAFE,2018,1.0,29 CORNELIA STREET MANHATTAN NY 10014
462,40383496,THE GROTTO,2018,1.0,69 NEW STREET MANHATTAN NY 10004
464,40383511,BRANDY'S PIANO BAR,2018,4.0,235 EAST   84 STREET MANHATTAN NY 10028
465,40383609,REAL MADRID RESTAURANT,2018,2.0,2073 FOREST AVENUE STATEN ISLAND NY 10303
466,40383763,COUSIN JOHN'S CAFE AND BAKERY,2018,1.0,70 7 AVENUE BROOKLYN NY 11217
468,40383931,FLASH DANCERS,2018,1.0,1674 BROADWAY MANHATTAN NY 10019
469,40383945,PIZZA D'ORO,2018,2.0,3115 VICTORY BOULEVARD STATEN ISLAND NY 10314
470,40384036,MCDONALD'S,2018,1.0,819 PENNSYLVANIA AVENUE BROOKLYN NY 11207
471,40384115,PHIL & SONS RESTAURANT & PIZZERIA,2018,1.0,5729 MAIN STREET QUEENS NY 11355
473,40384188,LA MELA RESTAURANT,2018,2.0,167 MULBERRY STREET MANHATTAN NY 10013
474,40384222,PJ MORANS,2018,1.5,3 EAST   48 STREET MANHATTAN NY 10017
475,40384323,OMEGA COFFEE SHOP,2018,2.0,20007 32 AVENUE QUEENS NY 11361
476,40384340,FRIEND OF A FARMER,2018,2.0,77 IRVING PLACE MANHATTAN NY 10003
478,40384458,DREAM PIZZA,2018,1.5,3767 JUNCTION BOULEVARD QUEENS NY 11368
479,40384507,IRENE'S PLACE,2018,1.0,623 MANHATTAN AVENUE BROOKLYN NY 11222
480,40384525,KANES DELI DINER,2018,1.0,4415 COLLEGE POINT BOULEVARD QUEENS NY 11355
481,40384528,VESELKA RESTAURANT,2018,3.0,144 SECOND AVENUE MANHATTAN NY 10003
483,40384575,WHITE CASTLE,2018,1.0,900 PENNSYLVANIA AVENUE BROOKLYN NY 11207
484,40384662,J & R PIZZA,2018,1.0,1916 KINGS HIGHWAY BROOKLYN NY 11229
485,40384671,CHEZ JOSEPHINE,2018,2.0,414 WEST   42 STREET MANHATTAN NY 10036
486,40384820,"DUNKIN' DONUTS, BASKIN ROBBINS",2018,1.0,25420 HILLSIDE AVENUE QUEENS NY 11004
487,40384920,VICTORY SWEET SHOP,2018,1.0,2169 STEINWAY STREET QUEENS NY 11105
488,40385057,CAPPUCCINO CAFE,2018,1.0,7721 3 AVENUE BROOKLYN NY 11209
490,40385161,AUTOMATIC SLIMS,2018,1.0,733 WASHINGTON STREET MANHATTAN NY 10014
492,40385515,JIMBO'S HAMBURGER PLACE,2018,1.0,991 FIRST AVENUE MANHATTAN NY 10022
493,40385555,200 FIFTH AVENUE RESTAURANT & SPORTS BAR,2018,1.0,200 5 AVENUE BROOKLYN NY 11217
495,40385580,LATTANZI,2018,1.0,361 WEST   46 STREET MANHATTAN NY 10036
497,40385584,PIZZA GARDEN,2018,2.0,17101 NORTHERN BOULEVARD QUEENS NY 11358
499,40385606,SUSHIDEN,2018,3.0,19 EAST   49 STREET MANHATTAN NY 10017
500,40385680,EASTWOOD MANOR,2018,2.0,3371 EASTCHESTER ROAD BRONX NY 10469
501,40385693,SALUMERIA BEILLESE/ BIRICCHINO REST,2018,1.0,378 8 AVENUE MANHATTAN NY 10001
502,40385767,ACADEMY RESTAURAUNT,2018,1.5,69 LAFAYETTE AVENUE BROOKLYN NY 11217
504,40385774,PARK PLAZA RESTAURANT,2018,1.0,220 CADMAN PLAZA WEST BROOKLYN NY 11201
505,40385852,SAM'S PLACE,2018,1.5,132 EAST   39 STREET MANHATTAN NY 10016
506,40385873,RAY'S PIZZA,2018,1.0,829-831 7 AVENUE MANHATTAN NY 10019
508,40385885,HUNTER'S STEAK & ALE HOUSE,2018,1.5,9404 FOURTH AVENUE BROOKLYN NY 11209
509,40385955,LJUBO'S PIZZERIA,2018,1.0,15 WESTCHESTER SQUARE BRONX NY 10461
511,40385974,DAKOTA DINER,2018,2.0,921 RICHMOND AVENUE STATEN ISLAND NY 10314
513,40386001,PRIMOLA RESTAURANT,2018,1.0,1226 SECOND AVENUE MANHATTAN NY 10065
515,40386058,ARIRANG HIBACHI STEAK HOUSE,2018,3.0,23 NELSON AVENUE STATEN ISLAND NY 10308
516,40386067,COUNTRY DONUTS,2018,1.3333333333333333,4357 AMBOY ROAD STATEN ISLAND NY 10312
517,40386147,JACKS FIRE DEPARTMENT,2018,1.0,3946 SKILLMAN AVENUE QUEENS NY 11104
519,40386278,VENICE PIZZA,2018,1.0,1539 UNIONPORT ROAD BRONX NY 10462
520,40386303,PIZZA PLUS,2018,1.0,359 SEVENTH AVENUE BROOKLYN NY 11215
521,40386340,NILES RESTAURANT,2018,3.0,371 7 AVENUE MANHATTAN NY 10001
522,40386425,TASTY'S,2018,1.5,5802 MYRTLE AVENUE QUEENS NY 11385
523,40386428,OAKLAND CAFETERIA/QUEENSBOROUGH COMMUNITY COLLEGE,2018,1.0,22205 56 AVENUE QUEENS NY 11364
524,40386429,Q.B.COMM.COLLEGE-MAIN KITCHEN/TIGER BITES SECTION,2018,1.0,22205 56 AVENUE QUEENS NY 11364
527,40386528,ERIN'S ISLE,2018,2.0,15403 CROSS ISLAND PARKWAY QUEENS NY 11357
528,40386556,WESTSIDE RESTAURANT,2018,1.0,2020 BROADWAY MANHATTAN NY 10023
530,40386569,SAL AND CARMINE PIZZA,2018,1.5,2671 BROADWAY MANHATTAN NY 10025
532,40386570,CUBBYHOLE,2018,1.0,281 WEST   12 STREET MANHATTAN NY 10014
533,40386612,WHITE CASTLE,2018,1.0,21317 NORTHERN BOULEVARD QUEENS NY 11361
535,40386619,PERIYALI,2018,1.0,35 WEST   20 STREET MANHATTAN NY 10011
537,40386646,CLUB METROPOLITAN,2018,1.0,146 WEST   57 STREET MANHATTAN NY 10019
538,40386672,FRANK'S SOUP BOWL,2018,2.0,3580 BRONXWOOD AVENUE BRONX NY 10469
539,40386675,COPPER KETTLE,2018,4.0,5024 SKILLMAN AVENUE QUEENS NY 11377
541,40386722,SANREMO PIZZA,2018,1.5,5601 MYRTLE AVENUE QUEENS NY 11385
543,40386747,ARNO RISTORANTE,2018,1.0,141 WEST   38 STREET MANHATTAN NY 10018
545,40386793,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),2018,1.6666666666666667,22205 56 AVENUE QUEENS NY 11364
548,40386976,LUPE'S EAST L.A. KITCHEN,2018,1.5,110 AVENUE OF THE AMERICAS MANHATTAN NY 10013
550,40386999,DUE,2018,1.5,1396 THIRD AVENUE MANHATTAN NY 10075
551,40387027,LA CASA DEL POLLO RESTAURANT,2018,1.0,8707 ROOSEVELT AVENUE QUEENS NY 11372
553,40387143,WHITE CASTLE,2018,1.0,1677 BRUCKNER BOULEVARD BRONX NY 10472
555,40387162,DA UMBERTO RESTAURANT,2018,1.0,107 WEST   17 STREET MANHATTAN NY 10011
556,40387178,WHITE CASTLE,2018,1.0,550 EAST FORDHAM ROAD BRONX NY 10458
558,40387237,FLATS FIX / TACO Y TEQUILA BAR,2018,2.0,14 EAST   23 STREET MANHATTAN NY 10010
560,40387277,PECULIAR PUB,2018,1.0,145 BLEECKER STREET MANHATTAN NY 10012
562,40387357,CAFE LALO,2018,1.0,201 WEST   83 STREET MANHATTAN NY 10024
565,40387528,WALNUT BUS STOP,2018,1.0,881 EAST  134 STREET BRONX NY 10454
567,40387754,TRATTORIA DELLA ARTE,2018,1.0,900 7 AVENUE MANHATTAN NY 10106
568,40387825,GREEN PAVILION RESTAURANT & SPORTS LOUNGE,2018,3.0,4307 18 AVENUE BROOKLYN NY 11218
570,40387876,ROCKING HORSE CAFE,2018,1.0,182 8 AVENUE MANHATTAN NY 10011
571,40387990,T.G.I. FRIDAY'S,2018,1.5,47 BROADWAY MANHATTAN NY 10006
572,40388091,MASAWA,2018,1.0,1239 AMSTERDAM AVENUE MANHATTAN NY 10027
573,40388225,HOLLAND BAR,2018,1.0,532 9 AVENUE MANHATTAN NY 10018
575,40388235,LUCKY PIZZA,2018,1.0,2714 BRIDGE PLAZA SOUTH QUEENS NY 11101
578,40388260,AMNON KOSHER PIZZA,2018,1.5,4814 13 AVENUE BROOKLYN NY 11219
581,40388270,T.G.I. FRIDAY'S,2018,1.0,604 5 AVENUE MANHATTAN NY 10020
583,40388321,COWGIRL HALL OF FAME,2018,1.5,519 HUDSON STREET MANHATTAN NY 10014
585,40388639,GLENDALE PIZZA,2018,2.0,6827 MYRTLE AVENUE QUEENS NY 11385
586,40388640,THE CORNELL CENTER OF NEW YORK,2018,1.0,6 EAST   44 STREET MANHATTAN NY 10017
587,40388668,QUEEN BEE'S TAVERN,2018,2.0,3023 CHURCH AVENUE BROOKLYN NY 11226
588,40388672,NECTAR OF 82ND STREET,2018,4.0,1090 MADISON AVENUE MANHATTAN NY 10028
589,40388784,2A,2018,1.0,25 AVENUE A MANHATTAN NY 10009
590,40388787,SETTE MEZZO,2018,1.0,969 LEXINGTON AVENUE MANHATTAN NY 10021
591,40388808,TERESA'S RESTURANT,2018,1.3333333333333333,80 MONTAGUE STREET BROOKLYN NY 11201
593,40388818,YAMA JAPANESE RESTAURANT',2018,3.0,122 EAST   17 STREET MANHATTAN NY 10003
594,40388823,CHADWICK'S,2018,1.0,8822 3 AVENUE BROOKLYN NY 11209
595,40388828,DALLAS BBQ,2018,2.0,132 SECOND AVENUE MANHATTAN NY 10003
596,40388863,LA RIVISTA RESTAURANT,2018,2.0,313 WEST   46 STREET MANHATTAN NY 10036
597,40388901,EL CASTILLO DE JAGUA REST,2018,2.0,113 RIVINGTON STREET MANHATTAN NY 10002
598,40388917,PAX,2018,2.0,80 WEST   40 STREET MANHATTAN NY 10018
599,40388935,SAKEBAR DECIBEL,2018,2.0,240 EAST    9 STREET MANHATTAN NY 10003
600,40389011,BAGEL CAFE,2018,1.0,2214 BARTOW AVE BRONX NY 10475
602,40389114,SACCO PIZZA,2018,1.0,819 9 AVENUE MANHATTAN NY 10019
603,40389115,SAC'S PIZZA PLACE,2018,2.0,2541 BROADWAY QUEENS NY 11106
604,40389175,ROYAL PIZZA,2018,1.0,945 PENNSYLVANIA AVENUE BROOKLYN NY 11207
605,40389243,DA TOMMASSO,2018,1.0,903 EIGHTH AVENUE MANHATTAN NY 10019
608,40389455,TOWNHOUSE OF NY,2018,2.0,236 EAST   58 STREET MANHATTAN NY 10022
609,40389504,DALLAS BBQ,2018,1.0,1265 3 AVENUE MANHATTAN NY 10021
610,40389701,ROSA'S PIZZA,2018,1.0,5526 69 STREET QUEENS NY 11378
612,40389807,CHAMP GOURMET,2018,1.0,30 BROAD STREET MANHATTAN NY 10004
613,40389819,AUSTIN HOUSE,2018,2.0,7204 AUSTIN STREET QUEENS NY 11375
615,40389900,CLASSIC COFFEE SHOP,2018,2.0,56 HESTER STREET MANHATTAN NY 10002
617,40389994,POMODORO RISTORANTE,2018,1.0,51 SPRING STREET MANHATTAN NY 10012
619,40390185,TRONO DE MEXICO,2018,1.0,3819 69 STREET QUEENS NY 11377
620,40390186,CLEOPATRA'S NEEDLE,2018,1.0,2483 BROADWAY MANHATTAN NY 10025
621,40390209,HAVELI INDIAN RESTAURANT,2018,1.0,100 SECOND AVENUE MANHATTAN NY 10003
622,40390232,CHO-SEN GARDEN,2018,2.0,6443 108 STREET QUEENS NY 11375
623,40390235,O'FLANAGAN'S,2018,2.0,1215 1 AVENUE MANHATTAN NY 10065
624,40390241,PAPAZZIO RESTAURANT,2018,1.0,3938 BELL BOULEVARD QUEENS NY 11361
625,40390266,VILLA BARONE MANOR,2018,2.0,737 THROGS NECK EXPRESSWAY BRONX NY 10465
626,40390409,THE FAMOUS JIMBO'S HAMBURGER PALACE,2018,1.0,1345 AMSTERDAM AVENUE MANHATTAN NY 10027
628,40390547,STAGE DOOR DELI,2018,3.0,26 VESEY STREET MANHATTAN NY 10007
630,40390653,KUM KAU KITCHEN,2018,1.0,463 MYRTLE AVENUE BROOKLYN NY 11205
631,40390696,HAN BAT RESTAURANT,2018,1.5,53 WEST   35 STREET MANHATTAN NY 10001
633,40390729,DENNIS' PLACE,2018,2.0,1701 PITKIN AVENUE BROOKLYN NY 11212
634,40390902,SCOTTY'S DINER,2018,1.0,336 LEXINGTON AVENUE MANHATTAN NY 10016
636,40391002,DANIEL'S BAGEL,2018,1.5,569 THIRD AVENUE MANHATTAN NY 10016
637,40391032,KABAB CAFE,2018,1.0,2512 STEINWAY STREET QUEENS NY 11103
638,40391060,LUKE'S BAR & GRILL,2018,1.5,1394 THIRD AVENUE MANHATTAN NY 10075
640,40391092,BELAIRE CAFE,2018,1.0,525 EAST   71 STREET MANHATTAN NY 10021
641,40391143,LITTLE PIE COMPANY,2018,1.0,424 WEST   43 STREET MANHATTAN NY 10036
643,40391154,MALACHY'S,2018,1.0,103 WEST   72 STREET MANHATTAN NY 10023
645,40391259,SYBIL'S BAKERY,2018,3.0,13217 LIBERTY AVENUE QUEENS NY 11419
646,40391271,RICHER'S BAKERY & CAFE,2018,1.5,249-14 HORACE HARDING EXPRESSWAY QUEENS NY 11362
647,40391272,LINA RESTAURANT,2018,1.0,500 WEST  207 STREET MANHATTAN NY 10034
649,40391339,3 GUYS,2018,1.0,1381 MADISON AVENUE MANHATTAN NY 10029
650,40391350,VACCARO'S PIZZERIA & TRATTORIA,2018,2.0,8802 LITTLE NECK PARKWAY QUEENS NY 11001
652,40391417,THE BEEKMAN,2018,1.0,15 BEEKMAN STREET MANHATTAN NY 10038
654,40391498,PEKING RESTAURANT,2018,2.0,5811 WOODSIDE AVENUE QUEENS NY 11377
656,40391531,TEA AND SYMPATHY,2018,1.0,108 GREENWICH AVENUE MANHATTAN NY 10011
657,40391562,COLLADO RESTAURANT,2018,1.0,1310 BROADWAY BROOKLYN NY 11221
658,40391594,TAKAHACHI RESTAURANT,2018,2.0,85 AVENUE A MANHATTAN NY 10009
659,40391639,MCDONALD'S,2018,1.0,85 BRUCKNER BOULEVARD BRONX NY 10454
662,40391699,H & H MIDTOWN BAGELS EAST,2018,3.0,1551 2 AVENUE MANHATTAN NY 10028
663,40391714,WHITE CASTLE,2018,1.0,8802 NORTHERN BOULEVARD QUEENS NY 11372
665,40391808,IHOP,2018,2.0,25402 ROCKAWAY BOULEVARD QUEENS NY 11422
668,40391913,THE NIPPON CLUB,2018,1.0,145 WEST   57 STREET MANHATTAN NY 10019
670,40391979,SUTTON CAFE RESTAURANT,2018,2.0,1026 FIRST AVENUE MANHATTAN NY 10022
671,40392063,WALTER'S BAR,2018,2.0,389 8 AVENUE MANHATTAN NY 10001
672,40392140,SALVATORE AND LLOYD'S PIZZA,2018,1.0,3850 RICHMOND AVENUE STATEN ISLAND NY 10312
673,40392162,BEYOGLU,2018,1.0,200 EAST   81 STREET MANHATTAN NY 10028
674,40392256,MCDONALD'S,2018,1.0,4018 MAIN STREET QUEENS NY 11354
676,40392285,CHARLIE'S CORNER RESTAURANT & DELI,2018,1.0,537 PARK AVENUE BROOKLYN NY 11205
678,40392313,CAFE BELLA VITA,2018,2.0,1919 HYLAN BOULEVARD STATEN ISLAND NY 10305
680,40392339,ABSOLUTE BAGELS,2018,1.0,2788 BROADWAY MANHATTAN NY 10025
682,40392388,TAL BAGEL,2018,1.0,333 EAST   86 STREET MANHATTAN NY 10028
683,40392410,DUNKIN' DONUTS,2018,1.0,8777 PARSONS BOULEVARD QUEENS NY 11432
685,40392496,TARTINE,2018,1.5,253 WEST   11 STREET MANHATTAN NY 10014
687,40392685,DOJO RESTAURANT,2018,2.0,10 WEST 4 STREET MANHATTAN NY 10012
688,40392721,NUEVA VILLA CHINA RESTAURANT,2018,3.0,3910 103 STREET QUEENS NY 11368
690,40392724,JAIYA THAI ORIENTAL RESTAURANT,2018,1.0,396 THIRD AVENUE MANHATTAN NY 10016
693,40392834,EL CANTINERO,2018,1.0,86 UNIVERSITY PLACE MANHATTAN NY 10003
694,40392872,MOLLY'S,2018,2.5,287 3 AVENUE MANHATTAN NY 10010
695,40392895,AMELIA'S DINER,2018,2.5,110 VARICK STREET MANHATTAN NY 10013
696,40392927,NATIONAL RESTAURANT & CATERING,2018,1.0,273 BRIGHTON BEACH AVE BROOKLYN NY 11235
697,40392939,JACKSON HOUSE RESTAURANT,2018,2.5,8214 37 AVENUE QUEENS NY 11372
699,40393038,METROSTAR CAFE,2018,1.5,369 JAY STREET BROOKLYN NY 11201
700,40393051,FRIEND'S TAVERN,2018,3.0,7811 ROOSEVELT AVENUE QUEENS NY 11372
702,40393093,RINCON SALVADORENO RESTAURANT,2018,2.0,9215 149 STREET QUEENS NY 11435
703,40393118,LA NUEVA VICTORIA RESTAURANT,2018,2.0,2536 BROADWAY MANHATTAN NY 10025
704,40393154,AMSTERDAM BILLIARDS,2018,1.0,85 4 AVENUE MANHATTAN NY 10003
705,40393243,BUDDY'S BURRITO & TACO BAR,2018,1.0,260 COURT STREET BROOKLYN NY 11231
706,40393303,DEMARCHELIER RESTAURANT,2018,2.0,50 EAST   86 STREET MANHATTAN NY 10028
708,40393378,E.J LUNCHEONETTE,2018,2.0,1271 THIRD AVENUE MANHATTAN NY 10021
709,40393395,COURT SQUARE DINER,2018,1.0,4530 23 STREET QUEENS NY 11101
710,40393413,V & S PIZZERIA OF SHEAPSHEAD BAY,2018,2.0,1723 EMMONS AVENUE BROOKLYN NY 11235
711,40393427,DAVIS POLK DINING ROOM,2018,1.0,450 LEXINGTON AVENUE MANHATTAN NY 10017
712,40393488,BELLA NAPOLI,2018,1.3333333333333333,130 MADISON AVENUE MANHATTAN NY 10016
714,40393519,DOWN THE HATCH,2018,1.0,175 WEST    4 STREET MANHATTAN NY 10014
716,40393532,J.J. BUBBLES,2018,2.0,7912 THIRD AVENUE BROOKLYN NY 11209
718,40393561,FAROS RESTAURANT,2018,2.0,95 CHURCH AVENUE BROOKLYN NY 11218
721,40393591,DON GIOVANNI RESTAURANT,2018,1.0,214 10 AVENUE MANHATTAN NY 10011
723,40393679,LOS TOLDOS RESTAURANT,2018,2.0,8401 NORTHERN BOULEVARD QUEENS NY 11372
724,40393688,EL MOLINO ROJO RESTAURANT,2018,1.0,101 EAST  161 STREET BRONX NY 10451
726,40393712,SHABU TATSU,2018,2.0,216 EAST   10 STREET MANHATTAN NY 10003
727,40393725,TRIBECA GRILL,2018,1.0,375 GREENWICH STREET MANHATTAN NY 10013
729,40393742,POPEYES LOUISIANA KITCHEN/DUNKIN DONUTS,2018,1.0,321 WEST  125 STREET MANHATTAN NY 10027
731,40393753,C & B LUNCHEONETTE,2018,1.0,983 WYCKOFF AVENUE QUEENS NY 11385
733,40393761,SAN PIETRO,2018,1.0,18 EAST   54 STREET MANHATTAN NY 10022
735,40393772,INDO CHINE,2018,1.0,430 LAFAYETTE STREET MANHATTAN NY 10003
736,40393787,DUNKIN' DONUTS,2018,1.0,5615 MYRTLE AVENUE QUEENS NY 11385
738,40393832,GLEN PATRICK'S PUB,2018,1.0,5373 65 PLACE QUEENS NY 11378
739,40393855,MULDOON'S IRISH PUB & RESTAURANT,2018,1.0,692 3 AVENUE MANHATTAN NY 10017
740,40393905,GRANDSTAND TAVERN,2018,1.5,8535 GRAND AVENUE QUEENS NY 11373
742,40393977,TONY'S PIZZA II,2018,1.0,1107 RUTLAND ROAD BROOKLYN NY 11212
743,40393985,MANETTA'S RISTORANTE,2018,1.5,1076 JACKSON AVENUE QUEENS NY 11101
744,40394007,NIAGARA/ LOVERS OF TODAY/ SISTER MIDNIGHT,2018,1.0,112 AVENUE A MANHATTAN NY 10009
745,40394028,SALVI RESTAURANT,2018,1.0,4220 QUENTIN ROAD BROOKLYN NY 11234
746,40394030,TIBBETT DINER,2018,2.0,3033 TIBBETT AVE BRONX NY 10463
747,40394037,WHITE CASTLE,2018,2.0,17528 HILLSIDE AVENUE QUEENS NY 11432
749,40394054,GARDEN OF EAT-IN,2018,1.0,1416 AVENUE J BROOKLYN NY 11230
751,40394068,JACKSON HOLE,2018,2.0,6935 ASTORIA BOULEVARD QUEENS NY 11370
753,40394176,MOONSTRUCK EAST,2018,1.0,449 THIRD AVENUE MANHATTAN NY 10016
754,40394207,PASCALOU,2018,1.0,1308 MADISON AVENUE MANHATTAN NY 10128
755,40394258,TOMMASO RESTAURANT,2018,1.5,1464 86 STREET BROOKLYN NY 11228
756,40394329,FRANK'S PIZZA RESTAURANT,2018,2.0,2134 FLATBUSH AVENUE BROOKLYN NY 11234
757,40394357,ABITINO'S PIZZA,2018,1.0,733 2 AVENUE MANHATTAN NY 10016
759,40394392,PICCOLO ANGOLO,2018,1.0,621 HUDSON STREET MANHATTAN NY 10014
760,40394401,BAR SIX,2018,1.5,502 6 AVENUE MANHATTAN NY 10011
761,40394518,MATEUS RESTAURANT,2018,1.0,22205 JAMAICA AVENUE QUEENS NY 11428
763,40394555,LUIGI'S RESTAURANT,2018,1.0,26521 UNION TURNPIKE QUEENS NY 11040
